date,state,district,pincode,demo_age_5_17,demo_age_17_,match
04-09-2025,west bengal,cooch behar,736181,0,3,False
04-09-2025,west bengal,dakshin dinajpur,733155,1,3,False
04-09-2025,west bengal,howrah,711415,0,2,False
04-09-2025,west bengal,jalpaiguri,735136,0,5,False
04-09-2025,west bengal,jalpaiguri,735137,0,11,False
04-09-2025,west bengal,malda,732150,1,9,False
04-09-2025,west bengal,malda,732214,0,2,False
04-09-2025,rajasthan,jaipur,302011,0,3,False
04-09-2025,rajasthan,jaipur,302032,0,5,False
04-09-2025,tamil nadu,chengalpattu,603202,0,11,False
04-09-2025,tamil nadu,chennai,600029,0,8,False
04-09-2025,tamil nadu,karur,639003,4,6,False
04-09-2025,tamil nadu,madurai,625502,1,0,False
04-09-2025,tamil nadu,madurai,625705,2,6,False
04-09-2025,tamil nadu,pudukkottai,622408,0,3,False
04-09-2025,tamil nadu,thanjavur,614209,0,1,False
04-09-2025,tamil nadu,theni,625538,0,1,False
04-09-2025,tamil nadu,theni,625582,9,11,False
04-09-2025,telangana,nalgonda,508203,1,2,False
04-09-2025,telangana,suryapet,508222,7,45,False
05-09-2025,tamil nadu,kallakurichi,606107,0,3,False
05-09-2025,tamil nadu,karur,639003,0,1,False
05-09-2025,tamil nadu,viluppuram,605502,0,1,False
05-09-2025,telangana,hyderabad,500095,0,1,False
05-09-2025,telangana,mancherial,504215,1,11,False
05-09-2025,uttar pradesh,baghpat,250602,0,1,False
05-09-2025,uttar pradesh,bulandshahr,202394,9,50,False
05-09-2025,uttar pradesh,bulandshahr,202399,3,3,False
05-09-2025,uttar pradesh,bulandshahr,245401,1,10,False
05-09-2025,uttar pradesh,bulandshahr,245405,7,19,False
05-09-2025,uttar pradesh,bulandshahr,245411,4,9,False
08-09-2025,assam,cachar,788008,0,1,False
08-09-2025,bihar,banka,813115,0,1,False
08-09-2025,bihar,banka,813224,1,26,False
08-09-2025,bihar,bhagalpur,813206,0,14,False
08-09-2025,bihar,bhagalpur,813223,2,22,False
08-09-2025,bihar,bhagalpur,813231,0,7,False
08-09-2025,bihar,bhagalpur,813233,1,5,False
08-09-2025,bihar,gaya,805135,0,1,False
08-09-2025,bihar,nalanda,803204,0,45,False
08-09-2025,bihar,nawada,805104,5,106,False
08-09-2025,bihar,patna,800111,2,32,False
08-09-2025,bihar,samastipur,848118,0,3,False
08-09-2025,bihar,samastipur,848220,2,2,False
08-09-2025,bihar,saran,841247,0,3,False
08-09-2025,bihar,sitamarhi,843351,0,2,False
08-09-2025,bihar,vaishali,844131,0,1,False
08-09-2025,chandigarh,chandigarh,160055,1,10,False
08-09-2025,chhattisgarh,bastar,494005,1,35,False
08-09-2025,chhattisgarh,bastar,494115,4,16,False
08-09-2025,chhattisgarh,bijapur,494448,0,6,False
08-09-2025,chhattisgarh,dakshin bastar dantewada,494441,1,12,False
08-09-2025,chhattisgarh,dakshin bastar dantewada,494552,0,11,False
08-09-2025,chhattisgarh,dhamtari,494230,0,1,False
08-09-2025,chhattisgarh,kondagaon,494230,1,17,False
05-09-2025,andhra pradesh,eluru,507114,0,14,False
05-09-2025,andhra pradesh,eluru,507121,0,2,False
05-09-2025,andhra pradesh,kurnool,518319,1,1,False
04-09-2025,tamil nadu,nagapattinam,611118,1,1,False
04-09-2025,tamil nadu,tirunelveli,627810,1,0,False
04-09-2025,tamil nadu,viluppuram,605107,0,2,False
04-09-2025,telangana,bhadradri kothagudem,507129,0,2,False
04-09-2025,telangana,hyderabad,500063,0,1,False
04-09-2025,uttar pradesh,azamgarh,276401,0,6,False
04-09-2025,uttar pradesh,baghpat,250645,3,39,False
04-09-2025,uttar pradesh,bara banki,227131,9,31,False
04-09-2025,uttar pradesh,budaun,202520,6,44,False
04-09-2025,uttar pradesh,bulandshahr,202396,7,36,False
04-09-2025,uttar pradesh,bulandshahr,245401,3,18,False
04-09-2025,uttar pradesh,farrukhabad,207501,16,39,False
04-09-2025,uttar pradesh,fatehpur,216221,2,51,False
04-09-2025,uttar pradesh,firozabad,205141,5,41,False
04-09-2025,uttar pradesh,firozabad,215126,4,34,False
04-09-2025,uttar pradesh,jaunpur,222101,1,2,False
04-09-2025,uttar pradesh,jaunpur,222107,3,11,False
04-09-2025,uttar pradesh,jaunpur,222110,0,1,False
05-09-2025,west bengal,murshidabad,742191,0,4,False
05-09-2025,west bengal,murshidabad,742229,0,3,False
05-09-2025,west bengal,murshidabad,742230,0,2,False
05-09-2025,west bengal,paschim medinipur,721165,0,7,False
05-09-2025,west bengal,paschim medinipur,721170,0,3,False
05-09-2025,west bengal,paschim medinipur,721466,0,2,False
05-09-2025,west bengal,paschim medinipur,721502,0,2,False
05-09-2025,west bengal,purba medinipur,721664,0,3,False
05-09-2025,west bengal,purba medinipur,721670,0,1,False
05-09-2025,west bengal,south 24 parganas,743384,0,4,False
05-09-2025,west bengal,uttar dinajpur,733212,0,4,False
06-09-2025,andhra pradesh,alluri sitharama raju,507135,0,3,False
06-09-2025,andhra pradesh,east godavari,507111,0,1,False
06-09-2025,andhra pradesh,east godavari,507135,0,5,False
06-09-2025,andhra pradesh,eluru,507114,1,20,False
06-09-2025,andhra pradesh,west godavari,507114,0,15,False
06-09-2025,andhra pradesh,west godavari,507121,0,6,False
06-09-2025,arunachal pradesh,west siang,792051,1,0,False
06-09-2025,assam,dibrugarh,786005,0,2,False
06-09-2025,assam,sonitpur,784185,0,1,False
06-09-2025,bihar,banka,813224,0,10,False
06-09-2025,bihar,bhagalpur,813112,0,18,False
05-09-2025,jharkhand,ramgarh,825101,4,17,False
05-09-2025,karnataka,shivamogga,577450,0,1,False
05-09-2025,madhya pradesh,alirajpur,457893,0,3,False
05-09-2025,madhya pradesh,sagar,470111,1,3,False
05-09-2025,maharashtra,mumbai,401104,0,1,False
05-09-2025,mizoram,champhai,796290,1,0,False
05-09-2025,puducherry,karaikal,609603,0,1,False
05-09-2025,puducherry,puducherry,533464,3,9,False
05-09-2025,rajasthan,alwar,301712,0,2,False
05-09-2025,rajasthan,ganganagar,335705,0,1,False
05-09-2025,rajasthan,jaipur,302024,0,1,False
05-09-2025,tamil nadu,kancheepuram,602109,0,1,False
08-09-2025,andhra pradesh,west godavari,507114,0,23,False
08-09-2025,andhra pradesh,west godavari,507135,0,1,False
08-09-2025,assam,dibrugarh,786005,2,10,False
08-09-2025,bihar,aurangabad,824218,1,7,False
08-09-2025,bihar,banka,813116,1,12,False
08-09-2025,bihar,banka,813121,0,2,False
08-09-2025,bihar,banka,813123,2,18,False
08-09-2025,bihar,banka,813128,1,0,False
08-09-2025,bihar,begusarai,851219,1,16,False
08-09-2025,bihar,bhagalpur,813112,0,12,False
08-09-2025,bihar,bhagalpur,813113,0,24,False
08-09-2025,bihar,bhagalpur,813228,2,18,False
08-09-2025,bihar,jehanabad,804433,0,30,False
08-09-2025,bihar,khagaria,851220,1,28,False
08-09-2025,bihar,munger,813321,7,62,False
08-09-2025,bihar,muzaffarpur,843139,0,6,False
08-09-2025,bihar,muzaffarpur,843146,2,14,False
08-09-2025,bihar,muzaffarpur,843161,0,7,False
08-09-2025,bihar,nalanda,805130,1,9,False
08-09-2025,bihar,nawada,805130,8,102,False
08-09-2025,bihar,patna,801118,0,3,False
08-09-2025,bihar,patna,804454,1,52,False
08-09-2025,bihar,samastipur,848111,0,3,False
08-09-2025,bihar,vaishali,844141,0,6,False
08-09-2025,chandigarh,chandigarh,160103,1,4,False
08-09-2025,chhattisgarh,bastar,494441,1,3,False
08-09-2025,chhattisgarh,bilaspur,495223,2,6,False
08-09-2025,chhattisgarh,dakshin bastar dantewada,494115,0,3,False
08-09-2025,chhattisgarh,narayanpur,494661,5,75,False
08-09-2025,chhattisgarh,raipur,492007,3,9,False
08-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,0,7,False
08-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,1,21,False
08-09-2025,dadra and nagar haveli and daman and diu,daman,396210,0,3,False
08-09-2025,dadra and nagar haveli and daman and diu,daman,396220,1,3,False
08-09-2025,dadra and nagar haveli and daman and diu,diu,362520,0,4,False
08-09-2025,dadra and nagar haveli and daman and diu,diu,362520,0,1,False
08-09-2025,dadra and nagar haveli and daman and diu,diu,362570,0,2,False
08-09-2025,gujarat,amreli,365660,1,4,False
08-09-2025,gujarat,arvalli,383350,5,12,False
08-09-2025,gujarat,botad,363415,0,1,False
08-09-2025,gujarat,gir somnath,362725,0,7,False
08-09-2025,gujarat,junagadh,362266,0,7,False
08-09-2025,gujarat,mahesana,382715,13,51,False
08-09-2025,gujarat,mahesana,382820,1,4,False
08-09-2025,gujarat,mahesana,382860,1,3,False
08-09-2025,gujarat,mahesana,382865,1,9,False
08-09-2025,gujarat,mahesana,382870,12,22,False
08-09-2025,gujarat,narmada,393155,0,3,False
08-09-2025,gujarat,navsari,396424,1,3,False
08-09-2025,gujarat,sabar kantha,383350,0,3,False
07-09-2025,puducherry,puducherry,533464,0,3,False
07-09-2025,punjab,jalandhar,144004,0,5,False
07-09-2025,punjab,jalandhar,144012,0,1,False
07-09-2025,rajasthan,jaipur,302023,1,0,False
07-09-2025,telangana,hyderabad,500025,0,3,False
07-09-2025,uttar pradesh,azamgarh,276401,0,1,False
07-09-2025,uttar pradesh,baghpat,250515,1,8,False
07-09-2025,uttar pradesh,bijnor,246768,0,2,False
07-09-2025,uttar pradesh,budaun,243621,0,1,False
07-09-2025,uttar pradesh,bulandshahr,202390,1,18,False
07-09-2025,uttar pradesh,bulandshahr,202391,1,6,False
07-09-2025,uttar pradesh,bulandshahr,202392,2,13,False
07-09-2025,uttar pradesh,bulandshahr,202394,8,27,False
07-09-2025,uttar pradesh,bulandshahr,245401,1,8,False
07-09-2025,uttar pradesh,bulandshahr,245408,0,15,False
07-09-2025,uttar pradesh,farrukhabad,207501,8,18,False
07-09-2025,uttar pradesh,farrukhabad,207503,3,4,False
07-09-2025,uttar pradesh,firozabad,205130,0,6,False
07-09-2025,uttar pradesh,firozabad,205147,5,9,False
07-09-2025,uttar pradesh,firozabad,205151,3,30,False
07-09-2025,bihar,patna,803206,2,4,False
07-09-2025,bihar,patna,804454,3,3,False
07-09-2025,bihar,purnia,854206,0,11,False
07-09-2025,bihar,saharsa,852210,0,5,False
07-09-2025,bihar,saran,841105,0,4,False
07-09-2025,chandigarh,chandigarh,160103,0,2,False
07-09-2025,chhattisgarh,kondagaon,494226,0,4,False
07-09-2025,chhattisgarh,raipur,492006,0,2,False
07-09-2025,chhattisgarh,raipur,492011,1,0,False
07-09-2025,chhattisgarh,uttar bastar kanker,494669,0,1,False
07-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,0,5,False
07-09-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,2,3,False
07-09-2025,dadra and nagar haveli and daman and diu,daman,396210,1,0,False
07-09-2025,gujarat,amreli,365565,0,2,False
07-09-2025,gujarat,mahesana,382705,1,0,False
07-09-2025,gujarat,mahesana,382820,0,1,False
07-09-2025,himachal pradesh,mandi,176126,0,1,False
07-09-2025,jammu and kashmir,jammu,184120,0,1,False
07-09-2025,jharkhand,ramgarh,825314,0,1,False
07-09-2025,karnataka,dakshina kannada,575027,1,0,False
07-09-2025,madhya pradesh,chhindwara,480554,0,1,False
07-09-2025,madhya pradesh,gwalior,474005,1,2,False
07-09-2025,madhya pradesh,sagar,470111,0,1,False
07-09-2025,madhya pradesh,tikamgarh,472338,0,2,False
07-09-2025,uttar pradesh,jaunpur,222101,0,1,False
07-09-2025,uttar pradesh,jaunpur,222113,1,4,False
07-09-2025,uttar pradesh,lucknow,227101,4,13,False
07-09-2025,uttar pradesh,lucknow,227125,6,16,False
07-09-2025,uttar pradesh,lucknow,227309,1,7,False
07-09-2025,uttar pradesh,mainpuri,205142,1,2,False
07-09-2025,uttar pradesh,mau,121705,1,2,False
07-09-2025,uttar pradesh,mirzapur,231310,2,8,False
07-09-2025,uttar pradesh,moradabad,202412,1,0,False
07-09-2025,uttar pradesh,rampur,243701,18,57,False
07-09-2025,uttar pradesh,sambhal,202522,5,19,False
07-09-2025,uttar pradesh,shahjahanpur,242123,2,2,False
07-09-2025,uttar pradesh,sonbhadra,232221,1,7,False
07-09-2025,uttar pradesh,unnao,229502,1,5,False
07-09-2025,uttar pradesh,unnao,241503,8,42,False
07-09-2025,west bengal,bankura,722163,0,1,False
07-09-2025,west bengal,bankura,722170,0,1,False
07-09-2025,west bengal,bankura,722182,0,4,False
07-09-2025,west bengal,cooch behar,736173,0,1,False
07-09-2025,west bengal,dakshin dinajpur,733131,0,6,False
07-09-2025,west bengal,dakshin dinajpur,733154,0,4,False
07-09-2025,west bengal,darjeeling,734436,0,1,False
07-09-2025,west bengal,hooghly,712426,0,1,False
07-09-2025,west bengal,hooghly,712707,0,2,False
07-09-2025,west bengal,jalpaiguri,735140,0,1,False
07-09-2025,west bengal,kalimpong,734319,0,1,False
07-09-2025,west bengal,malda,732211,1,7,False
07-09-2025,west bengal,murshidabad,742162,1,8,False
07-09-2025,west bengal,murshidabad,742181,1,12,False
07-09-2025,west bengal,murshidabad,742191,0,1,False
07-09-2025,west bengal,murshidabad,742307,0,1,False
07-09-2025,west bengal,north 24 parganas,700098,0,2,False
07-09-2025,west bengal,paschim medinipur,721252,0,6,False
07-09-2025,west bengal,purba medinipur,721168,0,1,False
07-09-2025,west bengal,purba medinipur,721668,0,1,False
07-09-2025,west bengal,uttar dinajpur,733157,2,7,False
07-09-2025,west bengal,uttar dinajpur,733214,0,9,False
07-09-2025,west bengal,uttar dinajpur,733252,0,6,False
08-09-2025,andhra pradesh,east godavari,507134,0,2,False
08-09-2025,kerala,kottayam,686142,0,1,False
08-09-2025,madhya pradesh,chhindwara,480554,0,3,False
08-09-2025,madhya pradesh,panna,488051,2,19,False
08-09-2025,madhya pradesh,singrauli,486888,1,1,False
08-09-2025,maharashtra,amravati,444728,0,1,False
08-09-2025,maharashtra,mumbai,401610,0,1,False
08-09-2025,maharashtra,nagpur,440009,0,27,False
08-09-2025,maharashtra,nagpur,441002,2,19,False
08-09-2025,maharashtra,pune,412114,3,20,False
08-09-2025,maharashtra,thane,401206,0,1,False
08-09-2025,maharashtra,wardha,442103,0,2,False
06-09-2025,uttarakhand,dehradun,248141,0,5,False
06-09-2025,uttarakhand,dehradun,248165,0,2,False
06-09-2025,west bengal,bankura,722107,0,1,False
06-09-2025,west bengal,bankura,722163,1,2,False
06-09-2025,west bengal,bankura,722172,1,9,False
06-09-2025,west bengal,bankura,722177,0,6,False
06-09-2025,west bengal,bankura,722179,0,6,False
06-09-2025,west bengal,bankura,722182,0,2,False
06-09-2025,west bengal,cooch behar,736118,0,7,False
06-09-2025,west bengal,cooch behar,736177,1,7,False
06-09-2025,west bengal,dakshin dinajpur,733147,0,2,False
06-09-2025,west bengal,dakshin dinajpur,733149,0,4,False
06-09-2025,west bengal,dakshin dinajpur,733151,0,8,False
06-09-2025,west bengal,dakshin dinajpur,733154,0,14,False
06-09-2025,west bengal,hooghly,712157,0,1,False
06-09-2025,west bengal,hooghly,712247,0,1,False
06-09-2025,west bengal,hooghly,712420,0,2,False
06-09-2025,west bengal,hooghly,712426,0,4,False
06-09-2025,west bengal,hooghly,712428,0,1,False
06-09-2025,west bengal,hooghly,712704,0,19,False
06-09-2025,west bengal,howrah,711416,1,11,False
06-09-2025,west bengal,jalpaiguri,735136,0,4,False
06-09-2025,west bengal,kalimpong,734320,0,1,False
06-09-2025,west bengal,murshidabad,742157,3,89,False
06-09-2025,west bengal,murshidabad,742182,2,16,False
06-09-2025,west bengal,murshidabad,742307,1,3,False
06-09-2025,west bengal,north 24 parganas,743246,0,1,False
06-09-2025,west bengal,paschim medinipur,721254,0,5,False
06-09-2025,west bengal,paschim medinipur,721256,1,4,False
06-09-2025,west bengal,paschim medinipur,721518,0,2,False
06-09-2025,west bengal,paschim medinipur,721663,0,2,False
06-09-2025,west bengal,purba medinipur,721461,0,1,False
06-09-2025,west bengal,purba medinipur,721665,0,4,False
06-09-2025,west bengal,purba medinipur,721668,0,2,False
06-09-2025,west bengal,south 24 parganas,743384,0,16,False
06-09-2025,west bengal,south 24 parganas,743392,0,1,False
06-09-2025,west bengal,south 24 parganas,743507,3,16,False
06-09-2025,west bengal,south 24 parganas,743601,0,3,False
06-09-2025,west bengal,uttar dinajpur,733157,1,11,False
06-09-2025,west bengal,uttar dinajpur,733252,2,21,False
07-09-2025,bihar,aurangabad,824216,0,1,False
07-09-2025,bihar,banka,813123,0,1,False
07-09-2025,bihar,lakhisarai,811315,0,4,False
07-09-2025,bihar,munger,813321,1,24,False
06-09-2025,tamil nadu,theni,625582,2,5,False
06-09-2025,tamil nadu,viluppuram,606107,0,6,False
06-09-2025,telangana,mahabubnagar,509401,1,8,False
06-09-2025,telangana,nagarkurnool,509401,0,5,False
06-09-2025,uttar pradesh,azamgarh,224166,0,2,False
06-09-2025,uttar pradesh,bara banki,225408,0,1,False
06-09-2025,uttar pradesh,budaun,202520,7,58,False
06-09-2025,uttar pradesh,budaun,202524,9,60,False
06-09-2025,uttar pradesh,bulandshahr,202396,10,32,False
06-09-2025,uttar pradesh,bulandshahr,245409,5,26,False
06-09-2025,uttar pradesh,farrukhabad,207505,17,27,False
06-09-2025,uttar pradesh,fatehpur,212623,0,3,False
06-09-2025,uttar pradesh,fatehpur,212660,1,1,False
06-09-2025,uttar pradesh,firozabad,205142,6,21,False
06-09-2025,uttar pradesh,firozabad,205147,11,19,False
06-09-2025,uttar pradesh,jaunpur,222113,0,7,False
06-09-2025,uttar pradesh,jaunpur,223106,1,1,False
06-09-2025,uttar pradesh,mainpuri,206301,3,37,False
06-09-2025,uttar pradesh,mainpuri,206303,1,24,False
06-09-2025,uttar pradesh,saharanpur,247670,0,11,False
06-09-2025,uttar pradesh,sambhal,202412,8,68,False
06-09-2025,uttar pradesh,sambhal,202522,14,67,False
06-09-2025,uttar pradesh,sambhal,202527,6,28,False
06-09-2025,uttar pradesh,sant kabir nagar,272170,6,17,False
06-09-2025,uttar pradesh,shahjahanpur,242123,0,2,False
06-09-2025,uttar pradesh,unnao,229503,1,18,False
06-09-2025,uttar pradesh,unnao,229881,2,21,False
08-09-2025,himachal pradesh,kangra,176122,0,6,False
08-09-2025,himachal pradesh,mandi,174403,0,7,False
08-09-2025,himachal pradesh,mandi,176126,0,12,False
08-09-2025,jharkhand,east singhbhum,831018,0,2,False
08-09-2025,jharkhand,latehar,822127,0,1,False
08-09-2025,karnataka,bidar,585415,0,3,False
08-09-2025,karnataka,koppal,584119,0,1,False
08-09-2025,karnataka,mysuru,570024,0,1,False
06-09-2025,odisha,ganjam,761040,0,2,False
06-09-2025,puducherry,yanam,533464,0,3,False
06-09-2025,puducherry,puducherry,605014,0,1,False
06-09-2025,rajasthan,banswara,327608,0,1,False
06-09-2025,rajasthan,ganganagar,335705,0,1,False
06-09-2025,rajasthan,ganganagar,335771,0,2,False
06-09-2025,rajasthan,pratapgarh,313605,1,30,False
06-09-2025,tamil nadu,chennai,600080,2,7,False
06-09-2025,tamil nadu,cuddalore,606112,0,1,False
06-09-2025,tamil nadu,madurai,625209,0,1,False
06-09-2025,tamil nadu,salem,636104,5,4,False
08-09-2025,puducherry,karaikal,609603,0,3,False
08-09-2025,punjab,amritsar,143003,0,4,False
08-09-2025,punjab,jalandhar,144004,1,32,False
08-09-2025,rajasthan,chittorgarh,323306,4,5,False
08-09-2025,rajasthan,nagaur,341542,0,2,False
08-09-2025,rajasthan,sirohi,307042,0,5,False
08-09-2025,tamil nadu,kanniyakumari,629305,0,1,False
08-09-2025,tamil nadu,kanniyakumari,629805,2,1,False
08-09-2025,tamil nadu,nagapattinam,611118,0,1,False
08-09-2025,tamil nadu,theni,625519,0,2,False
09-09-2025,andhra pradesh,west godavari,507114,0,34,False
09-09-2025,andhra pradesh,west godavari,507121,0,1,False
09-09-2025,arunachal pradesh,longding,786630,0,1,False
09-09-2025,assam,dhemaji,786110,8,25,False
09-09-2025,bihar,banka,813125,0,2,False
09-09-2025,bihar,banka,813321,0,2,False
09-09-2025,bihar,bhagalpur,813113,2,19,False
09-09-2025,bihar,bhagalpur,813225,0,16,False
09-09-2025,bihar,jehanabad,804434,1,33,False
09-09-2025,bihar,munger,813321,4,72,False
09-09-2025,bihar,muzaffarpur,843153,1,24,False
09-09-2025,bihar,nalanda,803123,0,7,False
09-09-2025,bihar,nalanda,803204,2,74,False
09-09-2025,bihar,nalanda,805130,1,5,False
09-09-2025,bihar,patna,800111,3,38,False
09-09-2025,bihar,samastipur,848220,0,2,False
09-09-2025,bihar,samastipur,848237,0,7,False
09-09-2025,bihar,vaishali,844131,0,6,False
09-09-2025,bihar,vaishali,844134,0,22,False
09-09-2025,chandigarh,chandigarh,160103,0,6,False
09-09-2025,chhattisgarh,bastar,494441,0,4,False
09-09-2025,chhattisgarh,bijapur,494444,10,51,False
09-09-2025,chhattisgarh,gariyaband,494230,1,0,False
09-09-2025,chhattisgarh,raipur,492007,0,15,False
09-09-2025,chhattisgarh,raipur,492011,0,4,False
09-09-2025,chhattisgarh,rajnandgaon,491666,5,50,False
09-09-2025,dadra and nagar haveli and daman and diu,daman,396210,0,6,False
09-09-2025,dadra and nagar haveli and daman and diu,diu,362540,0,1,False
09-09-2025,gujarat,ahmedabad,363425,2,9,False
08-09-2025,uttar pradesh,mirzapur,231310,5,22,False
08-09-2025,uttar pradesh,moradabad,202412,1,0,False
08-09-2025,uttar pradesh,moradabad,202414,1,3,False
08-09-2025,uttar pradesh,saharanpur,247670,0,7,False
08-09-2025,uttar pradesh,sambhal,202523,4,15,False
08-09-2025,uttar pradesh,sambhal,202527,9,42,False
08-09-2025,uttar pradesh,sonbhadra,232221,5,18,False
08-09-2025,uttar pradesh,unnao,229503,3,12,False
08-09-2025,uttar pradesh,unnao,229504,4,19,False
08-09-2025,uttarakhand,haridwar,246763,4,12,False
08-09-2025,west bengal,bankura,722163,1,8,False
08-09-2025,west bengal,bankura,722171,0,16,False
08-09-2025,west bengal,birbhum,731203,0,1,False
08-09-2025,west bengal,cooch behar,736118,0,6,False
08-09-2025,west bengal,dakshin dinajpur,733148,0,1,False
08-09-2025,west bengal,hooghly,712247,0,3,False
08-09-2025,west bengal,hooghly,712424,0,2,False
08-09-2025,west bengal,hooghly,712704,1,18,False
08-09-2025,west bengal,murshidabad,742162,0,4,False
08-09-2025,west bengal,murshidabad,742176,0,3,False
08-09-2025,west bengal,murshidabad,742188,0,2,False
08-09-2025,west bengal,murshidabad,742190,0,14,False
08-09-2025,west bengal,nadia,741225,0,1,False
08-09-2025,west bengal,paschim bardhaman,713383,0,1,False
08-09-2025,west bengal,paschim medinipur,721466,1,2,False
08-09-2025,west bengal,purba bardhaman,713167,1,1,False
08-09-2025,west bengal,purba bardhaman,713432,0,1,False
08-09-2025,west bengal,purba medinipur,721630,1,3,False
08-09-2025,west bengal,purba medinipur,721667,0,1,False
08-09-2025,west bengal,purulia,723160,0,1,False
08-09-2025,west bengal,south 24 parganas,743384,0,5,False
08-09-2025,west bengal,south 24 parganas,743390,1,0,False
08-09-2025,west bengal,uttar dinajpur,733214,0,29,False
08-09-2025,west bengal,uttar dinajpur,733216,1,53,False
08-09-2025,west bengal,uttar dinajpur,733252,1,23,False
09-09-2025,andhra pradesh,chittoor,635121,0,1,False
09-09-2025,andhra pradesh,east godavari,507121,0,4,False
09-09-2025,gujarat,bharuch,394116,0,1,False
09-09-2025,gujarat,chhotaudepur,391155,1,6,False
09-09-2025,gujarat,chhotaudepur,391175,0,1,False
09-09-2025,gujarat,junagadh,362229,0,6,False
09-09-2025,gujarat,kachchh,370640,0,2,False
09-09-2025,gujarat,mahesana,382715,11,81,False
09-09-2025,gujarat,mahesana,382732,0,12,False
09-09-2025,gujarat,mahesana,382815,0,3,False
09-09-2025,gujarat,mahesana,382850,0,1,False
09-09-2025,gujarat,mahesana,384215,1,4,False
09-09-2025,gujarat,mahisagar,389240,0,7,False
09-09-2025,gujarat,sabar kantha,383350,0,1,False
09-09-2025,gujarat,surat,394230,5,49,False
09-09-2025,himachal pradesh,mandi,174401,0,7,False
09-09-2025,jammu and kashmir,anantnag,192102,0,5,False
09-09-2025,jammu and kashmir,pulwama,192306,0,4,False
09-09-2025,karnataka,bidar,585415,2,1,False
09-09-2025,karnataka,dakshina kannada,575027,0,1,False
09-09-2025,karnataka,koppal,584121,1,2,False
09-09-2025,karnataka,shivamogga,577447,0,3,False
09-09-2025,tamil nadu,chennai,600029,4,5,False
09-09-2025,tamil nadu,kancheepuram,602109,2,0,False
09-09-2025,tamil nadu,kanniyakumari,629805,0,1,False
09-09-2025,tamil nadu,madurai,625705,3,5,False
09-09-2025,tamil nadu,nagapattinam,611118,0,1,False
09-09-2025,tamil nadu,salem,636104,2,16,False
09-09-2025,tamil nadu,tirunelveli,627810,0,2,False
09-09-2025,telangana,adilabad,504346,2,29,False
09-09-2025,telangana,nagarkurnool,509401,1,10,False
09-09-2025,telangana,warangal,506313,1,1,False
09-09-2025,mizoram,aizawl,796005,1,13,False
09-09-2025,odisha,sambalpur,768026,0,1,False
09-09-2025,puducherry,puducherry,533464,0,6,False
09-09-2025,puducherry,puducherry,605007,3,7,False
09-09-2025,puducherry,puducherry,605110,4,20,False
09-09-2025,punjab,amritsar,143026,0,2,False
09-09-2025,rajasthan,alwar,301002,0,1,False
09-09-2025,rajasthan,banswara,327608,0,2,False
09-09-2025,rajasthan,bhilwara,311013,0,2,False
09-09-2025,rajasthan,jaipur,302024,0,2,False
09-09-2025,rajasthan,pratapgarh,313605,4,50,False
09-09-2025,uttar pradesh,baghpat,250645,6,45,False
09-09-2025,uttar pradesh,budaun,202524,6,46,False
09-09-2025,uttar pradesh,bulandshahr,245407,4,20,False
09-09-2025,uttar pradesh,bulandshahr,245408,9,60,False
09-09-2025,uttar pradesh,farrukhabad,207501,13,45,False
09-09-2025,uttar pradesh,fatehpur,212662,2,4,False
09-09-2025,uttar pradesh,firozabad,205151,18,73,False
09-09-2025,uttar pradesh,jaunpur,222101,0,7,False
09-09-2025,uttar pradesh,jaunpur,222110,0,1,False
09-09-2025,uttar pradesh,lucknow,227202,2,37,False
09-09-2025,uttar pradesh,lucknow,227308,6,35,False
09-09-2025,uttar pradesh,mainpuri,206301,18,63,False
09-09-2025,uttar pradesh,mainpuri,215126,0,2,False
09-09-2025,uttar pradesh,moradabad,202414,3,9,False
09-09-2025,uttar pradesh,prayagraj,228411,2,2,False
09-09-2025,uttar pradesh,saharanpur,247665,1,2,False
09-09-2025,uttar pradesh,saharanpur,247670,0,8,False
09-09-2025,uttar pradesh,shahjahanpur,242123,2,12,False
09-09-2025,uttar pradesh,unnao,229503,2,19,False
09-09-2025,uttarakhand,nainital,263002,1,9,False
09-09-2025,west bengal,bankura,722107,0,3,False
09-09-2025,west bengal,bankura,722209,0,3,False
09-09-2025,west bengal,birbhum,731131,0,1,False
09-09-2025,west bengal,cooch behar,736175,2,22,False
09-09-2025,west bengal,dakshin dinajpur,733131,0,2,False
09-09-2025,west bengal,dakshin dinajpur,733151,0,7,False
09-09-2025,west bengal,darjeeling,734436,0,1,False
09-09-2025,west bengal,hooghly,712419,0,3,False
09-09-2025,west bengal,hooghly,712426,0,5,False
09-09-2025,west bengal,hooghly,712707,1,27,False
09-09-2025,west bengal,howrah,711325,0,3,False
09-09-2025,west bengal,howrah,711415,0,3,False
09-09-2025,west bengal,jalpaiguri,735136,0,4,False
09-09-2025,west bengal,jalpaiguri,735140,3,20,False
09-09-2025,west bengal,jalpaiguri,735307,0,6,False
09-09-2025,west bengal,jhargram,721254,0,1,False
09-09-2025,west bengal,malda,732212,0,6,False
09-09-2025,west bengal,murshidabad,742157,1,65,False
