,date,state,district,pincode,age_0_5,age_5_17,age_18_greater
2444,31-12-2025,bihar,saran,841222,2,15,0
2445,31-12-2025,bihar,saran,841311,1,24,0
2446,31-12-2025,bihar,saran,841312,0,3,0
2447,31-12-2025,bihar,saran,841313,3,6,1
2448,31-12-2025,bihar,saran,841410,6,21,0
2449,31-12-2025,bihar,saran,841415,2,26,0
2450,31-12-2025,bihar,saran,841421,1,6,0
2451,31-12-2025,bihar,saran,841442,13,11,0
2452,31-12-2025,bihar,sheikhpura,811101,5,13,0
2453,31-12-2025,bihar,sheikhpura,811107,2,9,0
2454,31-12-2025,bihar,sheikhpura,811304,1,16,0
2455,31-12-2025,bihar,sheohar,843128,3,13,0
2456,31-12-2025,bihar,sheohar,843325,4,2,0
2457,31-12-2025,bihar,sitamarhi,843323,12,10,0
2458,31-12-2025,bihar,sitamarhi,843325,11,6,0
2459,31-12-2025,bihar,sitamarhi,843351,2,2,2
2460,31-12-2025,bihar,siwan,841210,3,6,0
2461,31-12-2025,bihar,siwan,841232,1,11,0
2462,31-12-2025,bihar,siwan,841240,3,8,0
2463,31-12-2025,bihar,siwan,841243,2,11,0
2464,31-12-2025,bihar,siwan,841287,0,3,0
2465,31-12-2025,bihar,siwan,841439,5,26,0
2466,31-12-2025,bihar,siwan,841502,1,2,0
2467,31-12-2025,bihar,supaul,852108,0,9,0
2468,31-12-2025,bihar,supaul,852111,10,19,0
2469,31-12-2025,bihar,supaul,852125,5,19,1
2470,31-12-2025,bihar,supaul,852131,15,19,0
2471,31-12-2025,bihar,supaul,852215,7,18,0
2472,31-12-2025,bihar,supaul,854339,17,27,0
2473,31-12-2025,bihar,vaishali,844102,8,34,1
2474,31-12-2025,bihar,vaishali,844116,3,6,0
2475,31-12-2025,bihar,vaishali,844119,4,4,0
2476,31-12-2025,bihar,vaishali,844122,13,47,1
2477,31-12-2025,bihar,vaishali,844125,1,16,0
2478,31-12-2025,bihar,vaishali,844131,0,1,0
2479,31-12-2025,bihar,vaishali,844134,2,0,0
2480,31-12-2025,bihar,vaishali,844504,15,26,1
2481,31-12-2025,bihar,vaishali,844509,1,2,0
2482,31-12-2025,chandigarh,chandigarh,160023,3,0,0
2483,31-12-2025,chandigarh,chandigarh,160102,6,0,0
2484,31-12-2025,chhattisgarh,balod,491223,9,1,0
2485,31-12-2025,chhattisgarh,balod,491227,7,2,0
2486,31-12-2025,chhattisgarh,balod,491665,1,0,0
2487,31-12-2025,chhattisgarh,bastar,494005,11,3,0
2488,31-12-2025,chhattisgarh,bastar,494010,73,24,0
2489,31-12-2025,chhattisgarh,bastar,494221,8,9,0
2490,31-12-2025,chhattisgarh,bastar,494222,52,11,0
2491,31-12-2025,chhattisgarh,bastar,494224,44,15,0
2492,31-12-2025,chhattisgarh,bastar,494442,57,43,0
2493,31-12-2025,chhattisgarh,bemetara,491888,1,0,0
2494,31-12-2025,chhattisgarh,bijapur,494441,3,1,0
2495,31-12-2025,chhattisgarh,bijapur,494446,8,4,0
2496,31-12-2025,chhattisgarh,bilaspur,495004,3,1,0
2497,31-12-2025,chhattisgarh,bilaspur,495113,6,1,0
2498,31-12-2025,chhattisgarh,bilaspur,495550,5,1,0
2499,31-12-2025,chhattisgarh,bilaspur,495555,2,2,0
2500,31-12-2025,chhattisgarh,dakshin bastar dantewada,494111,5,1,0
2501,31-12-2025,chhattisgarh,dakshin bastar dantewada,494449,19,5,0
2502,31-12-2025,chhattisgarh,dhamtari,493776,0,1,0
2503,31-12-2025,chhattisgarh,dhamtari,493885,1,0,0
2504,31-12-2025,chhattisgarh,durg,490001,3,3,0
2505,31-12-2025,chhattisgarh,durg,490006,7,3,0
2506,31-12-2025,chhattisgarh,durg,490021,4,1,0
2507,31-12-2025,chhattisgarh,durg,490022,1,0,0
2508,31-12-2025,chhattisgarh,durg,490036,0,1,0
2509,31-12-2025,chhattisgarh,durg,491001,31,0,0
2510,31-12-2025,chhattisgarh,durg,491223,1,0,0
2511,31-12-2025,chhattisgarh,janjgir-champa,495553,3,0,0
2512,31-12-2025,chhattisgarh,janjgir-champa,495557,9,0,0
2513,31-12-2025,chhattisgarh,janjgir-champa,495690,4,2,0
2514,31-12-2025,chhattisgarh,janjgir-champa,495692,4,3,0
2515,31-12-2025,chhattisgarh,jashpur,496227,2,2,0
2516,31-12-2025,chhattisgarh,jashpur,496242,1,0,0
2517,31-12-2025,chhattisgarh,jashpur,496336,6,13,0
2518,31-12-2025,chhattisgarh,jashpur,496338,1,1,0
2519,31-12-2025,chhattisgarh,kabeerdham,491995,14,4,0
2520,31-12-2025,chhattisgarh,kondagaon,494226,102,88,0
2521,31-12-2025,chhattisgarh,kondagaon,494334,1,0,0
2522,31-12-2025,chhattisgarh,kondagaon,494347,5,1,0
2523,31-12-2025,chhattisgarh,korba,495449,4,2,0
2524,31-12-2025,chhattisgarh,korba,495450,3,1,0
2525,31-12-2025,chhattisgarh,korba,495674,10,1,0
2526,31-12-2025,chhattisgarh,mahasamund,493445,12,3,0
2527,31-12-2025,chhattisgarh,mungeli,495113,1,0,0
2528,31-12-2025,chhattisgarh,narayanpur,494661,11,22,0
2529,31-12-2025,chhattisgarh,raigarh,496001,9,3,0
2530,31-12-2025,chhattisgarh,raigarh,496551,4,0,0
2531,31-12-2025,chhattisgarh,raipur,492009,6,0,0
2532,31-12-2025,chhattisgarh,raipur,492012,2,0,0
2533,31-12-2025,chhattisgarh,raipur,493221,8,2,0
2534,31-12-2025,chhattisgarh,raipur,493441,14,1,0
2535,31-12-2025,chhattisgarh,rajnandgaon,491557,13,2,0
2536,31-12-2025,chhattisgarh,rajnandgaon,491661,15,1,0
2537,31-12-2025,chhattisgarh,rajnandgaon,491888,9,2,0
2538,31-12-2025,chhattisgarh,sarangarh-bilaigarh,493222,2,2,0
2539,31-12-2025,chhattisgarh,sarangarh-bilaigarh,493559,2,1,0
2540,31-12-2025,chhattisgarh,sukma,494114,2,7,0
2541,31-12-2025,chhattisgarh,surajpur,497001,3,2,0
2542,31-12-2025,chhattisgarh,surajpur,497229,2,4,1
2543,31-12-2025,chhattisgarh,surajpur,497231,4,15,0
2544,31-12-2025,chhattisgarh,surguja,497225,3,2,0
2545,31-12-2025,chhattisgarh,uttar bastar kanker,494771,3,1,0
2546,31-12-2025,dadra and nagar haveli and daman and diu,daman,396215,0,1,0
2547,31-12-2025,delhi,north east,110094,14,12,0
2548,31-12-2025,delhi,shahdara,110093,5,4,0
2549,31-12-2025,goa,north goa,403006,1,0,0
2550,31-12-2025,goa,north goa,403105,2,0,0
2551,31-12-2025,goa,north goa,403505,3,0,0
2552,31-12-2025,goa,north goa,403507,2,2,0
2553,31-12-2025,goa,north goa,403511,1,0,0
2554,31-12-2025,goa,south goa,403601,2,0,0
2555,31-12-2025,goa,south goa,403602,1,0,0
2556,31-12-2025,goa,south goa,403719,1,0,0
2557,31-12-2025,gujarat,ahmedabad,380007,3,1,2
2558,31-12-2025,gujarat,ahmedabad,380022,2,1,0
2559,31-12-2025,gujarat,ahmedabad,380026,5,8,0
2560,31-12-2025,gujarat,ahmedabad,380028,12,6,0
2561,31-12-2025,gujarat,ahmedabad,382110,5,7,0
2562,31-12-2025,gujarat,ahmedabad,382120,3,1,0
2563,31-12-2025,gujarat,ahmedabad,382145,2,0,0
2564,31-12-2025,gujarat,ahmedabad,382150,1,10,0
2565,31-12-2025,gujarat,ahmedabad,382213,3,1,0
2566,31-12-2025,gujarat,ahmedabad,382245,0,1,0
2567,31-12-2025,gujarat,ahmedabad,382265,1,1,0
2568,31-12-2025,gujarat,ahmedabad,382330,7,6,1
2569,31-12-2025,gujarat,ahmedabad,382415,7,9,0
2570,31-12-2025,gujarat,ahmedabad,382445,2,2,3
2571,31-12-2025,gujarat,ahmedabad,382460,4,0,0
2572,31-12-2025,gujarat,ahmedabad,382470,1,3,0
2573,31-12-2025,gujarat,ahmedabad,382480,3,2,1
2574,31-12-2025,gujarat,ahmedabad,387810,7,2,0
2575,31-12-2025,gujarat,amreli,364525,1,0,0
2576,31-12-2025,gujarat,amreli,365410,1,0,0
2577,31-12-2025,gujarat,amreli,365560,4,3,0
2578,31-12-2025,gujarat,amreli,365601,5,1,0
2579,31-12-2025,gujarat,amreli,365610,1,0,0
2580,31-12-2025,gujarat,amreli,365650,2,4,0
2581,31-12-2025,gujarat,anand,387240,2,0,0
2582,31-12-2025,gujarat,anand,387380,2,0,0
2583,31-12-2025,gujarat,anand,388180,2,0,1
2584,31-12-2025,gujarat,anand,388355,0,0,1
2585,31-12-2025,gujarat,anand,388360,2,0,0
2586,31-12-2025,gujarat,anand,388365,0,2,0
2587,31-12-2025,gujarat,anand,388450,4,0,0
2588,31-12-2025,gujarat,anand,388520,1,0,0
2589,31-12-2025,gujarat,arvalli,383245,6,0,0
2590,31-12-2025,gujarat,arvalli,383246,2,0,0
2591,31-12-2025,gujarat,arvalli,383310,2,2,0
2592,31-12-2025,gujarat,arvalli,383320,1,0,0
2593,31-12-2025,gujarat,bharuch,392011,2,0,0
2594,31-12-2025,gujarat,bharuch,392040,1,0,0
2595,31-12-2025,gujarat,bharuch,392180,2,0,0
2596,31-12-2025,gujarat,bharuch,392230,1,0,0
2597,31-12-2025,gujarat,bharuch,393001,10,19,0
2598,31-12-2025,gujarat,bhavnagar,364003,1,1,0
2599,31-12-2025,gujarat,bhavnagar,364145,1,1,0
2600,31-12-2025,gujarat,bhavnagar,364260,3,1,0
2601,31-12-2025,gujarat,bhavnagar,364290,9,3,1
2602,31-12-2025,gujarat,bhavnagar,364710,1,2,0
2603,31-12-2025,gujarat,bhavnagar,364750,0,1,0
2604,31-12-2025,gujarat,botad,364750,2,0,0
2605,31-12-2025,gujarat,botad,382245,3,2,0
2606,31-12-2025,gujarat,chhotaudepur,391110,1,0,0
2607,31-12-2025,gujarat,chhotaudepur,391165,5,5,0
2608,31-12-2025,gujarat,chhotaudepur,391168,3,0,0
2609,31-12-2025,gujarat,chhotaudepur,391170,1,1,0
2610,31-12-2025,gujarat,dahod,389130,1,2,0
2611,31-12-2025,gujarat,dahod,389152,2,2,0
2612,31-12-2025,gujarat,dahod,389180,1,13,0
2613,31-12-2025,gujarat,devbhumi dwarka,361306,1,0,2
2614,31-12-2025,gujarat,gandhinagar,382028,3,1,0
2615,31-12-2025,gujarat,gandhinagar,382042,1,0,0
2616,31-12-2025,gujarat,gandhinagar,382355,2,0,0
2617,31-12-2025,gujarat,gandhinagar,382428,2,0,0
2618,31-12-2025,gujarat,gandhinagar,382855,0,1,0
2619,31-12-2025,gujarat,gir somnath,362265,2,0,0
2620,31-12-2025,gujarat,gir somnath,362266,1,0,0
2621,31-12-2025,gujarat,gir somnath,362275,2,0,0
2622,31-12-2025,gujarat,gir somnath,362510,4,1,0
2623,31-12-2025,gujarat,gir somnath,362530,1,0,0
2624,31-12-2025,gujarat,jamnagar,361001,8,4,0
2625,31-12-2025,gujarat,jamnagar,361002,4,2,0
2626,31-12-2025,gujarat,jamnagar,361007,5,0,0
2627,31-12-2025,gujarat,jamnagar,361010,2,0,0
2628,31-12-2025,gujarat,jamnagar,361011,1,0,0
2629,31-12-2025,gujarat,jamnagar,361120,5,1,0
2630,31-12-2025,gujarat,jamnagar,361170,3,2,0
2631,31-12-2025,gujarat,jamnagar,361210,2,2,1
2632,31-12-2025,gujarat,jamnagar,361280,0,2,0
2633,31-12-2025,gujarat,jamnagar,361305,2,0,0
2634,31-12-2025,gujarat,junagadh,362135,0,1,0
2635,31-12-2025,gujarat,junagadh,362140,1,0,0
2636,31-12-2025,gujarat,junagadh,362205,1,0,0
2637,31-12-2025,gujarat,junagadh,362245,7,0,0
2638,31-12-2025,gujarat,junagadh,362610,0,1,0
2639,31-12-2025,gujarat,junagadh,362620,1,0,0
2640,31-12-2025,gujarat,junagadh,362720,9,1,0
2641,31-12-2025,gujarat,kachchh,370001,5,10,0
2642,31-12-2025,gujarat,kachchh,370040,0,2,0
2643,31-12-2025,gujarat,kachchh,370155,1,12,0
2644,31-12-2025,gujarat,kachchh,370465,3,0,0
2645,31-12-2025,gujarat,kachchh,370490,1,1,0
2646,31-12-2025,gujarat,kachchh,370655,1,1,0
2647,31-12-2025,gujarat,kheda,387002,0,1,0
2648,31-12-2025,gujarat,kheda,387110,0,1,0
2649,31-12-2025,gujarat,kheda,387230,1,0,0
2650,31-12-2025,gujarat,kheda,387325,1,2,0
2651,31-12-2025,gujarat,kheda,387335,3,0,0
2652,31-12-2025,gujarat,kheda,387340,2,0,0
2653,31-12-2025,gujarat,kheda,387370,1,0,0
2654,31-12-2025,gujarat,kheda,387560,2,0,0
2655,31-12-2025,gujarat,kheda,387620,4,10,0
2656,31-12-2025,gujarat,kheda,387710,0,2,0
2657,31-12-2025,gujarat,kheda,388215,1,0,0
2658,31-12-2025,gujarat,kheda,388255,0,2,0
2659,31-12-2025,gujarat,mahesana,382730,2,1,0
2660,31-12-2025,gujarat,mahesana,382815,1,0,0
2661,31-12-2025,gujarat,mahesana,384210,3,0,0
2662,31-12-2025,gujarat,mahesana,384315,2,1,0
2663,31-12-2025,gujarat,mahesana,384350,3,0,0
2664,31-12-2025,gujarat,mahisagar,388265,0,1,0
2665,31-12-2025,gujarat,morbi,363330,1,3,0
2666,31-12-2025,gujarat,morbi,363351,3,0,0
2667,31-12-2025,gujarat,morbi,363670,0,5,0
2668,31-12-2025,gujarat,navsari,396445,6,1,0
2669,31-12-2025,gujarat,navsari,396580,5,0,0
2670,31-12-2025,gujarat,patan,384221,0,0,1
2671,31-12-2025,gujarat,patan,384225,1,0,0
2672,31-12-2025,gujarat,patan,384240,1,0,0
2673,31-12-2025,gujarat,patan,384241,3,1,0
2674,31-12-2025,gujarat,rajkot,360001,7,5,0
2675,31-12-2025,gujarat,rajkot,360006,3,2,0
2676,31-12-2025,gujarat,rajkot,360007,1,6,0
2677,31-12-2025,gujarat,rajkot,360023,2,1,0
2678,31-12-2025,gujarat,rajkot,360030,1,0,0
2679,31-12-2025,gujarat,rajkot,360410,3,1,0
2680,31-12-2025,gujarat,rajkot,360450,1,0,0
2681,31-12-2025,gujarat,rajkot,363621,2,1,0
2682,31-12-2025,gujarat,rajkot,363650,1,1,0
2683,31-12-2025,gujarat,rajkot,363660,1,1,0
2684,31-12-2025,gujarat,sabar kantha,383307,0,1,0
2685,31-12-2025,gujarat,surat,394105,1,0,0
2686,31-12-2025,gujarat,surat,394163,2,0,0
2687,31-12-2025,gujarat,surat,394230,0,6,0
2688,31-12-2025,gujarat,surat,394250,2,0,0
2689,31-12-2025,gujarat,surat,394326,1,2,0
2690,31-12-2025,gujarat,surat,394410,1,0,0
2691,31-12-2025,gujarat,surat,394520,3,1,0
2692,31-12-2025,gujarat,surat,394620,1,0,0
2693,31-12-2025,gujarat,surat,395003,7,6,0
2694,31-12-2025,gujarat,surat,395004,12,11,2
2695,31-12-2025,gujarat,surat,395009,5,2,0
2696,31-12-2025,gujarat,surendranagar,363510,0,1,0
2697,31-12-2025,gujarat,tapi,394340,0,0,1
2698,31-12-2025,gujarat,tapi,394650,2,0,0
2699,31-12-2025,gujarat,tapi,394730,1,0,0
2700,31-12-2025,gujarat,vadodara,390006,2,2,0
2701,31-12-2025,gujarat,vadodara,390008,1,0,0
2702,31-12-2025,gujarat,vadodara,390019,7,8,0
2703,31-12-2025,gujarat,vadodara,390022,1,2,0
2704,31-12-2025,gujarat,vadodara,390023,1,1,0
2705,31-12-2025,gujarat,vadodara,390024,0,1,0
2706,31-12-2025,gujarat,vadodara,391105,2,0,0
2707,31-12-2025,gujarat,vadodara,391120,1,0,0
2708,31-12-2025,gujarat,vadodara,391152,0,1,0
2709,31-12-2025,gujarat,vadodara,391165,2,6,0
2710,31-12-2025,gujarat,vadodara,391168,0,1,0
2711,31-12-2025,gujarat,vadodara,391170,2,0,0
2712,31-12-2025,gujarat,vadodara,391250,1,1,0
2713,31-12-2025,gujarat,vadodara,391320,1,0,0
2714,31-12-2025,gujarat,vadodara,391440,3,2,0
2715,31-12-2025,gujarat,vadodara,391780,0,1,0
2716,31-12-2025,gujarat,vadodara,392220,1,1,0
2717,31-12-2025,gujarat,valsad,396001,6,4,0
2718,31-12-2025,gujarat,valsad,396020,2,0,0
2719,31-12-2025,gujarat,valsad,396045,1,0,0
2720,31-12-2025,gujarat,valsad,396180,1,0,0
2721,31-12-2025,haryana,ambala,133001,8,1,0
2722,31-12-2025,haryana,ambala,133102,1,0,0
2723,31-12-2025,haryana,ambala,133203,2,0,0
2724,31-12-2025,haryana,bhiwani,127026,1,0,0
2725,31-12-2025,haryana,bhiwani,127030,7,1,0
2726,31-12-2025,haryana,bhiwani,127042,1,0,0
2727,31-12-2025,haryana,bhiwani,127110,1,0,0
2728,31-12-2025,haryana,bhiwani,127114,1,0,0
2729,31-12-2025,haryana,bhiwani,127306,6,1,0
2730,31-12-2025,haryana,bhiwani,127309,5,0,0
2731,31-12-2025,haryana,charkhi dadri,127306,5,0,0
2732,31-12-2025,haryana,fatehabad,125051,15,1,0
2733,31-12-2025,haryana,fatehabad,125113,1,0,0
2734,31-12-2025,haryana,fatehabad,125120,8,1,0
2735,31-12-2025,haryana,hisar,125004,1,0,0
2736,31-12-2025,haryana,hisar,125005,3,0,0
2737,31-12-2025,haryana,hisar,125033,16,0,0
2738,31-12-2025,haryana,hisar,125037,1,0,0
2739,31-12-2025,haryana,hisar,125049,4,0,0
2740,31-12-2025,haryana,jhajjar,124109,3,0,0
2741,31-12-2025,haryana,jind,126102,11,1,0
2742,31-12-2025,haryana,jind,126113,4,0,0
2743,31-12-2025,haryana,jind,126125,3,0,0
2744,31-12-2025,haryana,kaithal,136027,11,0,0
2745,31-12-2025,haryana,kaithal,136034,1,0,0
2746,31-12-2025,haryana,kaithal,136035,3,0,0
2747,31-12-2025,haryana,karnal,132022,2,0,0
2748,31-12-2025,haryana,karnal,132114,9,1,0
2749,31-12-2025,haryana,kurukshetra,136129,2,0,0
2750,31-12-2025,haryana,kurukshetra,136131,1,2,0
2751,31-12-2025,haryana,kurukshetra,136135,7,0,0
2752,31-12-2025,haryana,mahendragarh,123028,5,1,0
2753,31-12-2025,haryana,mahendragarh,123029,9,0,0
2754,31-12-2025,haryana,palwal,121105,17,4,0
2755,31-12-2025,haryana,panchkula,134109,1,1,0
2756,31-12-2025,haryana,panipat,132102,0,1,0
2757,31-12-2025,haryana,rewari,123302,3,0,0
2758,31-12-2025,haryana,rohtak,124001,23,6,0
2759,31-12-2025,haryana,rohtak,124112,6,0,0
2760,31-12-2025,haryana,rohtak,124201,1,0,0
2761,31-12-2025,haryana,rohtak,124401,2,0,0
2762,31-12-2025,haryana,rohtak,124514,4,0,0
2763,31-12-2025,haryana,sonipat,131021,6,2,0
2764,31-12-2025,haryana,sonipat,131028,3,0,0
2765,31-12-2025,haryana,sonipat,131103,2,0,0
2766,31-12-2025,haryana,sonipat,131403,1,0,0
2767,31-12-2025,haryana,yamunanagar,135002,1,1,0
2768,31-12-2025,himachal pradesh,bilaspur,174021,2,0,0
2769,31-12-2025,himachal pradesh,bilaspur,174026,2,0,0
2770,31-12-2025,himachal pradesh,chamba,176301,1,0,0
2771,31-12-2025,himachal pradesh,chamba,176304,1,0,0
2772,31-12-2025,himachal pradesh,chamba,176306,2,0,0
2773,31-12-2025,himachal pradesh,chamba,176308,1,1,0
2774,31-12-2025,himachal pradesh,chamba,176309,2,0,0
2775,31-12-2025,himachal pradesh,chamba,176310,4,0,0
2776,31-12-2025,himachal pradesh,chamba,176311,8,1,0
2777,31-12-2025,himachal pradesh,chamba,176320,10,0,0
2778,31-12-2025,himachal pradesh,chamba,176325,1,2,0
2779,31-12-2025,himachal pradesh,hamirpur,174305,1,0,0
2780,31-12-2025,himachal pradesh,hamirpur,177028,1,0,0
2781,31-12-2025,himachal pradesh,kangra,176047,4,0,0
2782,31-12-2025,himachal pradesh,kangra,176081,1,0,0
2783,31-12-2025,himachal pradesh,kangra,176103,1,0,0
2784,31-12-2025,himachal pradesh,kangra,176115,1,0,0
2785,31-12-2025,himachal pradesh,kangra,176203,3,0,0
2786,31-12-2025,himachal pradesh,kangra,176218,1,0,0
2787,31-12-2025,himachal pradesh,kangra,177113,1,0,0
2788,31-12-2025,himachal pradesh,kangra,177117,2,0,0
2789,31-12-2025,himachal pradesh,kinnaur,172115,2,0,0
2790,31-12-2025,himachal pradesh,kullu,175126,2,0,0
2791,31-12-2025,himachal pradesh,kullu,175141,1,0,0
2792,31-12-2025,himachal pradesh,mandi,175001,3,0,0
2793,31-12-2025,himachal pradesh,mandi,175026,1,0,0
2794,31-12-2025,himachal pradesh,mandi,175032,3,0,0
2795,31-12-2025,himachal pradesh,mandi,175046,1,0,0
2796,31-12-2025,himachal pradesh,mandi,175050,1,0,0
2797,31-12-2025,himachal pradesh,mandi,176120,3,0,0
2798,31-12-2025,himachal pradesh,shimla,171012,1,0,0
2799,31-12-2025,himachal pradesh,shimla,171205,0,1,0
2800,31-12-2025,himachal pradesh,shimla,171213,1,0,0
2801,31-12-2025,himachal pradesh,shimla,171214,3,0,0
2802,31-12-2025,himachal pradesh,shimla,172101,1,0,0
2803,31-12-2025,himachal pradesh,solan,173205,6,0,0
2804,31-12-2025,himachal pradesh,solan,173221,2,0,0
2805,31-12-2025,himachal pradesh,una,174303,4,2,0
2806,31-12-2025,himachal pradesh,una,174307,1,0,0
2807,31-12-2025,himachal pradesh,una,174308,1,0,0
2808,31-12-2025,himachal pradesh,una,174314,1,0,0
2809,31-12-2025,himachal pradesh,una,174315,1,0,0
2810,31-12-2025,himachal pradesh,una,177109,1,0,0
2811,31-12-2025,himachal pradesh,una,177208,1,0,0
2812,31-12-2025,jammu and kashmir,anantnag,192201,11,3,0
2813,31-12-2025,jammu and kashmir,anantnag,192211,2,3,0
2814,31-12-2025,jammu and kashmir,anantnag,192231,3,3,0
2815,31-12-2025,jammu and kashmir,budgam,190018,5,0,0
2816,31-12-2025,jammu and kashmir,doda,182147,2,2,0
2817,31-12-2025,jammu and kashmir,jammu,180020,0,1,0
2818,31-12-2025,jammu and kashmir,jammu,181132,2,1,0
2819,31-12-2025,jammu and kashmir,jammu,181201,3,5,0
2820,31-12-2025,jammu and kashmir,jammu,181204,2,0,0
2821,31-12-2025,jammu and kashmir,kathua,184102,1,0,0
2822,31-12-2025,jammu and kashmir,kathua,184143,5,2,0
2823,31-12-2025,jammu and kashmir,kathua,184148,2,2,0
2824,31-12-2025,jammu and kashmir,kathua,184201,4,0,0
2825,31-12-2025,jammu and kashmir,kathua,184202,2,0,0
2826,31-12-2025,jammu and kashmir,kathua,184204,5,1,0
2827,31-12-2025,jammu and kashmir,kupwara,193303,5,0,0
2828,31-12-2025,jammu and kashmir,pulwama,192122,3,1,0
2829,31-12-2025,jammu and kashmir,pulwama,192304,1,0,0
2830,31-12-2025,jammu and kashmir,rajouri,185135,1,3,0
2831,31-12-2025,jammu and kashmir,rajouri,185155,2,1,0
2832,31-12-2025,jammu and kashmir,ramban,182143,1,2,0
2833,31-12-2025,jammu and kashmir,samba,181133,1,1,0
2834,31-12-2025,jammu and kashmir,srinagar,190020,1,0,0
2835,31-12-2025,jammu and kashmir,srinagar,191101,3,1,0
2836,31-12-2025,jammu and kashmir,srinagar,191121,3,0,0
2837,31-12-2025,jammu and kashmir,srinagar,191131,1,1,0
2838,31-12-2025,jammu and kashmir,udhampur,182101,7,2,0
2839,31-12-2025,jammu and kashmir,udhampur,182121,2,3,0
2840,31-12-2025,jammu and kashmir,udhampur,182122,8,3,0
2841,31-12-2025,jammu and kashmir,udhampur,182126,1,0,0
2842,31-12-2025,jammu and kashmir,udhampur,182301,1,1,0
2843,31-12-2025,jammu and kashmir,udhampur,184205,2,2,0
2844,31-12-2025,jharkhand,bokaro,827001,1,4,0
2845,31-12-2025,jharkhand,bokaro,827014,0,2,0
2846,31-12-2025,jharkhand,bokaro,828134,14,10,0
2847,31-12-2025,jharkhand,bokaro,828303,1,6,0
2848,31-12-2025,jharkhand,bokaro,828404,0,3,0
2849,31-12-2025,jharkhand,bokaro,829112,0,9,0
2850,31-12-2025,jharkhand,bokaro,829114,0,6,0
2851,31-12-2025,jharkhand,bokaro,829128,1,1,0
2852,31-12-2025,jharkhand,chatra,825321,9,13,0
2853,31-12-2025,jharkhand,deoghar,814120,7,10,0
2854,31-12-2025,jharkhand,deoghar,815352,0,1,0
2855,31-12-2025,jharkhand,deoghar,815353,36,53,1
2856,31-12-2025,jharkhand,dhanbad,826004,7,7,2
2857,31-12-2025,jharkhand,dhanbad,828110,0,1,0
2858,31-12-2025,jharkhand,dhanbad,828113,5,4,0
2859,31-12-2025,jharkhand,dhanbad,828122,1,4,0
2860,31-12-2025,jharkhand,dhanbad,828125,0,1,0
2861,31-12-2025,jharkhand,dhanbad,828129,0,0,1
2862,31-12-2025,jharkhand,dhanbad,828131,0,1,0
2863,31-12-2025,jharkhand,dhanbad,828133,0,1,0
2864,31-12-2025,jharkhand,dhanbad,828201,4,11,0
2865,31-12-2025,jharkhand,dhanbad,828205,11,14,0
2866,31-12-2025,jharkhand,dhanbad,828207,0,1,0
2867,31-12-2025,jharkhand,dhanbad,828301,0,4,0
2868,31-12-2025,jharkhand,dhanbad,828305,2,2,0
2869,31-12-2025,jharkhand,dhanbad,828306,2,5,0
2870,31-12-2025,jharkhand,dhanbad,828401,3,3,0
2871,31-12-2025,jharkhand,dumka,814102,3,12,0
2872,31-12-2025,jharkhand,dumka,814103,3,14,0
2873,31-12-2025,jharkhand,dumka,814110,2,13,0
2874,31-12-2025,jharkhand,dumka,814144,0,6,0
2875,31-12-2025,jharkhand,dumka,814145,5,19,0
2876,31-12-2025,jharkhand,dumka,814148,0,4,0
2877,31-12-2025,jharkhand,dumka,814151,3,19,0
2878,31-12-2025,jharkhand,dumka,816118,2,11,0
2879,31-12-2025,jharkhand,east singhbhum,831003,2,1,0
2880,31-12-2025,jharkhand,east singhbhum,831004,1,4,0
2881,31-12-2025,jharkhand,east singhbhum,832105,30,5,0
2882,31-12-2025,jharkhand,garhwa,822115,1,0,0
2883,31-12-2025,jharkhand,garhwa,822121,8,16,0
2884,31-12-2025,jharkhand,giridih,815301,6,15,0
2885,31-12-2025,jharkhand,giridih,815314,11,18,0
2886,31-12-2025,jharkhand,giridih,815315,6,7,0
2887,31-12-2025,jharkhand,giridih,815317,14,9,0
2888,31-12-2025,jharkhand,giridih,825320,14,20,0
2889,31-12-2025,jharkhand,giridih,825412,23,35,0
2890,31-12-2025,jharkhand,giridih,825418,12,11,0
2891,31-12-2025,jharkhand,godda,814153,7,8,1
2892,31-12-2025,jharkhand,gumla,835201,1,0,0
2893,31-12-2025,jharkhand,gumla,835207,13,14,0
2894,31-12-2025,jharkhand,gumla,835208,8,27,0
2895,31-12-2025,jharkhand,gumla,835230,2,4,0
2896,31-12-2025,jharkhand,hazaribagh,825313,7,2,0
2897,31-12-2025,jharkhand,hazaribagh,825336,1,0,0
2898,31-12-2025,jharkhand,hazaribagh,825402,15,6,0
2899,31-12-2025,jharkhand,hazaribagh,829129,2,3,0
2900,31-12-2025,jharkhand,jamtara,814166,2,5,0
2901,31-12-2025,jharkhand,latehar,822111,2,10,0
2902,31-12-2025,jharkhand,latehar,822119,6,5,0
2903,31-12-2025,jharkhand,pakur,816105,2,2,0
2904,31-12-2025,jharkhand,palamu,822110,15,8,0
2905,31-12-2025,jharkhand,palamu,822124,19,13,0
2906,31-12-2025,jharkhand,palamu,822125,1,0,0
2907,31-12-2025,jharkhand,palamu,822131,4,6,0
2908,31-12-2025,jharkhand,palamu,822132,2,1,0
2909,31-12-2025,jharkhand,ramgarh,825314,0,5,0
2910,31-12-2025,jharkhand,ramgarh,825325,1,1,0
2911,31-12-2025,jharkhand,ramgarh,829122,2,6,0
