date,state,district,pincode,age_0_5,age_5_17,age_18_greater
21-10-2025,tamil nadu,viluppuram,606207,0,1,0
21-10-2025,uttar pradesh,firozabad,224123,0,1,0
21-10-2025,uttar pradesh,mahrajganj,273157,0,3,0
21-10-2025,west bengal,malda,732103,1,0,0
21-10-2025,west bengal,malda,732201,1,0,0
21-10-2025,west bengal,purulia,723101,0,1,0
21-10-2025,west bengal,purulia,723128,1,0,0
21-10-2025,west bengal,purulia,723145,1,0,0
21-10-2025,bihar,purbi champaran,845305,0,1,0
21-10-2025,gujarat,banas kantha,385555,1,0,0
21-10-2025,gujarat,banas kantha,385565,1,1,0
21-10-2025,jammu and kashmir,baramulla,193201,1,0,0
21-10-2025,jharkhand,palamu,822116,1,0,0
21-10-2025,karnataka,bagalkote,587102,1,0,0
21-10-2025,karnataka,chamarajanagar,571441,1,0,0
21-10-2025,karnataka,chikkamagaluru,577548,1,0,0
21-10-2025,karnataka,chikkaballapura,561208,1,0,0
21-10-2025,karnataka,davanagere,577006,0,1,0
21-10-2025,karnataka,tumakuru,572102,1,0,0
21-10-2025,karnataka,tumakuru,572117,1,0,0
21-10-2025,karnataka,tumakuru,572128,1,0,0
21-10-2025,odisha,bargarh,768108,2,1,0
21-10-2025,odisha,jajpur,755013,1,0,0
21-10-2025,odisha,keonjhar,758014,0,1,0
21-10-2025,odisha,khordha,752101,0,1,0
21-10-2025,odisha,sundargarh,769004,1,0,0
21-10-2025,rajasthan,jhunjhunu,333514,1,0,0
21-10-2025,tamil nadu,kanniyakumari,629002,0,1,0
21-10-2025,tamil nadu,tirupathur,635651,1,0,0
21-10-2025,tamil nadu,thiruvallur,600062,2,0,0
21-10-2025,tamil nadu,thiruvallur,600095,0,1,0
21-10-2025,tamil nadu,thiruvallur,600116,1,0,0
21-10-2025,tamil nadu,thiruvallur,602024,1,0,0
21-10-2025,tamil nadu,thiruvallur,631201,1,0,0
21-10-2025,tamil nadu,thiruvallur,631301,1,0,0
21-10-2025,tamil nadu,viluppuram,605602,2,0,0
21-10-2025,tamil nadu,viluppuram,606301,1,0,0
21-10-2025,uttar pradesh,mahrajganj,273163,0,1,0
21-10-2025,uttar pradesh,mahrajganj,273304,0,0,1
21-10-2025,west bengal,malda,732121,1,0,0
21-10-2025,west bengal,malda,732204,1,0,0
21-10-2025,west bengal,malda,732205,1,0,0
21-10-2025,west bengal,purulia,723126,2,0,0
21-10-2025,west bengal,purulia,723130,1,0,0
21-10-2025,west bengal,purulia,723133,1,1,0
21-10-2025,west bengal,purulia,723213,2,0,0
21-10-2025,andhra pradesh,ananthapuramu,515201,1,0,0
21-10-2025,gujarat,ahmedabad,380051,2,0,0
21-10-2025,gujarat,banas kantha,385210,1,0,0
21-10-2025,gujarat,banas kantha,385330,0,1,0
21-10-2025,gujarat,banas kantha,385421,1,0,0
21-10-2025,gujarat,banas kantha,385535,4,0,0
21-10-2025,gujarat,banas kantha,385550,2,0,0
21-10-2025,jammu and kashmir,baramulla,193303,2,0,0
21-10-2025,jammu and kashmir,shopian,192303,1,0,0
21-10-2025,karnataka,chamarajanagar,571123,1,0,0
21-10-2025,karnataka,chamarajanagar,571444,2,0,0
21-10-2025,karnataka,chikkamagaluru,577123,1,0,0
21-10-2025,karnataka,chikkaballapura,561207,1,0,0
21-10-2025,karnataka,chikkaballapura,562101,1,1,0
21-10-2025,karnataka,chikkaballapura,562102,1,0,0
21-10-2025,karnataka,davanagere,577002,1,0,0
21-10-2025,karnataka,davanagere,577004,1,0,0
21-10-2025,karnataka,davanagere,577230,1,0,0
21-10-2025,karnataka,shivamogga,577414,1,0,0
21-10-2025,karnataka,shivamogga,577418,1,0,0
21-10-2025,karnataka,tumakuru,572118,1,0,0
21-10-2025,karnataka,tumakuru,572127,1,0,0
21-10-2025,madhya pradesh,ashoknagar,473331,1,0,0
21-10-2025,madhya pradesh,harda,461441,1,0,0
21-10-2025,madhya pradesh,narsimhapur,487555,1,0,0
21-10-2025,maharashtra,mumbai suburban,400066,1,0,0
21-10-2025,odisha,jajpur,755027,0,1,0
21-10-2025,odisha,keonjhar,758022,1,0,0
21-10-2025,odisha,khordha,752020,2,0,0
21-10-2025,rajasthan,jalore,307803,1,0,0
21-10-2025,rajasthan,jhunjhunu,333026,1,0,0
21-10-2025,tamil nadu,kancheepuram,600073,0,1,0
21-10-2025,tamil nadu,thiruvallur,600057,1,0,0
21-10-2025,tamil nadu,thiruvallur,600107,1,0,0
21-10-2025,tamil nadu,thiruvallur,631208,1,0,0
21-10-2025,tamil nadu,viluppuram,606205,1,0,0
21-10-2025,uttar pradesh,firozabad,224153,3,1,0
21-10-2025,uttar pradesh,firozabad,224164,1,0,0
21-10-2025,uttar pradesh,firozabad,225411,1,0,0
21-10-2025,west bengal,malda,732139,1,0,0
21-10-2025,west bengal,malda,732210,2,0,0
21-10-2025,west bengal,purulia,723155,0,2,0
21-10-2025,jharkhand,sahebganj,816101,1,1,0
21-10-2025,karnataka,bagalkote,587116,1,0,0
21-10-2025,karnataka,bagalkote,587118,0,1,0
21-10-2025,karnataka,bagalkote,587205,1,0,0
21-10-2025,karnataka,bagalkote,587206,1,0,0
21-10-2025,karnataka,bengaluru rural,560067,3,0,1
21-10-2025,karnataka,bengaluru rural,562129,1,0,0
21-10-2025,karnataka,chikkamagaluru,577101,1,0,0
21-10-2025,karnataka,chikkaballapura,561206,1,0,0
21-10-2025,karnataka,shivamogga,577415,1,0,0
21-10-2025,karnataka,shivamogga,577433,1,0,0
21-10-2025,karnataka,tumakuru,572104,0,1,0
21-10-2025,madhya pradesh,agar-malwa,465445,0,1,0
21-10-2025,madhya pradesh,harda,461331,0,1,0
21-10-2025,maharashtra,gondia,441911,1,0,0
21-10-2025,mizoram,mamit,796441,1,0,0
21-10-2025,odisha,keonjhar,758032,1,0,0
21-10-2025,odisha,keonjhar,758035,1,0,0
21-10-2025,odisha,keonjhar,758082,1,0,0
21-10-2025,odisha,nabarangpur,764059,1,1,0
21-10-2025,odisha,nabarangpur,764076,0,1,1
21-10-2025,odisha,sonepur,767023,3,0,0
21-10-2025,odisha,sundargarh,770048,0,1,0
21-10-2025,odisha,jajpur,755023,1,0,0
21-10-2025,rajasthan,jalore,343032,0,2,0
21-10-2025,rajasthan,jalore,343042,1,0,0
21-10-2025,tamil nadu,kanniyakumari,629201,1,0,0
21-10-2025,tamil nadu,thiruvallur,600050,1,1,0
21-10-2025,tamil nadu,thiruvallur,600056,1,0,0
21-10-2025,tamil nadu,thiruvallur,600099,2,1,0
21-10-2025,telangana,jayashankar bhupalapally,506356,1,0,0
21-10-2025,uttar pradesh,firozabad,224204,1,0,0
21-10-2025,uttar pradesh,mahrajganj,273162,0,1,0
21-10-2025,west bengal,purulia,723121,0,1,0
21-10-2025,west bengal,purulia,723149,0,1,0
21-10-2025,west bengal,purulia,723152,1,0,0
21-10-2025,west bengal,purulia,723202,1,1,0
21-10-2025,andhra pradesh,ananthapuramu,515411,1,0,0
21-10-2025,andhra pradesh,ananthapuramu,515411,1,0,0
21-10-2025,chhattisgarh,manendragarh-chirmiri-bharatpur (m c b),497778,1,0,0
21-10-2025,gujarat,banas kantha,385001,5,0,0
21-10-2025,gujarat,banas kantha,385120,5,2,0
21-10-2025,gujarat,banas kantha,385310,3,2,0
21-10-2025,jammu and kashmir,budgam,191111,0,1,0
21-10-2025,jammu and kashmir,baramulla,193123,2,0,0
22-10-2025,uttar pradesh,mahrajganj,273155,0,1,0
22-10-2025,gujarat,banas kantha,385310,1,0,0
22-10-2025,madhya pradesh,agar-malwa,465230,1,0,0
22-10-2025,rajasthan,jalore,343041,1,0,0
22-10-2025,gujarat,banas kantha,385520,1,0,0
22-10-2025,karnataka,davanagere,577001,1,0,0
22-10-2025,rajasthan,jhunjhunu,333001,1,0,0
22-10-2025,uttar pradesh,firozabad,224001,1,0,0
23-10-2025,andhra pradesh,ananthapuramu,515211,1,0,0
23-10-2025,assam,sivasagar,785664,0,0,4
23-10-2025,assam,sivasagar,785667,0,0,3
23-10-2025,gujarat,banas kantha,385330,1,0,0
23-10-2025,gujarat,banas kantha,385535,1,0,0
23-10-2025,gujarat,banas kantha,385566,0,1,0
23-10-2025,rajasthan,jalore,343042,1,0,0
23-10-2025,assam,sivasagar,785683,0,0,1
23-10-2025,karnataka,bagalkote,587113,0,0,1
23-10-2025,assam,sivasagar,785670,1,0,0
23-10-2025,assam,sivasagar,785697,0,0,2
23-10-2025,gujarat,banas kantha,385120,0,1,0
23-10-2025,jammu and kashmir,budgam,192121,1,0,0
23-10-2025,west bengal,purulia,723143,1,0,0
23-10-2025,assam,sivasagar,785663,0,0,2
23-10-2025,assam,sivasagar,785701,0,0,3
23-10-2025,gujarat,banas kantha,385310,0,1,0
23-10-2025,gujarat,banas kantha,385510,1,0,0
23-10-2025,odisha,sundargarh,770024,1,0,0
23-10-2025,assam,sivasagar,785640,0,0,10
23-10-2025,assam,sivasagar,785684,0,0,1
23-10-2025,gujarat,banas kantha,385135,1,0,0
23-10-2025,gujarat,banas kantha,385320,0,1,0
23-10-2025,karnataka,shivamogga,577427,1,0,0
23-10-2025,west bengal,malda,732103,0,1,0
24-10-2025,andhra pradesh,ananthapuramu,515001,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515002,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515455,2,1,0
24-10-2025,andhra pradesh,ananthapuramu,515561,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515641,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515731,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515812,2,0,0
24-10-2025,andhra pradesh,ananthapuramu,515286,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515701,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515761,2,0,0
24-10-2025,andhra pradesh,ananthapuramu,515803,1,0,0
24-10-2025,assam,sivasagar,785664,0,0,4
24-10-2025,assam,sivasagar,785666,0,0,3
24-10-2025,assam,sivasagar,785670,1,0,0
24-10-2025,assam,sivasagar,785684,2,0,0
24-10-2025,assam,sivasagar,785686,1,0,0
24-10-2025,assam,sivasagar,785701,0,0,1
24-10-2025,assam,south salmara mancachar,783128,1,1,0
24-10-2025,bihar,aurangabad,824121,1,1,0
24-10-2025,bihar,purbi champaran,845417,0,1,0
24-10-2025,bihar,samastipur,848101,1,0,0
24-10-2025,chhattisgarh,manendragarh-chirmiri-bharatpur (m c b),497778,2,1,0
24-10-2025,gujarat,ahmedabad,380016,1,0,0
24-10-2025,gujarat,ahmedabad,380051,0,1,0
24-10-2025,gujarat,ahmedabad,382475,1,0,0
24-10-2025,gujarat,banas kantha,385135,1,1,0
24-10-2025,gujarat,banas kantha,385410,2,1,0
24-10-2025,gujarat,banas kantha,385555,1,0,0
24-10-2025,gujarat,banas kantha,385560,0,1,0
24-10-2025,jammu and kashmir,budgam,191113,1,1,0
24-10-2025,jammu and kashmir,bandipora,193501,4,1,0
24-10-2025,jammu and kashmir,baramulla,193402,1,0,0
24-10-2025,jammu and kashmir,baramulla,193404,1,0,0
24-10-2025,jharkhand,hazaribagh,825301,1,1,0
24-10-2025,jharkhand,palamu,822113,1,3,0
24-10-2025,tamil nadu,kanniyakumari,629002,0,1,0
24-10-2025,tamil nadu,kanniyakumari,629003,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629179,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629803,2,0,0
24-10-2025,tamil nadu,tirupathur,635851,1,0,0
24-10-2025,tamil nadu,thiruvallur,600049,1,0,0
24-10-2025,tamil nadu,thiruvallur,600050,0,1,0
24-10-2025,tamil nadu,thiruvallur,600056,0,2,0
24-10-2025,tamil nadu,thiruvallur,600068,1,0,0
24-10-2025,tamil nadu,thiruvallur,600123,1,0,0
24-10-2025,tamil nadu,thiruvallur,600124,0,1,0
24-10-2025,tamil nadu,thiruvallur,601201,0,1,0
24-10-2025,tamil nadu,thiruvallur,601204,2,2,0
24-10-2025,tamil nadu,thiruvallur,602001,1,0,0
24-10-2025,tamil nadu,thiruvallur,631207,1,0,0
24-10-2025,tamil nadu,viluppuram,604302,1,0,0
24-10-2025,tamil nadu,viluppuram,604303,1,0,0
24-10-2025,tamil nadu,viluppuram,605103,0,1,0
24-10-2025,tamil nadu,viluppuram,605107,1,0,0
24-10-2025,tamil nadu,viluppuram,605201,1,0,0
24-10-2025,tamil nadu,viluppuram,605402,1,0,0
24-10-2025,tamil nadu,viluppuram,605601,1,0,0
24-10-2025,tamil nadu,viluppuram,605702,3,0,0
24-10-2025,telangana,jayashankar bhupalapally,506356,5,0,0
24-10-2025,uttar pradesh,firozabad,224123,1,3,0
24-10-2025,uttar pradesh,firozabad,224153,2,2,0
24-10-2025,uttar pradesh,firozabad,224158,2,0,0
24-10-2025,uttar pradesh,firozabad,224228,2,1,0
24-10-2025,uttar pradesh,firozabad,225411,2,0,0
24-10-2025,uttar pradesh,mahrajganj,273151,1,3,0
24-10-2025,uttar pradesh,mahrajganj,273164,1,5,1
24-10-2025,uttar pradesh,mahrajganj,273303,3,5,1
24-10-2025,uttar pradesh,mahrajganj,273304,1,5,0
24-10-2025,uttar pradesh,mahrajganj,273305,2,4,1
24-10-2025,uttar pradesh,mahrajganj,273306,0,1,0
24-10-2025,west bengal,darjeeling,734014,1,1,0
24-10-2025,west bengal,malda,732142,2,0,0
24-10-2025,west bengal,malda,732201,3,1,0
24-10-2025,west bengal,malda,732205,1,0,0
24-10-2025,west bengal,malda,732206,1,0,0
24-10-2025,karnataka,bagalkote,587103,1,0,0
24-10-2025,karnataka,bagalkote,587116,3,0,0
24-10-2025,karnataka,bagalkote,587117,3,0,0
24-10-2025,karnataka,bagalkote,587202,1,0,0
24-10-2025,karnataka,bagalkote,587312,1,0,0
24-10-2025,karnataka,bengaluru rural,562111,1,0,0
24-10-2025,karnataka,bengaluru rural,562122,2,0,0
24-10-2025,karnataka,bengaluru rural,562132,1,0,0
24-10-2025,karnataka,chamarajanagar,571490,1,0,0
24-10-2025,karnataka,davanagere,577002,1,0,0
24-10-2025,karnataka,davanagere,577217,1,0,0
24-10-2025,karnataka,davanagere,577219,1,0,0
24-10-2025,karnataka,davanagere,577530,0,1,0
24-10-2025,karnataka,davanagere,577556,2,0,0
24-10-2025,karnataka,davanagere,577589,1,0,0
24-10-2025,karnataka,shivamogga,577301,1,0,0
24-10-2025,karnataka,shivamogga,577418,1,0,0
24-10-2025,karnataka,tumakuru,572104,1,0,0
24-10-2025,karnataka,tumakuru,572114,1,0,0
24-10-2025,karnataka,tumakuru,572120,1,0,0
24-10-2025,karnataka,tumakuru,572227,1,0,0
24-10-2025,kerala,kasaragod,671318,1,0,0
24-10-2025,kerala,kasaragod,671323,1,0,0
24-10-2025,kerala,kasaragod,671551,1,0,0
24-10-2025,madhya pradesh,narsimhapur,487001,1,0,1
24-10-2025,madhya pradesh,narsimhapur,487881,1,0,0
24-10-2025,maharashtra,gondia,441701,1,0,0
24-10-2025,maharashtra,gondia,441911,3,0,0
24-10-2025,maharashtra,mumbai suburban,400067,1,0,0
24-10-2025,maharashtra,nandurbar,425414,1,0,0
24-10-2025,mizoram,mamit,796441,1,0,0
24-10-2025,mizoram,siaha,796911,1,0,1
24-10-2025,odisha,jagatsinghapur,754132,1,0,0
24-10-2025,odisha,jagatsinghapur,754136,0,1,0
24-10-2025,odisha,jajpur,754205,1,0,0
24-10-2025,odisha,jajpur,754296,1,0,0
24-10-2025,odisha,jajpur,755014,1,0,0
24-10-2025,odisha,keonjhar,758022,0,1,0
24-10-2025,odisha,keonjhar,758034,2,0,0
24-10-2025,odisha,keonjhar,758035,2,0,0
24-10-2025,odisha,khordha,751002,3,0,0
24-10-2025,odisha,khordha,751022,1,0,0
24-10-2025,odisha,khordha,752019,0,1,0
24-10-2025,odisha,nabarangpur,764072,1,3,0
24-10-2025,odisha,nabarangpur,764085,2,0,0
24-10-2025,odisha,sonepur,767017,1,0,0
24-10-2025,odisha,sonepur,767018,1,0,0
24-10-2025,odisha,sundargarh,770002,1,0,0
24-10-2025,odisha,sundargarh,770044,2,0,0
24-10-2025,odisha,sonepur,767017,1,0,0
24-10-2025,punjab,ferozepur,152024,1,0,0
24-10-2025,punjab,shahid bhagat singh nagar,144521,1,0,0
24-10-2025,rajasthan,jalore,343029,1,1,0
24-10-2025,rajasthan,jalore,343042,3,0,0
24-10-2025,rajasthan,jhunjhunu,331028,1,0,0
24-10-2025,rajasthan,jhunjhunu,332716,0,1,0
24-10-2025,rajasthan,jhunjhunu,333031,2,0,0
24-10-2025,rajasthan,jhunjhunu,333033,1,0,0
24-10-2025,rajasthan,jhunjhunu,333034,2,1,0
24-10-2025,rajasthan,jhunjhunu,333053,2,0,0
24-10-2025,rajasthan,jhunjhunu,333305,1,0,0
24-10-2025,rajasthan,jhunjhunu,333503,2,0,0
24-10-2025,rajasthan,jhunjhunu,333514,2,0,0
24-10-2025,rajasthan,jhunjhunu,333515,3,2,0
24-10-2025,rajasthan,jhunjhunu,333705,1,0,0
24-10-2025,west bengal,purulia,723103,3,1,0
24-10-2025,west bengal,purulia,723121,10,4,0
24-10-2025,west bengal,purulia,723127,3,1,0
24-10-2025,west bengal,purulia,723128,1,1,0
24-10-2025,west bengal,purulia,723131,1,1,0
24-10-2025,west bengal,purulia,723154,1,0,0
24-10-2025,west bengal,purulia,723201,6,2,0
24-10-2025,andhra pradesh,ananthapuramu,515004,3,0,0
24-10-2025,andhra pradesh,ananthapuramu,515311,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515521,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515763,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515765,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515159,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515401,2,0,0
24-10-2025,andhra pradesh,ananthapuramu,515731,1,0,0
24-10-2025,andhra pradesh,ananthapuramu,515870,2,0,0
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,533217,1,0,0
24-10-2025,assam,sivasagar,785640,1,1,24
24-10-2025,assam,sivasagar,785662,5,0,0
24-10-2025,assam,sivasagar,785680,1,0,0
24-10-2025,assam,sivasagar,785697,7,0,4
24-10-2025,gujarat,ahmedabad,380058,2,0,0
24-10-2025,gujarat,ahmedabad,382340,1,0,0
24-10-2025,gujarat,banas kantha,385120,1,1,0
24-10-2025,gujarat,banas kantha,385320,2,2,0
24-10-2025,gujarat,banas kantha,385421,2,0,0
24-10-2025,gujarat,banas kantha,385505,0,1,0
24-10-2025,gujarat,banas kantha,385535,12,6,0
24-10-2025,gujarat,banas kantha,385550,3,1,0
24-10-2025,jammu and kashmir,budgam,193401,1,0,0
24-10-2025,jammu and kashmir,baramulla,193202,3,0,0
24-10-2025,jammu and kashmir,baramulla,193301,2,1,0
24-10-2025,tamil nadu,kanniyakumari,629175,3,0,0
24-10-2025,tamil nadu,kanniyakumari,629193,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629204,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629704,1,0,0
24-10-2025,tamil nadu,tirupathur,635651,1,0,0
24-10-2025,tamil nadu,tirupathur,635701,1,0,0
24-10-2025,tamil nadu,tirupathur,635751,1,0,0
24-10-2025,tamil nadu,thiruvallur,600051,1,0,0
24-10-2025,tamil nadu,thiruvallur,600053,5,5,0
24-10-2025,tamil nadu,thiruvallur,600095,2,1,0
24-10-2025,tamil nadu,thiruvallur,601101,1,0,0
24-10-2025,tamil nadu,thiruvallur,601206,2,0,0
24-10-2025,tamil nadu,thiruvallur,631208,2,1,0
24-10-2025,tamil nadu,viluppuram,605104,1,0,0
24-10-2025,tamil nadu,viluppuram,605652,1,0,0
24-10-2025,tamil nadu,viluppuram,606206,1,0,0
24-10-2025,telangana,jangoan,506222,1,0,0
24-10-2025,telangana,jayashankar bhupalapally,505503,0,3,0
24-10-2025,telangana,jayashankar bhupalapally,506164,2,0,0
24-10-2025,telangana,ranga reddy,501511,1,0,0
24-10-2025,uttar pradesh,firozabad,224001,6,4,0
24-10-2025,uttar pradesh,firozabad,224121,0,2,0
24-10-2025,uttar pradesh,firozabad,224204,1,2,0
24-10-2025,uttar pradesh,mahrajganj,273301,0,4,0
24-10-2025,uttarakhand,haridwar,249407,1,0,0
24-10-2025,west bengal,darjeeling,734429,1,0,0
24-10-2025,west bengal,malda,732141,0,1,0
24-10-2025,jharkhand,sahebganj,816110,0,1,0
24-10-2025,karnataka,bagalkote,587111,1,0,0
24-10-2025,karnataka,bagalkote,587125,1,0,0
24-10-2025,karnataka,bagalkote,587201,1,0,0
24-10-2025,karnataka,bagalkote,587206,2,0,0
24-10-2025,karnataka,bengaluru rural,560067,0,1,0
24-10-2025,karnataka,bengaluru rural,562123,1,0,0
24-10-2025,karnataka,chamarajanagar,571439,1,0,0
24-10-2025,karnataka,chikkamagaluru,577102,1,0,0
24-10-2025,karnataka,chikkaballapura,561207,1,0,0
24-10-2025,karnataka,chikkaballapura,561211,1,0,0
24-10-2025,karnataka,chikkaballapura,561212,1,0,0
24-10-2025,karnataka,chikkaballapura,561228,2,0,0
24-10-2025,karnataka,chikkaballapura,562103,1,0,0
24-10-2025,karnataka,davanagere,577213,1,0,0
24-10-2025,karnataka,davanagere,577224,1,0,0
24-10-2025,karnataka,davanagere,577528,0,1,0
24-10-2025,karnataka,hassan,573103,1,0,0
24-10-2025,karnataka,hassan,573141,1,0,0
24-10-2025,karnataka,hassan,573217,1,0,0
24-10-2025,karnataka,haveri,581205,1,0,0
24-10-2025,karnataka,tumakuru,572218,1,0,0
24-10-2025,madhya pradesh,harda,461331,2,0,0
24-10-2025,maharashtra,buldhana,443103,1,0,0
24-10-2025,maharashtra,buldhana,443404,1,0,0
24-10-2025,maharashtra,gondia,441614,2,0,0
24-10-2025,maharashtra,gondia,441806,1,0,0
24-10-2025,maharashtra,gondia,441807,4,0,0
24-10-2025,maharashtra,mumbai suburban,400081,1,0,0
24-10-2025,mizoram,mamit,796431,0,1,0
24-10-2025,odisha,boudh,762018,0,1,0
24-10-2025,odisha,bargarh,768119,1,0,0
24-10-2025,odisha,jagatsinghapur,754139,1,0,0
24-10-2025,odisha,jajpur,754292,1,0,0
24-10-2025,odisha,jajpur,755007,2,0,0
24-10-2025,odisha,jajpur,755011,1,0,0
24-10-2025,odisha,jajpur,755023,2,1,0
24-10-2025,odisha,keonjhar,758013,2,0,0
24-10-2025,odisha,keonjhar,758015,1,0,0
24-10-2025,odisha,keonjhar,758018,11,2,1
24-10-2025,odisha,keonjhar,758025,5,1,0
24-10-2025,odisha,khordha,751019,1,0,0
24-10-2025,odisha,khordha,751024,0,1,0
24-10-2025,odisha,khordha,752021,1,0,0
24-10-2025,odisha,khordha,752031,1,1,0
24-10-2025,odisha,khordha,752038,1,0,0
24-10-2025,odisha,khordha,752050,2,0,0
24-10-2025,odisha,khordha,752054,1,1,0
24-10-2025,odisha,nabarangpur,764061,5,1,0
24-10-2025,odisha,sonepur,767023,1,0,0
24-10-2025,odisha,sonepur,767062,2,0,0
24-10-2025,odisha,sundargarh,770018,1,0,0
24-10-2025,odisha,sundargarh,770036,0,0,1
24-10-2025,odisha,sundargarh,770037,1,0,0
24-10-2025,odisha,sundargarh,770039,1,0,0
24-10-2025,rajasthan,jalore,343025,0,1,0
24-10-2025,rajasthan,jalore,343030,1,2,0
24-10-2025,rajasthan,jalore,343040,1,3,0
24-10-2025,rajasthan,jalore,343048,1,0,0
24-10-2025,rajasthan,jhunjhunu,333029,1,0,0
24-10-2025,rajasthan,jhunjhunu,333504,0,0,1
24-10-2025,rajasthan,jhunjhunu,333704,0,1,0
24-10-2025,west bengal,purulia,723101,2,1,0
24-10-2025,west bengal,purulia,723102,2,1,0
24-10-2025,west bengal,purulia,723126,5,0,0
24-10-2025,west bengal,purulia,723130,7,1,0
24-10-2025,west bengal,purulia,723153,1,2,0
24-10-2025,gujarat,banas kantha,385001,8,0,0
24-10-2025,gujarat,banas kantha,385110,0,1,0
24-10-2025,gujarat,banas kantha,385520,1,0,0
24-10-2025,gujarat,banas kantha,385565,2,2,0
24-10-2025,jammu and kashmir,budgam,191111,2,1,0
24-10-2025,jammu and kashmir,baramulla,193121,4,0,0
24-10-2025,jharkhand,garhwa,822114,2,2,0
24-10-2025,jharkhand,hazaribagh,825312,1,0,0
24-10-2025,karnataka,bagalkote,587115,0,1,0
24-10-2025,karnataka,bagalkote,587301,1,0,0
24-10-2025,karnataka,bagalkote,587313,1,0,0
24-10-2025,karnataka,chamarajanagar,571127,2,0,0
24-10-2025,karnataka,chamarajanagar,571128,1,0,0
24-10-2025,karnataka,chamarajanagar,571342,2,0,0
24-10-2025,karnataka,chamarajanagar,571444,1,0,0
24-10-2025,karnataka,chikkamagaluru,577114,0,1,0
24-10-2025,karnataka,chikkamagaluru,577139,1,0,0
24-10-2025,karnataka,chikkaballapura,561208,1,2,0
24-10-2025,karnataka,chikkaballapura,563125,2,0,0
24-10-2025,karnataka,davanagere,577004,4,0,0
24-10-2025,karnataka,davanagere,577006,1,0,0
24-10-2025,karnataka,davanagere,577552,1,0,0
24-10-2025,karnataka,shivamogga,577450,1,0,0
24-10-2025,karnataka,tumakuru,572117,1,0,0
24-10-2025,karnataka,tumakuru,572123,1,0,0
24-10-2025,karnataka,tumakuru,572135,2,1,0
24-10-2025,kerala,kasaragod,671316,4,0,0
24-10-2025,madhya pradesh,agar-malwa,465445,1,0,0
24-10-2025,maharashtra,buldhana,443101,2,0,0
24-10-2025,maharashtra,gondia,441801,1,0,0
24-10-2025,maharashtra,gondia,441902,1,0,0
24-10-2025,mizoram,siaha,796901,4,0,1
24-10-2025,odisha,angul,759119,1,0,0
24-10-2025,odisha,bargarh,768110,1,0,0
24-10-2025,odisha,jajpur,755008,1,1,0
24-10-2025,odisha,jajpur,755026,1,0,0
24-10-2025,odisha,keonjhar,758021,4,0,0
24-10-2025,odisha,keonjhar,758031,2,0,0
24-10-2025,odisha,keonjhar,758045,1,1,0
24-10-2025,odisha,keonjhar,758080,6,0,0
24-10-2025,odisha,keonjhar,758082,1,0,0
24-10-2025,odisha,khordha,752027,2,0,0
24-10-2025,odisha,khordha,752057,0,1,0
24-10-2025,odisha,nabarangpur,764049,0,1,0
24-10-2025,odisha,nabarangpur,764063,1,1,0
24-10-2025,odisha,nabarangpur,764073,4,1,0
24-10-2025,odisha,nabarangpur,764076,2,0,0
24-10-2025,odisha,nabarangpur,764078,1,3,0
24-10-2025,odisha,sonepur,767016,1,2,0
24-10-2025,odisha,sonepur,767019,2,0,0
24-10-2025,odisha,sonepur,767068,1,0,0
24-10-2025,odisha,sundargarh,770015,0,1,0
24-10-2025,odisha,sundargarh,770017,1,0,0
24-10-2025,punjab,ferozepur,152002,1,0,0
24-10-2025,rajasthan,dholpur,328023,0,1,0
24-10-2025,rajasthan,jalore,307515,1,1,0
24-10-2025,rajasthan,jalore,343027,0,2,0
24-10-2025,rajasthan,jhunjhunu,333012,1,0,0
24-10-2025,rajasthan,jhunjhunu,333027,1,0,0
24-10-2025,rajasthan,jhunjhunu,333308,0,1,0
24-10-2025,tamil nadu,kanniyakumari,629157,2,0,0
24-10-2025,tamil nadu,kanniyakumari,629163,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629174,1,0,0
24-10-2025,tamil nadu,kanniyakumari,629301,2,0,0
24-10-2025,tamil nadu,kanniyakumari,629851,1,0,0
24-10-2025,tamil nadu,tirupathur,635601,1,2,0
24-10-2025,tamil nadu,thiruvallur,600060,2,0,0
24-10-2025,tamil nadu,thiruvallur,600062,1,1,0
24-10-2025,tamil nadu,thiruvallur,600072,1,1,0
24-10-2025,tamil nadu,thiruvallur,600087,0,1,0
24-10-2025,tamil nadu,thiruvallur,600101,0,1,0
