date,state,district,pincode,demo_age_5_17,demo_age_17_
25-11-2025,telangana,yadadri bhuvanagiri,508115,2,9
25-11-2025,telangana,yadadri bhuvanagiri,508285,0,11
25-11-2025,tripura,dhalai,799285,1,4
25-11-2025,tripura,dhalai,799288,0,1
25-11-2025,tripura,north tripura,799251,1,3
25-11-2025,tripura,north tripura,799254,0,4
25-11-2025,tripura,north tripura,799277,0,1
25-11-2025,tripura,north tripura,799279,0,1
25-11-2025,tripura,south tripura,799104,1,4
25-11-2025,tripura,south tripura,799125,0,4
25-11-2025,tripura,south tripura,799141,2,6
25-11-2025,tripura,south tripura,799153,0,2
25-11-2025,tripura,west tripura,799007,1,1
25-11-2025,tripura,west tripura,799009,1,4
25-11-2025,tripura,west tripura,799014,0,1
25-11-2025,tripura,west tripura,799103,0,3
25-11-2025,tripura,west tripura,799205,1,3
25-11-2025,tripura,west tripura,799207,0,1
25-11-2025,uttar pradesh,bara banki,225002,0,1
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,1,6
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502103,0,4
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502107,0,1
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502246,1,3
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502269,0,2
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502277,0,1
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502278,3,13
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502280,0,1
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502286,1,3
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502301,0,1
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,1,4
26-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502375,0,2
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524134,0,7
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524201,2,32
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524222,0,2
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524223,1,6
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524226,2,5
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524236,0,8
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524240,0,1
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524306,0,6
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524309,0,5
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524402,2,6
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524404,1,4
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524406,3,7
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524408,0,6
26-11-2025,andhra pradesh,sri potti sriramulu nellore,524412,0,5
26-11-2025,andhra pradesh,y.s.r. kadapa,516004,0,2
26-11-2025,andhra pradesh,y.s.r. kadapa,516227,0,3
26-11-2025,andhra pradesh,y.s.r. kadapa,516247,0,2
26-11-2025,andhra pradesh,y.s.r. kadapa,516321,1,1
26-11-2025,andhra pradesh,y.s.r. kadapa,516360,1,17
26-11-2025,andhra pradesh,y.s.r. kadapa,516362,0,2
26-11-2025,andhra pradesh,y.s.r. kadapa,516434,0,6
26-11-2025,assam,cachar,788832,0,1
26-11-2025,sikkim,namchi,737121,0,1
26-11-2025,telangana,kumuram bheem asifabad,504294,1,7
26-11-2025,telangana,kumuram bheem asifabad,504296,2,23
26-11-2025,telangana,kumuram bheem asifabad,504299,11,42
26-11-2025,telangana,medchal malkajgiri,500043,2,8
26-11-2025,telangana,medchal malkajgiri,500056,1,9
26-11-2025,telangana,medchal malkajgiri,500076,2,14
26-11-2025,telangana,medchal malkajgiri,500098,1,14
26-11-2025,telangana,medchal malkajgiri,500072,2,3
26-11-2025,telangana,medchal malkajgiri,500087,1,1
26-11-2025,telangana,medchal malkajgiri,500090,0,1
26-11-2025,telangana,warangal,506005,0,3
26-11-2025,telangana,warangal,506006,0,2
26-11-2025,telangana,warangal,506134,0,2
26-11-2025,telangana,warangal,505102,0,2
26-11-2025,telangana,warangal,506142,0,1
26-11-2025,telangana,yadadri bhuvanagiri,508113,2,6
26-11-2025,telangana,yadadri bhuvanagiri,508116,1,16
26-11-2025,telangana,yadadri bhuvanagiri,508126,1,9
26-11-2025,telangana,yadadri bhuvanagiri,508286,0,9
26-11-2025,tripura,dhalai,799264,1,4
26-11-2025,tripura,dhalai,799285,1,9
26-11-2025,tripura,dhalai,799286,1,10
26-11-2025,tripura,dhalai,799287,1,5
26-11-2025,tripura,dhalai,799273,0,1
26-11-2025,tripura,gomati,799013,0,2
26-11-2025,tripura,gomati,799116,2,5
26-11-2025,tripura,north tripura,799260,0,10
26-11-2025,tripura,north tripura,799271,1,10
26-11-2025,tripura,north tripura,799290,0,3
26-11-2025,tripura,sepahijala,799105,0,1
26-11-2025,tripura,south tripura,799114,0,23
26-11-2025,tripura,south tripura,799142,1,3
26-11-2025,tripura,south tripura,799145,1,10
26-11-2025,tripura,south tripura,799156,4,10
26-11-2025,tripura,unakoti,799279,0,4
20-12-2025,maharashtra,mumbai,400001,0,3
20-12-2025,maharashtra,mumbai,400009,0,9
20-12-2025,maharashtra,mumbai,400014,0,7
20-12-2025,maharashtra,mumbai,400018,3,9
20-12-2025,maharashtra,mumbai,400027,1,3
20-12-2025,maharashtra,mumbai,400031,0,7
20-12-2025,maharashtra,mumbai,400078,1,6
20-12-2025,maharashtra,raigad,400702,0,3
20-12-2025,maharashtra,raigad,400703,0,1
20-12-2025,maharashtra,raigad,402101,0,3
20-12-2025,maharashtra,raigad,402108,0,6
20-12-2025,maharashtra,raigad,402112,1,1
20-12-2025,maharashtra,raigad,402117,0,2
20-12-2025,maharashtra,raigad,402201,0,10
20-12-2025,maharashtra,raigad,402304,0,3
20-12-2025,maharashtra,raigad,402307,0,2
20-12-2025,maharashtra,raigad,410204,1,1
20-12-2025,maharashtra,raigad,410208,3,17
20-12-2025,maharashtra,raigad,410220,1,6
20-12-2025,maharashtra,raigad,410210,0,1
20-12-2025,manipur,bishnupur,795133,10,22
20-12-2025,manipur,bishnupur,795134,4,10
20-12-2025,manipur,churachandpur,795133,0,1
20-12-2025,manipur,churachandpur,795143,1,5
20-12-2025,manipur,kakching,795103,1,7
20-12-2025,manipur,senapati,795134,0,2
20-12-2025,manipur,senapati,795150,1,2
20-12-2025,manipur,tamenglong,795141,3,6
20-12-2025,manipur,tamenglong,795159,2,5
20-12-2025,manipur,ukhrul,795149,1,1
20-12-2025,meghalaya,ri bhoi,793102,1,1
20-12-2025,meghalaya,ri bhoi,793105,1,2
20-12-2025,nagaland,chumoukedima,797103,0,4
20-12-2025,nagaland,dimapur,797112,7,18
20-12-2025,nagaland,kiphire,798611,0,7
20-12-2025,nagaland,kohima,797109,1,2
20-12-2025,nagaland,longleng,798625,1,5
20-12-2025,nagaland,mon,798603,1,7
20-12-2025,nagaland,niuland,797112,0,1
20-12-2025,nagaland,peren,797101,0,2
20-12-2025,nagaland,wokha,797100,0,1
20-12-2025,nagaland,zunheboto,797109,0,1
25-11-2025,uttar pradesh,sant kabir nagar,221309,0,3
25-11-2025,uttar pradesh,sant kabir nagar,221314,0,1
25-11-2025,uttar pradesh,sant kabir nagar,221404,1,4
25-11-2025,west bengal,cooch behar,735224,0,1
25-11-2025,west bengal,cooch behar,735304,1,1
25-11-2025,west bengal,cooch behar,736121,0,1
25-11-2025,west bengal,cooch behar,736158,0,1
25-11-2025,west bengal,north 24 parganas,700120,0,3
25-11-2025,west bengal,north 24 parganas,700125,0,5
25-11-2025,west bengal,north 24 parganas,743193,0,1
25-11-2025,west bengal,north 24 parganas,743235,0,1
25-11-2025,west bengal,south 24 parganas,700008,0,4
25-11-2025,west bengal,south 24 parganas,700084,0,2
25-11-2025,west bengal,south 24 parganas,743354,0,1
25-11-2025,west bengal,south 24 parganas,743383,0,2
25-11-2025,west bengal,south 24 parganas,743503,0,10
25-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,0,3
25-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502110,0,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524001,2,6
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524101,1,6
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524137,0,2
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524222,0,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524225,0,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524313,0,2
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524314,1,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524320,0,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524344,0,1
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524402,2,0
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524403,0,2
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524408,2,7
25-11-2025,andhra pradesh,sri potti sriramulu nellore,524413,0,3
25-11-2025,andhra pradesh,y.s.r. kadapa,516360,0,18
25-11-2025,andhra pradesh,y.s.r. kadapa,516390,0,3
25-11-2025,andhra pradesh,y.s.r. kadapa,516431,0,1
25-11-2025,andhra pradesh,y.s.r. kadapa,516434,1,5
25-11-2025,uttar pradesh,sant kabir nagar,221406,0,1
25-11-2025,west bengal,cooch behar,735303,0,1
25-11-2025,west bengal,cooch behar,736156,0,2
25-11-2025,west bengal,cooch behar,736169,0,1
25-11-2025,west bengal,cooch behar,736172,0,1
25-11-2025,west bengal,north 24 parganas,700110,0,3
25-11-2025,west bengal,north 24 parganas,700119,0,2
25-11-2025,west bengal,north 24 parganas,700124,0,2
25-11-2025,west bengal,north 24 parganas,700130,0,1
25-11-2025,west bengal,north 24 parganas,743126,0,4
25-11-2025,west bengal,north 24 parganas,743249,0,1
25-11-2025,west bengal,north 24 parganas,743263,0,2
25-11-2025,west bengal,north 24 parganas,743272,0,2
25-11-2025,west bengal,south 24 parganas,700063,0,3
25-11-2025,west bengal,south 24 parganas,700141,0,1
25-11-2025,west bengal,south 24 parganas,743349,0,1
25-11-2025,west bengal,south 24 parganas,743384,0,1
25-11-2025,west bengal,south 24 parganas,743399,0,1
27-11-2025,madhya pradesh,khandwa (east nimar),450116,1,15
27-11-2025,madhya pradesh,khandwa (east nimar),450117,1,14
27-11-2025,madhya pradesh,khargone (west nimar),450661,1,0
27-11-2025,madhya pradesh,khargone (west nimar),451113,3,19
27-11-2025,madhya pradesh,khargone (west nimar),451115,3,24
27-11-2025,madhya pradesh,khargone (west nimar),451441,6,42
27-11-2025,maharashtra,mumbai,400006,0,5
27-11-2025,maharashtra,mumbai,400009,1,13
27-11-2025,maharashtra,mumbai,400014,0,11
27-11-2025,maharashtra,mumbai,400021,0,3
27-11-2025,maharashtra,mumbai,400022,1,11
27-11-2025,maharashtra,mumbai,400027,0,2
27-11-2025,maharashtra,mumbai,400028,1,3
27-11-2025,maharashtra,mumbai,400031,0,9
27-11-2025,maharashtra,raigad,400702,2,26
27-11-2025,maharashtra,raigad,402103,1,18
27-11-2025,maharashtra,raigad,402114,0,1
27-11-2025,maharashtra,raigad,402207,0,5
27-11-2025,maharashtra,raigad,402305,0,10
27-11-2025,maharashtra,raigad,410216,1,1
27-11-2025,maharashtra,raigad,410218,4,20
27-11-2025,maharashtra,raigad,410221,1,42
27-11-2025,maharashtra,raigad,410206,0,6
27-11-2025,manipur,chandel,795131,5,15
27-11-2025,manipur,churachandpur,795006,2,6
27-11-2025,manipur,churachandpur,795117,1,7
27-11-2025,manipur,churachandpur,795139,0,16
27-11-2025,manipur,pherzawl,795121,0,1
27-11-2025,manipur,senapati,795107,4,5
27-11-2025,manipur,senapati,795144,0,1
27-11-2025,manipur,senapati,795149,2,7
27-11-2025,manipur,tamenglong,795141,8,32
27-11-2025,manipur,thoubal,795103,11,112
27-11-2025,manipur,thoubal,795148,39,226
27-11-2025,manipur,thoubal,795149,14,156
27-11-2025,manipur,ukhrul,795142,11,45
27-11-2025,meghalaya,ri bhoi,781131,0,1
27-11-2025,nagaland,dimapur,797115,1,5
27-11-2025,nagaland,mon,798622,1,1
27-11-2025,nagaland,phek,797104,2,7
27-11-2025,nagaland,phek,797107,0,2
27-11-2025,nagaland,tuensang,798612,6,13
27-11-2025,nagaland,tuensang,798616,0,4
27-11-2025,telangana,kumuram bheem asifabad,504295,3,31
27-11-2025,telangana,kumuram bheem asifabad,504299,11,48
27-11-2025,telangana,medchal malkajgiri,500051,0,8
27-11-2025,telangana,medchal malkajgiri,500072,17,53
27-11-2025,telangana,medchal malkajgiri,501301,10,18
27-11-2025,telangana,medchal malkajgiri,501401,1,11
27-11-2025,telangana,medchal malkajgiri,500055,1,7
27-11-2025,telangana,warangal,506006,0,4
27-11-2025,telangana,warangal,506132,0,5
27-11-2025,telangana,warangal,506310,0,7
27-11-2025,telangana,warangal,506330,2,18
27-11-2025,telangana,warangal,506349,1,6
27-11-2025,telangana,warangal,506365,0,1
27-11-2025,telangana,warangal,506005,0,7
27-11-2025,telangana,warangal,506006,1,5
27-11-2025,telangana,warangal,506015,0,3
27-11-2025,telangana,warangal,506142,0,2
27-11-2025,telangana,warangal,506370,0,1
27-11-2025,telangana,yadadri bhuvanagiri,508113,1,12
27-11-2025,telangana,yadadri bhuvanagiri,508285,1,8
27-11-2025,tripura,dhalai,799289,2,15
27-11-2025,tripura,gomati,799105,1,14
27-11-2025,tripura,gomati,799114,3,22
27-11-2025,tripura,khowai,799207,3,6
27-11-2025,tripura,north tripura,799251,2,23
27-11-2025,tripura,north tripura,799269,2,2
27-11-2025,tripura,north tripura,799270,1,30
27-11-2025,tripura,north tripura,799281,0,3
27-11-2025,tripura,north tripura,799288,0,3
27-11-2025,tripura,north tripura,799290,0,7
27-11-2025,tripura,sepahijala,799130,0,2
27-11-2025,tripura,south tripura,799120,1,10
27-11-2025,tripura,south tripura,799153,0,2
27-11-2025,tripura,south tripura,799157,1,9
27-11-2025,tripura,unakoti,799277,0,4
27-11-2025,tripura,unakoti,799280,0,1
27-11-2025,tripura,west tripura,799004,4,41
27-11-2025,tripura,west tripura,799014,0,1
27-11-2025,tripura,west tripura,799035,3,43
27-11-2025,tripura,west tripura,799100,0,11
27-11-2025,tripura,west tripura,799106,0,5
27-11-2025,tripura,west tripura,799181,2,42
27-11-2025,tripura,west tripura,799203,1,10
27-11-2025,tripura,west tripura,799210,2,15
27-11-2025,uttar pradesh,bara banki,225001,0,54
27-11-2025,uttar pradesh,bara banki,225203,0,3
27-11-2025,uttar pradesh,bara banki,225306,0,1
27-11-2025,uttar pradesh,bara banki,227301,0,7
27-11-2025,uttar pradesh,sant kabir nagar,221409,1,14
26-11-2025,tripura,west tripura,799008,1,11
26-11-2025,tripura,west tripura,799009,0,10
26-11-2025,tripura,west tripura,799045,2,19
26-11-2025,tripura,west tripura,799106,0,2
26-11-2025,tripura,west tripura,799130,2,9
26-11-2025,tripura,west tripura,799201,0,15
26-11-2025,tripura,west tripura,799212,1,5
26-11-2025,uttar pradesh,bara banki,225121,0,1
26-11-2025,uttar pradesh,bara banki,225122,0,2
26-11-2025,uttar pradesh,bara banki,225123,0,1
26-11-2025,uttar pradesh,bara banki,225305,0,14
26-11-2025,uttar pradesh,sant kabir nagar,221301,0,49
26-11-2025,uttar pradesh,sant kabir nagar,221303,3,36
26-11-2025,uttar pradesh,sant kabir nagar,221314,2,14
26-11-2025,uttar pradesh,sant kabir nagar,221407,0,1
26-11-2025,uttar pradesh,bhadohi,221304,0,1
26-11-2025,uttar pradesh,bhadohi,221401,0,1
26-11-2025,west bengal,cooch behar,735303,0,15
26-11-2025,west bengal,cooch behar,735304,0,13
26-11-2025,west bengal,cooch behar,736118,0,3
26-11-2025,west bengal,cooch behar,736132,0,5
26-11-2025,west bengal,cooch behar,736134,0,21
26-11-2025,west bengal,cooch behar,736146,0,26
26-11-2025,west bengal,cooch behar,736157,0,5
26-11-2025,west bengal,cooch behar,736159,0,20
26-11-2025,west bengal,cooch behar,736172,0,6
26-11-2025,west bengal,north 24 parganas,700126,0,7
26-11-2025,west bengal,north 24 parganas,700132,0,1
26-11-2025,west bengal,north 24 parganas,700133,0,3
26-11-2025,west bengal,north 24 parganas,700135,0,10
26-11-2025,west bengal,north 24 parganas,743122,0,5
26-11-2025,west bengal,north 24 parganas,743125,0,4
26-11-2025,west bengal,north 24 parganas,743135,0,2
26-11-2025,west bengal,north 24 parganas,743166,0,3
26-11-2025,west bengal,north 24 parganas,743249,0,3
26-11-2025,west bengal,north 24 parganas,743442,0,2
26-11-2025,west bengal,north 24 parganas,743446,0,9
26-11-2025,west bengal,north 24 parganas,743456,0,2
26-11-2025,west bengal,south 24 parganas,700137,0,9
26-11-2025,west bengal,south 24 parganas,700140,0,2
26-11-2025,west bengal,south 24 parganas,700145,0,2
26-11-2025,west bengal,south 24 parganas,700152,0,2
26-11-2025,west bengal,south 24 parganas,743330,0,6
26-11-2025,west bengal,south 24 parganas,743357,1,1
26-11-2025,west bengal,south 24 parganas,743399,0,5
26-11-2025,west bengal,south 24 parganas,743611,0,1
27-11-2025,gujarat,panch mahals,389230,0,18
27-11-2025,gujarat,panch mahals,389240,0,20
27-11-2025,gujarat,panch mahals,389250,0,1
27-11-2025,gujarat,panch mahals,389265,1,6
27-11-2025,gujarat,panch mahals,389390,1,5
27-11-2025,gujarat,sabar kantha,383225,0,3
27-11-2025,gujarat,sabar kantha,383245,1,15
27-11-2025,gujarat,sabar kantha,383270,1,17
27-11-2025,gujarat,sabar kantha,383310,0,8
27-11-2025,gujarat,sabar kantha,383440,0,7
27-11-2025,gujarat,surendranagar,363110,0,3
27-11-2025,gujarat,surendranagar,363115,1,17
27-11-2025,gujarat,surendranagar,363320,1,6
27-11-2025,gujarat,surendranagar,363427,1,9
27-11-2025,gujarat,surendranagar,363530,1,21
27-11-2025,haryana,yamunanagar,135002,1,16
27-11-2025,haryana,yamunanagar,135102,3,35
27-11-2025,haryana,yamunanagar,135103,0,42
27-11-2025,jharkhand,saraikela kharsawan,831012,2,39
27-11-2025,jharkhand,saraikela kharsawan,832402,1,22
27-11-2025,jharkhand,saraikela kharsawan,832403,3,20
27-11-2025,jharkhand,saraikela kharsawan,833101,1,20
27-11-2025,jharkhand,saraikela kharsawan,833216,2,49
27-11-2025,jharkhand,saraikela kharsawan,833220,1,28
27-11-2025,jharkhand,saraikela kharsawan,831002,0,14
27-11-2025,jharkhand,saraikela kharsawan,831012,0,3
27-11-2025,jharkhand,saraikela kharsawan,832109,0,1
27-11-2025,jharkhand,saraikela kharsawan,833219,0,12
27-11-2025,jharkhand,saraikela kharsawan,833220,0,17
27-11-2025,punjab,sri muktsar sahib,152107,0,16
27-11-2025,punjab,s.a.s nagar,140103,1,1
27-11-2025,punjab,s.a.s nagar,140307,0,2
27-11-2025,punjab,s.a.s nagar,140507,0,2
27-11-2025,punjab,s.a.s nagar,140103,1,9
27-11-2025,punjab,s.a.s nagar,140301,6,55
27-11-2025,punjab,s.a.s nagar,140308,0,12
27-11-2025,punjab,s.a.s nagar,140901,0,10
27-11-2025,punjab,s.a.s nagar,160059,0,9
27-11-2025,punjab,s.a.s nagar,160062,0,17
27-11-2025,punjab,s.a.s nagar,160071,0,6
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502372,0,1
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524001,4,18
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524101,2,21
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524123,1,7
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524132,4,37
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524137,0,28
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524201,5,84
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524203,0,7
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524218,3,11
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524230,0,6
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524240,1,7
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524302,1,8
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524309,2,12
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524312,3,4
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524313,3,11
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524321,2,18
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524322,1,12
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524341,1,8
27-11-2025,andhra pradesh,sri potti sriramulu nellore,524343,2,12
27-11-2025,andhra pradesh,y.s.r. kadapa,516002,1,14
27-11-2025,andhra pradesh,y.s.r. kadapa,516193,0,2
27-11-2025,andhra pradesh,y.s.r. kadapa,516203,1,3
27-11-2025,andhra pradesh,y.s.r. kadapa,516213,0,2
27-11-2025,andhra pradesh,y.s.r. kadapa,516216,0,2
27-11-2025,andhra pradesh,y.s.r. kadapa,516309,1,1
27-11-2025,andhra pradesh,y.s.r. kadapa,516432,0,1
27-11-2025,chhattisgarh,balrampur-ramanujganj,496331,0,1
27-11-2025,chhattisgarh,balrampur-ramanujganj,497225,4,163
27-11-2025,chhattisgarh,dakshin bastar dantewada,494553,0,1
27-11-2025,chhattisgarh,janjgir-champa,495668,0,2
27-11-2025,chhattisgarh,uttar bastar kanker,494771,1,73
27-11-2025,delhi,east,110091,3,75
27-11-2025,delhi,north,110006,3,75
27-11-2025,delhi,north,110007,7,46
27-11-2025,delhi,south,110014,1,20
27-11-2025,delhi,south,110017,1,49
27-11-2025,delhi,south,110019,5,55
27-11-2025,delhi,south,110048,0,17
27-11-2025,delhi,south,110074,3,33
27-11-2025,delhi,south,110076,6,55
27-11-2025,delhi,west,110018,7,126
27-11-2025,delhi,west,110041,8,148
27-11-2025,delhi,west,110059,28,300
26-11-2025,telangana,kumuram bheem asifabad,504292,2,12
26-11-2025,telangana,kumuram bheem asifabad,504295,6,23
26-11-2025,telangana,kumuram bheem asifabad,504311,1,1
26-11-2025,telangana,medchal malkajgiri,500016,0,1
26-11-2025,telangana,medchal malkajgiri,500049,1,2
26-11-2025,telangana,medchal malkajgiri,500055,9,41
26-11-2025,telangana,medchal malkajgiri,500062,7,16
26-11-2025,telangana,medchal malkajgiri,500072,5,27
26-11-2025,telangana,medchal malkajgiri,500078,1,0
26-11-2025,telangana,medchal malkajgiri,500083,2,15
26-11-2025,telangana,medchal malkajgiri,500090,6,26
26-11-2025,telangana,medchal malkajgiri,500100,0,4
26-11-2025,telangana,medchal malkajgiri,501301,5,16
26-11-2025,telangana,medchal malkajgiri,500056,1,1
26-11-2025,telangana,warangal,506164,1,5
26-11-2025,telangana,warangal,506349,0,2
26-11-2025,telangana,warangal,506001,1,6
26-11-2025,telangana,warangal,506006,0,1
26-11-2025,telangana,yadadri bhuvanagiri,508112,2,11
26-11-2025,telangana,yadadri bhuvanagiri,508115,1,5
26-11-2025,telangana,yadadri bhuvanagiri,508253,0,2
26-11-2025,telangana,yadadri bhuvanagiri,508284,2,8
26-11-2025,tripura,dhalai,799204,0,2
26-11-2025,tripura,dhalai,799289,1,5
26-11-2025,tripura,dhalai,799204,0,2
26-11-2025,tripura,gomati,799105,1,3
26-11-2025,tripura,khowai,799201,2,3
26-11-2025,tripura,khowai,799203,1,4
26-11-2025,tripura,north tripura,799253,1,5
26-11-2025,tripura,north tripura,799277,0,4
26-11-2025,tripura,north tripura,799279,0,2
26-11-2025,tripura,north tripura,799281,0,2
26-11-2025,tripura,sepahijala,799100,0,2
26-11-2025,tripura,south tripura,799013,1,2
26-11-2025,tripura,south tripura,799116,0,16
26-11-2025,tripura,south tripura,799141,1,5
26-11-2025,tripura,south tripura,799143,0,38
26-11-2025,tripura,south tripura,799153,1,1
26-11-2025,tripura,unakoti,799280,0,1
26-11-2025,tripura,unakoti,799281,0,2
26-11-2025,tripura,unakoti,799290,0,4
27-11-2025,west bengal,cooch behar,735211,0,28
27-11-2025,west bengal,cooch behar,735301,0,29
27-11-2025,west bengal,cooch behar,736131,0,34
27-11-2025,west bengal,cooch behar,736146,0,99
27-11-2025,west bengal,cooch behar,736156,0,70
27-11-2025,west bengal,cooch behar,736167,0,39
27-11-2025,west bengal,cooch behar,736170,0,15
27-11-2025,west bengal,cooch behar,736171,0,11
27-11-2025,west bengal,cooch behar,736180,0,2
27-11-2025,west bengal,north 24 parganas,700058,0,1
27-11-2025,west bengal,north 24 parganas,700118,0,1
27-11-2025,west bengal,north 24 parganas,700121,0,6
27-11-2025,west bengal,north 24 parganas,700122,0,3
27-11-2025,west bengal,north 24 parganas,700157,0,3
27-11-2025,west bengal,north 24 parganas,743135,0,6
27-11-2025,west bengal,north 24 parganas,743165,0,2
27-11-2025,west bengal,north 24 parganas,743166,0,6
27-11-2025,west bengal,north 24 parganas,743193,0,2
27-11-2025,west bengal,north 24 parganas,743194,0,2
27-11-2025,west bengal,north 24 parganas,743252,0,1
27-11-2025,west bengal,north 24 parganas,743263,0,6
27-11-2025,west bengal,north 24 parganas,743422,0,1
27-11-2025,west bengal,north 24 parganas,743426,0,1
27-11-2025,west bengal,north 24 parganas,743442,0,11
27-11-2025,west bengal,south 24 parganas,700082,0,17
27-11-2025,west bengal,south 24 parganas,700137,0,13
27-11-2025,west bengal,south 24 parganas,700138,0,2
27-11-2025,west bengal,south 24 parganas,700140,0,5
27-11-2025,west bengal,south 24 parganas,700150,0,17
27-11-2025,west bengal,south 24 parganas,743312,1,26
27-11-2025,west bengal,south 24 parganas,743349,0,44
27-11-2025,west bengal,south 24 parganas,743384,0,1
27-11-2025,west bengal,south 24 parganas,743387,0,1
27-11-2025,west bengal,south 24 parganas,743398,0,5
27-11-2025,west bengal,south 24 parganas,743503,3,57
27-11-2025,west bengal,south 24 parganas,743611,0,1
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502107,0,2
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502220,2,2
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502249,1,1
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502269,0,1
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502294,0,1
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502295,1,1
27-11-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502319,1,6
28-11-2025,chhattisgarh,uttar bastar kanker,494333,4,53
28-11-2025,chhattisgarh,uttar bastar kanker,494334,3,40
28-11-2025,delhi,east,110092,7,111
28-11-2025,delhi,east,110095,1,47
28-11-2025,delhi,south,110003,0,8
28-11-2025,delhi,south,110025,11,87
28-11-2025,delhi,west,110015,3,40
28-11-2025,gujarat,panch mahals,388270,0,6
28-11-2025,gujarat,panch mahals,389110,0,14
28-11-2025,gujarat,panch mahals,389172,0,3
28-11-2025,gujarat,panch mahals,389210,1,19
28-11-2025,gujarat,panch mahals,389232,0,2
28-11-2025,gujarat,panch mahals,389250,0,2
28-11-2025,gujarat,panch mahals,389310,0,7
28-11-2025,gujarat,panch mahals,389340,1,10
28-11-2025,gujarat,sabar kantha,383110,1,4
28-11-2025,gujarat,sabar kantha,383210,0,6
28-11-2025,gujarat,sabar kantha,383240,0,5
28-11-2025,gujarat,sabar kantha,383251,0,6
28-11-2025,gujarat,sabar kantha,383255,0,11
28-11-2025,gujarat,sabar kantha,383276,0,10
28-11-2025,gujarat,sabar kantha,383307,0,6
28-11-2025,gujarat,sabar kantha,383310,0,10
28-11-2025,gujarat,sabar kantha,383320,0,3
28-11-2025,gujarat,sabar kantha,383335,0,2
28-11-2025,gujarat,sabar kantha,383422,2,80
