date,state,district,pincode,age_0_5,age_5_17,age_18_greater,match
02-11-2025,west bengal,murshidabad,742179,6,0,0,False
02-11-2025,west bengal,murshidabad,742403,2,0,0,False
02-11-2025,west bengal,north 24 parganas,700098,0,1,0,False
02-11-2025,west bengal,paschim bardhaman,713377,1,0,0,False
02-11-2025,west bengal,paschim medinipur,721165,3,1,0,False
02-11-2025,west bengal,paschim medinipur,721252,5,0,0,False
02-11-2025,west bengal,paschim medinipur,721502,3,0,0,False
02-11-2025,west bengal,purba medinipur,721664,2,0,0,False
02-11-2025,west bengal,purba medinipur,721665,1,0,0,False
02-11-2025,west bengal,south 24 parganas,743390,2,0,0,False
02-11-2025,west bengal,south 24 parganas,743396,1,0,0,False
02-11-2025,west bengal,south 24 parganas,743507,4,2,0,False
02-11-2025,west bengal,uttar dinajpur,733213,1,1,0,False
02-11-2025,andhra pradesh,east godavari,507135,1,0,0,False
02-11-2025,andhra pradesh,krishna,521225,2,1,0,False
02-11-2025,assam,dhemaji,786110,3,2,0,False
02-11-2025,assam,lakhimpur,784162,5,0,0,False
02-11-2025,bihar,banka,813116,1,2,0,False
02-11-2025,bihar,begusarai,851122,1,1,0,False
02-11-2025,bihar,bhagalpur,813112,3,0,0,False
02-11-2025,bihar,bhagalpur,813113,1,2,0,False
02-11-2025,uttar pradesh,lucknow,227115,3,19,0,False
02-11-2025,uttar pradesh,lucknow,227305,13,15,0,False
02-11-2025,uttar pradesh,lucknow,227309,4,3,0,False
02-11-2025,uttar pradesh,sambhal,202410,12,13,2,False
02-11-2025,uttar pradesh,sambhal,202421,9,18,0,False
02-11-2025,uttar pradesh,sonbhadra,232221,1,2,0,False
02-11-2025,uttar pradesh,unnao,229501,9,7,0,False
02-11-2025,west bengal,bankura,722181,1,0,0,False
02-11-2025,west bengal,birbhum,731213,4,0,0,False
02-11-2025,west bengal,cooch behar,736180,1,1,0,False
02-11-2025,west bengal,dakshin dinajpur,733149,2,0,0,False
02-11-2025,west bengal,hooghly,712707,4,1,0,False
02-11-2025,west bengal,hooghly,712708,0,2,0,False
02-11-2025,west bengal,jalpaiguri,735235,0,2,0,False
02-11-2025,west bengal,murshidabad,742109,1,0,0,False
02-11-2025,west bengal,murshidabad,742171,1,1,0,False
02-11-2025,west bengal,murshidabad,742180,1,0,0,False
02-11-2025,west bengal,paschim medinipur,721170,1,1,0,False
02-11-2025,west bengal,purba medinipur,721168,1,0,0,False
02-11-2025,west bengal,purba medinipur,721668,1,0,0,False
02-11-2025,west bengal,uttar dinajpur,733211,3,1,0,False
02-11-2025,west bengal,uttar dinajpur,733212,12,1,0,False
02-11-2025,rajasthan,pratapgarh,313611,11,4,0,False
02-11-2025,tamil nadu,chennai,600112,4,0,0,False
02-11-2025,tamil nadu,kanniyakumari,629304,0,1,0,False
02-11-2025,tamil nadu,pudukkottai,622408,1,0,0,False
02-11-2025,uttar pradesh,azamgarh,224166,0,2,0,False
02-11-2025,uttar pradesh,bareilly,262407,6,3,0,False
02-11-2025,uttar pradesh,bijnor,246765,1,0,0,False
02-11-2025,uttar pradesh,bulandshahr,202392,2,8,0,False
02-11-2025,uttar pradesh,bulandshahr,202396,5,0,0,False
02-11-2025,uttar pradesh,bulandshahr,202399,3,3,1,False
02-11-2025,uttar pradesh,bulandshahr,245401,4,3,0,False
02-11-2025,uttar pradesh,bulandshahr,245409,7,9,0,False
02-11-2025,uttar pradesh,farrukhabad,207505,6,1,0,False
02-11-2025,uttar pradesh,firozabad,205135,2,2,0,False
02-11-2025,uttar pradesh,firozabad,205141,2,1,0,False
02-11-2025,uttar pradesh,firozabad,205147,3,0,0,False
02-11-2025,madhya pradesh,bhopal,462021,2,0,0,False
02-11-2025,madhya pradesh,sagar,470111,2,1,0,False
02-11-2025,maharashtra,kolhapur,416117,0,1,0,False
02-11-2025,mizoram,aizawl,796005,1,0,0,False
02-11-2025,puducherry,puducherry,605106,1,0,0,False
02-11-2025,punjab,jalandhar,144012,6,0,0,False
02-11-2025,bihar,saharsa,852210,0,1,0,False
02-11-2025,chhattisgarh,bijapur,494444,15,15,0,False
02-11-2025,chhattisgarh,dakshin bastar dantewada,494441,3,1,0,False
02-11-2025,chhattisgarh,korba,495678,1,0,0,False
02-11-2025,chhattisgarh,sukma,494111,4,5,0,False
02-11-2025,dadra and nagar haveli and daman and diu,daman,396215,0,1,0,False
02-11-2025,gujarat,ahmedabad,387810,8,1,0,False
02-11-2025,gujarat,arvalli,383350,5,1,0,False
02-11-2025,gujarat,kachchh,370240,0,1,0,False
02-11-2025,gujarat,mahesana,382710,2,0,0,False
02-11-2025,gujarat,mahesana,382865,4,0,0,False
02-11-2025,gujarat,mahesana,382870,7,0,0,False
02-11-2025,haryana,ambala,134011,2,0,0,False
02-11-2025,himachal pradesh,mandi,174402,1,0,0,False
02-11-2025,himachal pradesh,sirmaur,173020,1,0,0,False
02-11-2025,jammu and kashmir,kulgam,192102,1,0,0,False
02-11-2025,jharkhand,gumla,835324,10,11,0,False
02-11-2025,jharkhand,ramgarh,825101,13,2,0,False
02-11-2025,andhra pradesh,east godavari,531110,2,0,0,False
02-11-2025,andhra pradesh,west godavari,507114,2,0,0,False
02-11-2025,bihar,aurangabad,824130,0,3,0,False
02-11-2025,bihar,begusarai,851119,2,1,0,False
02-11-2025,bihar,bhagalpur,813223,2,2,0,False
02-11-2025,bihar,jehanabad,804434,1,1,0,False
02-11-2025,bihar,nalanda,803204,1,3,0,False
02-11-2025,punjab,jalandhar,144004,8,2,0,False
02-11-2025,rajasthan,alwar,301712,2,0,0,False
02-11-2025,rajasthan,banswara,327608,0,1,0,False
02-11-2025,tamil nadu,chengalpattu,603202,3,2,0,False
02-11-2025,telangana,adilabad,504215,1,0,0,False
02-11-2025,telangana,khammam,507138,1,0,0,False
02-11-2025,uttar pradesh,azamgarh,276401,0,1,0,False
02-11-2025,uttar pradesh,baghpat,250515,0,4,0,False
02-11-2025,uttar pradesh,basti,272170,9,5,0,False
02-11-2025,uttar pradesh,budaun,202523,3,7,0,False
02-11-2025,uttar pradesh,budaun,202525,1,0,0,False
02-11-2025,uttar pradesh,budaun,202526,1,4,0,False
02-11-2025,uttar pradesh,bulandshahr,202394,5,8,0,False
02-11-2025,uttar pradesh,bulandshahr,245407,1,0,0,False
02-11-2025,uttar pradesh,bulandshahr,245411,5,4,0,False
02-11-2025,uttar pradesh,bulandshahr,245412,5,6,0,False
02-11-2025,uttar pradesh,farrukhabad,205302,1,2,1,False
02-11-2025,uttar pradesh,farrukhabad,207501,6,2,0,False
02-11-2025,uttar pradesh,fatehpur,212660,0,2,0,False
02-11-2025,uttar pradesh,firozabad,205151,7,5,0,False
02-11-2025,uttar pradesh,firozabad,215126,1,4,0,False
02-11-2025,assam,goalpara,783121,2,2,0,False
02-11-2025,bihar,aurangabad,824216,0,1,0,False
02-11-2025,bihar,banka,813118,2,0,0,False
02-11-2025,bihar,banka,813121,1,1,0,False
02-11-2025,bihar,banka,813125,3,0,0,False
02-11-2025,bihar,bhagalpur,813228,1,0,0,False
02-11-2025,bihar,jamui,811315,6,3,0,False
02-11-2025,bihar,muzaffarpur,843146,1,1,0,False
02-11-2025,bihar,muzaffarpur,843153,0,1,0,False
02-11-2025,bihar,muzaffarpur,843165,1,0,0,False
02-11-2025,bihar,nawada,805130,6,8,0,False
02-11-2025,bihar,saran,841433,0,1,0,False
02-11-2025,bihar,sheikhpura,811315,1,0,0,False
02-11-2025,bihar,sitamarhi,843351,0,1,0,False
02-11-2025,chhattisgarh,kondagaon,494230,6,1,0,False
02-11-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396230,16,0,0,False
02-11-2025,gujarat,junagadh,362235,5,0,0,False
02-11-2025,gujarat,mahesana,382715,5,1,0,False
02-11-2025,gujarat,mahesana,384210,2,1,0,False
02-11-2025,gujarat,rajkot,364490,1,0,0,False
02-11-2025,gujarat,surat,394230,3,3,0,False
02-11-2025,gujarat,surat,394360,1,0,0,False
02-11-2025,gujarat,valsad,396230,5,3,0,False
02-11-2025,himachal pradesh,sirmaur,173022,1,0,0,False
02-11-2025,jammu and kashmir,pulwama,192306,3,1,0,False
02-11-2025,jharkhand,dhanbad,828308,2,0,0,False
02-11-2025,jharkhand,dumka,814145,14,9,0,False
02-11-2025,karnataka,hassan,573150,1,0,0,False
02-11-2025,karnataka,vijayapura,586102,1,0,0,False
02-11-2025,kerala,alappuzha,688012,0,1,0,False
02-11-2025,kerala,kozhikode,673019,3,1,0,False
02-11-2025,madhya pradesh,bhopal,462018,1,0,0,False
02-11-2025,madhya pradesh,indore,453332,0,1,0,False
02-11-2025,madhya pradesh,raisen,464776,1,1,0,False
02-11-2025,madhya pradesh,umaria,484552,3,0,0,False
02-11-2025,maharashtra,chandrapur,441228,4,0,0,False
02-11-2025,maharashtra,jalgaon,424209,2,0,0,False
02-11-2025,maharashtra,palghar,401610,1,0,0,False
02-11-2025,mizoram,lunglei,796581,4,0,0,False
02-11-2025,uttar pradesh,kanpur dehat,209715,4,5,0,False
02-11-2025,uttar pradesh,lucknow,227116,2,2,0,False
02-11-2025,uttar pradesh,lucknow,227125,2,1,0,False
02-11-2025,uttar pradesh,lucknow,227202,7,3,0,False
02-11-2025,uttar pradesh,lucknow,227205,8,6,0,False
02-11-2025,uttar pradesh,mainpuri,205130,2,0,0,False
02-11-2025,uttar pradesh,mainpuri,206302,5,8,0,False
02-11-2025,uttar pradesh,mau,121705,2,1,0,False
02-11-2025,andhra pradesh,alluri sitharama raju,507111,1,0,0,False
02-11-2025,andhra pradesh,east godavari,507111,1,0,0,False
02-11-2025,gujarat,vadodara,390008,1,0,0,False
02-11-2025,himachal pradesh,mandi,174401,1,0,0,False
02-11-2025,himachal pradesh,mandi,176120,3,0,0,False
02-11-2025,jammu and kashmir,udhampur,182117,2,0,0,False
02-11-2025,jharkhand,east singhbhum,831018,3,1,0,False
02-11-2025,jharkhand,garhwa,822127,1,0,0,False
02-11-2025,karnataka,koppal,584119,2,0,0,False
02-11-2025,madhya pradesh,bhopal,462420,3,0,0,False
02-11-2025,madhya pradesh,chhatarpur,471202,1,0,0,False
02-11-2025,madhya pradesh,jabalpur,482007,1,0,0,False
02-11-2025,madhya pradesh,panna,488051,3,2,0,False
02-11-2025,madhya pradesh,tikamgarh,472338,6,4,0,False
02-11-2025,maharashtra,pune,412114,2,3,0,False
02-11-2025,mizoram,lunglei,796730,0,0,2,False
02-11-2025,puducherry,puducherry,605007,2,0,0,False
02-11-2025,punjab,amritsar,143110,4,2,0,False
02-11-2025,punjab,ludhiana,141124,1,0,0,False
02-11-2025,rajasthan,jaipur,302025,0,1,0,False
02-11-2025,rajasthan,nagaur,341542,0,1,0,False
02-11-2025,tamil nadu,karur,639003,1,0,0,False
02-11-2025,tamil nadu,sivaganga,630006,1,0,0,False
02-11-2025,tamil nadu,tirunelveli,627130,1,0,0,False
02-11-2025,tamil nadu,tirunelveli,627659,1,0,0,False
02-11-2025,tamil nadu,viluppuram,605502,0,1,0,False
02-11-2025,telangana,nagarkurnool,509401,2,2,0,False
02-11-2025,telangana,nalgonda,508222,1,0,0,False
02-11-2025,telangana,nizamabad,503188,2,1,0,False
02-11-2025,telangana,suryapet,508222,6,0,0,False
02-11-2025,uttar pradesh,bara banki,227302,0,2,0,False
02-11-2025,uttar pradesh,bijnor,246768,12,0,0,False
02-11-2025,uttar pradesh,budaun,202521,0,1,0,False
02-11-2025,uttar pradesh,bulandshahr,202393,5,8,0,False
02-11-2025,uttar pradesh,bulandshahr,202397,5,0,0,False
02-11-2025,uttar pradesh,bulandshahr,202398,11,5,0,False
02-11-2025,uttar pradesh,bulandshahr,245405,13,9,0,False
02-11-2025,uttar pradesh,bulandshahr,245408,9,12,0,False
02-11-2025,uttar pradesh,farrukhabad,207503,6,7,0,False
02-11-2025,uttar pradesh,farrukhabad,207504,1,10,0,False
02-11-2025,uttar pradesh,firozabad,205130,4,3,0,False
02-11-2025,uttar pradesh,firozabad,205152,2,4,0,False
02-11-2025,uttar pradesh,jaunpur,222102,1,0,0,False
02-11-2025,uttar pradesh,kanpur nagar,209201,0,1,0,False
02-11-2025,uttar pradesh,mainpuri,206301,3,14,0,False
02-11-2025,uttar pradesh,mainpuri,206303,4,5,0,False
02-11-2025,uttar pradesh,rampur,243701,25,9,0,False
02-11-2025,uttar pradesh,saharanpur,247769,3,0,0,False
02-11-2025,uttar pradesh,sambhal,202411,3,3,0,False
02-11-2025,uttar pradesh,sambhal,202523,1,0,0,False
02-11-2025,west bengal,bankura,722110,1,0,0,False
02-11-2025,west bengal,bankura,722169,0,1,0,False
02-11-2025,west bengal,bankura,722180,0,1,0,False
02-11-2025,west bengal,darjeeling,734123,1,0,0,False
02-11-2025,west bengal,hooghly,712420,5,0,0,False
02-11-2025,west bengal,howrah,711415,1,0,0,False
02-11-2025,west bengal,murshidabad,742181,12,0,0,False
02-11-2025,west bengal,murshidabad,742191,2,0,0,False
02-11-2025,west bengal,murshidabad,742232,5,3,0,False
02-11-2025,west bengal,murshidabad,742307,1,0,0,False
02-11-2025,west bengal,south 24 parganas,743385,2,0,0,False
02-11-2025,west bengal,south 24 parganas,743391,4,1,0,False
02-11-2025,west bengal,uttar dinajpur,733150,1,0,0,False
02-11-2025,west bengal,uttar dinajpur,733214,2,1,0,False
02-11-2025,west bengal,uttar dinajpur,733216,6,4,0,False
02-11-2025,andhra pradesh,east godavari,533240,1,0,0,False
02-11-2025,andhra pradesh,kurnool,518319,1,0,0,False
02-11-2025,bihar,banka,813224,3,2,0,False
02-11-2025,bihar,begusarai,851219,2,0,0,False
02-11-2025,bihar,bhagalpur,813206,1,0,0,False
02-11-2025,bihar,bhagalpur,813231,1,0,0,False
02-11-2025,bihar,jehanabad,804454,1,2,0,False
02-11-2025,bihar,madhepura,852210,13,15,0,False
02-11-2025,bihar,munger,813321,2,8,0,False
02-11-2025,bihar,nawada,805108,0,3,0,False
02-11-2025,bihar,patna,800111,1,1,0,False
02-11-2025,bihar,samastipur,848237,2,3,0,False
02-11-2025,chhattisgarh,bijapur,494448,2,5,0,False
02-11-2025,chhattisgarh,dakshin bastar dantewada,494552,1,2,0,False
02-11-2025,chhattisgarh,kondagaon,494226,23,16,0,False
02-11-2025,chhattisgarh,rajnandgaon,491666,1,1,0,False
02-11-2025,chhattisgarh,uttar bastar kanker,494230,1,2,0,False
02-11-2025,chhattisgarh,uttar bastar kanker,494669,1,2,0,False
02-11-2025,dadra and nagar haveli and daman and diu,diu,362570,1,0,0,False
02-11-2025,gujarat,amreli,365565,3,1,0,False
02-11-2025,gujarat,amreli,365660,1,0,0,False
02-11-2025,gujarat,anand,388121,1,0,0,False
02-11-2025,rajasthan,pratapgarh,313605,10,3,0,False
02-11-2025,tamil nadu,chennai,600029,3,1,0,False
02-11-2025,tamil nadu,coimbatore,642124,1,0,0,False
02-11-2025,tamil nadu,kancheepuram,600027,1,0,0,False
02-11-2025,tamil nadu,kancheepuram,602109,1,1,0,False
02-11-2025,tamil nadu,kancheepuram,603202,6,0,0,False
02-11-2025,tamil nadu,madurai,625705,0,1,0,False
02-11-2025,tamil nadu,salem,636104,3,0,0,False
02-11-2025,tamil nadu,theni,625582,3,0,0,False
02-11-2025,telangana,hyderabad,500025,2,1,0,False
02-11-2025,telangana,mancherial,504215,1,0,0,False
02-11-2025,uttar pradesh,bara banki,227131,3,13,0,False
02-11-2025,uttar pradesh,bara banki,227301,2,2,0,False
02-11-2025,uttar pradesh,budaun,243621,0,1,0,False
02-11-2025,uttar pradesh,bulandshahr,202389,3,2,0,False
02-11-2025,uttar pradesh,bulandshahr,202390,4,5,0,False
02-11-2025,uttar pradesh,bulandshahr,202391,2,3,0,False
02-11-2025,uttar pradesh,bulandshahr,245403,1,2,0,False
02-11-2025,uttar pradesh,fatehpur,212662,0,1,0,False
02-11-2025,uttar pradesh,fatehpur,216221,4,1,0,False
02-11-2025,uttar pradesh,gautam buddha nagar,201308,5,2,0,False
02-11-2025,uttar pradesh,jaunpur,222108,0,1,0,False
02-11-2025,uttar pradesh,jaunpur,222111,1,0,0,False
02-11-2025,uttar pradesh,lucknow,227111,4,3,0,False
02-11-2025,uttar pradesh,mainpuri,205142,2,1,0,False
02-11-2025,uttar pradesh,moradabad,202411,18,7,0,False
02-11-2025,uttar pradesh,moradabad,202415,2,0,0,False
02-11-2025,uttar pradesh,saharanpur,247670,0,2,0,False
02-11-2025,uttar pradesh,sambhal,202414,4,0,0,False
02-11-2025,uttar pradesh,unnao,229503,2,6,0,False
02-11-2025,uttar pradesh,unnao,229841,4,0,0,False
02-11-2025,uttar pradesh,unnao,241504,20,17,0,False
02-11-2025,west bengal,bankura,722112,1,1,0,False
02-11-2025,west bengal,bankura,722145,4,1,0,False
02-11-2025,kerala,thiruvananthapuram,695581,1,1,0,False
02-11-2025,ladakh,kargil,194403,1,0,0,False
02-11-2025,madhya pradesh,alirajpur,457893,3,5,0,False
02-11-2025,madhya pradesh,dhar,454365,3,0,0,False
02-11-2025,madhya pradesh,tikamgarh,472446,2,0,0,False
02-11-2025,maharashtra,nagpur,440009,9,2,0,False
02-11-2025,maharashtra,nagpur,441002,2,0,0,False
02-11-2025,maharashtra,nanded,431646,2,1,0,False
02-11-2025,maharashtra,thane,421001,7,2,0,False
02-11-2025,maharashtra,thane,421003,2,0,0,False
02-11-2025,odisha,angul,759104,4,0,0,False
02-11-2025,punjab,jalandhar,144013,0,2,0,False
02-11-2025,punjab,jalandhar,144014,1,0,0,False
02-11-2025,rajasthan,chittorgarh,323306,1,0,0,False
02-11-2025,rajasthan,ganganagar,335771,0,1,0,False
02-11-2025,chandigarh,chandigarh,160103,1,0,0,False
02-11-2025,chhattisgarh,bastar,494005,1,0,0,False
02-11-2025,chhattisgarh,bastar,494115,1,7,0,False
02-11-2025,chhattisgarh,bijapur,494441,0,1,0,False
02-11-2025,chhattisgarh,bijapur,494447,8,3,0,False
02-11-2025,chhattisgarh,uttar bastar kanker,494665,1,1,0,False
02-11-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396240,3,0,0,False
02-11-2025,dadra and nagar haveli and daman and diu,daman,396210,2,0,0,False
02-11-2025,dadra and nagar haveli and daman and diu,daman,396220,1,0,0,False
02-11-2025,gujarat,ahmedabad,382440,2,1,0,False
02-11-2025,gujarat,amreli,365545,2,0,0,False
02-11-2025,gujarat,bhavnagar,365565,1,0,0,False
02-11-2025,gujarat,junagadh,362266,1,0,0,False
02-11-2025,gujarat,mahesana,382732,2,0,0,False
02-11-2025,gujarat,mahesana,382850,2,0,0,False
02-11-2025,gujarat,mahesana,384205,1,0,0,False
02-11-2025,gujarat,mahesana,384350,1,0,0,False
02-11-2025,gujarat,narmada,391121,1,0,0,False
02-11-2025,himachal pradesh,sirmaur,173028,1,0,0,False
02-11-2025,jammu and kashmir,jammu,184120,3,0,0,False
02-11-2025,jammu and kashmir,samba,184120,2,0,0,False
02-11-2025,jammu and kashmir,srinagar,191123,1,0,0,False
02-11-2025,jharkhand,ramgarh,829117,4,1,0,False
02-11-2025,jharkhand,simdega,835201,7,0,0,False
02-11-2025,andhra pradesh,east godavari,507129,3,1,0,False
02-11-2025,andhra pradesh,east godavari,507134,1,0,0,False
02-11-2025,bihar,banka,813127,3,1,0,False
02-11-2025,bihar,bhagalpur,813227,1,0,0,False
02-11-2025,bihar,nalanda,805130,3,3,0,False
02-11-2025,bihar,purnia,854206,4,10,0,False
02-11-2025,west bengal,cooch behar,736174,1,0,0,False
02-11-2025,west bengal,hooghly,712424,2,0,0,False
02-11-2025,west bengal,hooghly,712428,1,0,0,False
02-11-2025,west bengal,hooghly,712705,1,0,0,False
02-11-2025,west bengal,howrah,711326,1,1,0,False
02-11-2025,west bengal,malda,732147,0,1,0,False
02-11-2025,west bengal,malda,732212,3,0,0,False
02-11-2025,west bengal,murshidabad,742234,1,0,0,False
02-11-2025,west bengal,paschim medinipur,721141,1,0,0,False
02-11-2025,west bengal,paschim medinipur,721258,6,0,0,False
02-11-2025,west bengal,purba bardhaman,713167,1,0,0,False
02-11-2025,west bengal,purba medinipur,721666,1,0,0,False
02-11-2025,west bengal,uttar dinajpur,733144,2,0,0,False
03-11-2025,gujarat,mahesana,384212,2,0,0,False
03-11-2025,haryana,panchkula,134115,0,1,0,False
03-11-2025,himachal pradesh,mandi,176120,1,0,0,False
03-11-2025,himachal pradesh,mandi,176121,1,0,0,False
03-11-2025,himachal pradesh,mandi,176126,2,0,0,False
03-11-2025,jharkhand,east singhbhum,832110,0,1,0,False
03-11-2025,jharkhand,hazaribagh,825101,0,1,0,False
03-11-2025,jharkhand,ramgarh,829117,2,1,0,False
03-11-2025,karnataka,mysuru,570021,0,1,0,False
03-11-2025,madhya pradesh,alirajpur,457893,2,1,0,False
03-11-2025,madhya pradesh,gwalior,474005,0,2,1,False
03-11-2025,madhya pradesh,tikamgarh,472446,1,0,0,False
03-11-2025,maharashtra,jalgaon,425127,1,0,0,False
03-11-2025,maharashtra,mumbai,401210,1,0,0,False
03-11-2025,maharashtra,pune,412114,1,0,0,False
03-11-2025,puducherry,puducherry,605501,1,0,0,False
03-11-2025,rajasthan,jaipur,302025,0,1,0,False
03-11-2025,rajasthan,pratapgarh,313605,1,1,0,False
03-11-2025,rajasthan,udaipur,313015,1,0,0,False
03-11-2025,tamil nadu,kancheepuram,602109,1,0,0,False
03-11-2025,tamil nadu,nagapattinam,610211,0,1,0,False
03-11-2025,tamil nadu,the nilgiris,643104,1,0,0,False
03-11-2025,telangana,mahabubnagar,509401,1,0,0,False
03-11-2025,uttar pradesh,bara banki,227301,1,2,0,False
03-11-2025,uttar pradesh,budaun,202524,2,0,0,False
03-11-2025,uttar pradesh,bulandshahr,202390,2,2,0,False
03-11-2025,uttar pradesh,bulandshahr,202394,2,2,0,False
03-11-2025,uttar pradesh,bulandshahr,245412,2,1,0,False
03-11-2025,uttar pradesh,farrukhabad,207501,3,0,0,False
03-11-2025,uttar pradesh,farrukhabad,207504,1,2,0,False
03-11-2025,uttar pradesh,firozabad,205130,2,2,0,False
03-11-2025,uttar pradesh,firozabad,205147,0,1,0,False
03-11-2025,uttar pradesh,firozabad,205151,1,1,0,False
03-11-2025,uttar pradesh,kanpur dehat,209715,1,1,0,False
03-11-2025,uttar pradesh,lucknow,227111,2,2,0,False
03-11-2025,uttar pradesh,lucknow,227305,2,5,0,False
03-11-2025,uttar pradesh,mainpuri,205130,0,1,0,False
03-11-2025,west bengal,bankura,722163,1,1,0,False
03-11-2025,west bengal,bankura,722168,1,0,0,False
03-11-2025,west bengal,bankura,722181,1,0,0,False
03-11-2025,west bengal,dakshin dinajpur,733149,1,0,0,False
03-11-2025,west bengal,malda,732211,0,1,0,False
03-11-2025,west bengal,murshidabad,742162,0,1,0,False
03-11-2025,west bengal,murshidabad,742180,1,0,0,False
03-11-2025,west bengal,murshidabad,742231,1,0,0,False
03-11-2025,bihar,banka,813116,0,1,0,False
03-11-2025,bihar,bhojpur,802315,1,0,0,False
03-11-2025,west bengal,south 24 parganas,743384,1,0,0,False
03-11-2025,west bengal,uttar dinajpur,733211,4,0,0,False
03-11-2025,maharashtra,nanded,431646,1,0,0,False
03-11-2025,puducherry,puducherry,605106,2,0,0,False
03-11-2025,puducherry,puducherry,605110,1,0,0,False
03-11-2025,puducherry,yanam,533464,0,1,0,False
03-11-2025,rajasthan,pratapgarh,313611,1,1,0,False
03-11-2025,tamil nadu,cuddalore,607402,1,0,0,False
03-11-2025,tamil nadu,the nilgiris,643228,1,0,0,False
03-11-2025,bihar,aurangabad,824130,0,3,0,False
03-11-2025,bihar,begusarai,851119,1,0,0,False
03-11-2025,bihar,madhepura,852210,4,5,0,False
03-11-2025,bihar,nawada,805130,2,9,0,False
03-11-2025,bihar,purnia,854206,1,3,1,False
03-11-2025,bihar,saharsa,852210,1,0,0,False
03-11-2025,bihar,saran,841247,0,1,0,False
03-11-2025,chhattisgarh,korba,495453,1,0,0,False
03-11-2025,chhattisgarh,narayanpur,494661,5,3,0,False
03-11-2025,chhattisgarh,sukma,494115,1,0,0,False
03-11-2025,chhattisgarh,uttar bastar kanker,494230,1,0,0,False
03-11-2025,dadra and nagar haveli and daman and diu,dadra and nagar haveli,396235,1,0,0,False
03-11-2025,gujarat,amreli,365565,0,0,1,False
03-11-2025,gujarat,valsad,396230,1,0,0,False
03-11-2025,jharkhand,dumka,814145,0,2,0,False
03-11-2025,uttar pradesh,azamgarh,224166,1,0,0,False
03-11-2025,uttar pradesh,bulandshahr,202399,0,2,0,False
03-11-2025,uttar pradesh,bulandshahr,245408,3,2,0,False
03-11-2025,uttar pradesh,farrukhabad,207502,0,2,0,False
03-11-2025,uttar pradesh,firozabad,205145,2,3,0,False
03-11-2025,uttar pradesh,gautam buddha nagar,201308,0,2,0,False
03-11-2025,uttar pradesh,lucknow,227116,3,1,0,False
03-11-2025,uttar pradesh,lucknow,227309,0,1,0,False
03-11-2025,uttar pradesh,mau,121705,1,0,0,False
03-11-2025,uttar pradesh,moradabad,202411,1,0,0,False
03-11-2025,uttar pradesh,sambhal,202421,0,3,3,False
03-11-2025,uttar pradesh,sambhal,202527,0,6,2,False
03-11-2025,uttar pradesh,varanasi,221210,0,2,0,False
03-11-2025,uttarakhand,nainital,263002,1,0,0,False
03-11-2025,west bengal,bankura,722112,1,0,0,False
03-11-2025,west bengal,bankura,723168,2,0,0,False
03-11-2025,west bengal,birbhum,731213,4,0,0,False
03-11-2025,west bengal,hooghly,712247,1,0,0,False
03-11-2025,west bengal,jalpaiguri,735237,0,1,0,False
03-11-2025,west bengal,murshidabad,742232,1,1,0,False
03-11-2025,west bengal,paschim medinipur,721466,1,0,0,False
03-11-2025,west bengal,purba bardhaman,713167,1,0,0,False
03-11-2025,west bengal,purba bardhaman,713173,1,0,0,False
03-11-2025,west bengal,purba medinipur,721169,0,1,0,False
03-11-2025,west bengal,south 24 parganas,743507,1,0,0,False
03-11-2025,west bengal,uttar dinajpur,733144,1,0,0,False
03-11-2025,andhra pradesh,alluri sitharama raju,507129,1,0,0,False
03-11-2025,andhra pradesh,west godavari,507114,1,0,0,False
03-11-2025,assam,dhemaji,786110,1,1,0,False
03-11-2025,bihar,banka,813118,2,0,0,False
03-11-2025,bihar,jamui,811315,0,3,0,False
03-11-2025,bihar,munger,813321,0,4,0,False
03-11-2025,bihar,nawada,805108,0,2,1,False
03-11-2025,bihar,patna,800111,0,3,0,False
03-11-2025,bihar,vaishali,844131,0,1,0,False
03-11-2025,bihar,vaishali,844141,1,0,0,False
03-11-2025,chhattisgarh,bastar,494441,0,2,0,False
03-11-2025,chhattisgarh,gariyaband,494226,1,0,0,False
03-11-2025,chhattisgarh,kondagaon,494226,5,6,0,False
03-11-2025,chhattisgarh,sukma,494111,3,0,0,False
03-11-2025,chhattisgarh,uttar bastar kanker,494665,1,1,0,False
03-11-2025,dadra and nagar haveli and daman and diu,daman,396210,1,0,0,False
03-11-2025,gujarat,kachchh,370240,1,0,0,False
03-11-2025,gujarat,mahesana,382165,1,1,0,False
03-11-2025,gujarat,mahesana,382705,1,0,0,False
03-11-2025,gujarat,mahesana,382732,1,0,0,False
03-11-2025,gujarat,mahesana,382820,1,0,0,False
03-11-2025,gujarat,mahesana,382870,0,1,0,False
03-11-2025,gujarat,mahesana,384210,2,0,0,False
03-11-2025,gujarat,narmada,391121,1,0,0,False
03-11-2025,jammu and kashmir,udhampur,182117,1,0,0,False
03-11-2025,jharkhand,gumla,835324,2,1,0,False
03-11-2025,jharkhand,lohardaga,835304,0,1,0,False
03-11-2025,jharkhand,simdega,835201,4,0,0,False
03-11-2025,karnataka,dakshina kannada,575027,1,0,0,False
03-11-2025,madhya pradesh,bhopal,462032,1,0,0,False
03-11-2025,madhya pradesh,bhopal,462420,3,1,0,False
