date,state,district,pincode,age_0_5,age_5_17,age_18_greater,district_new
31-10-2025,west bengal,barddhaman,741316,1,0,0,
31-10-2025,west bengal,bardhaman,713145,2,0,0,
31-10-2025,west bengal,bardhaman,713422,1,1,0,
31-10-2025,west bengal,east midnapore,721602,2,0,0,
31-10-2025,west bengal,east midnapore,721626,3,0,0,
31-10-2025,west bengal,east midnapore,721636,1,0,0,
31-10-2025,west bengal,haora,711302,2,3,0,
31-10-2025,west bengal,haora,711315,1,0,0,
31-10-2025,west bengal,haora,711316,2,2,0,
31-10-2025,west bengal,haora,711322,1,1,0,
31-10-2025,west bengal,hugli,712248,1,0,0,
31-10-2025,west bengal,medinipur,721133,0,1,0,
31-10-2025,west bengal,medinipur,721305,0,1,0,
31-10-2025,west bengal,north dinajpur,733134,1,0,0,
31-10-2025,west bengal,south dinajpur,733121,2,0,0,
31-10-2025,west bengal,south dinajpur,733141,1,0,0,
31-10-2025,west bengal,west midnapore,721150,2,1,0,
31-10-2025,west bengal,west midnapore,721304,3,0,0,
31-10-2025,west bengal,west midnapore,721305,1,0,0,
31-10-2025,west bengal,west midnapore,721451,1,0,0,
31-10-2025,chhattisgarh,koriya,497449,2,3,0,
31-10-2025,chhattisgarh,koriya,497451,1,0,0,
31-10-2025,delhi,north east delhi,110053,28,8,0,
31-10-2025,delhi,north west delhi,110036,7,3,0,
31-10-2025,delhi,north west delhi,110052,11,3,0,
31-10-2025,delhi,north west delhi,110081,8,1,0,
31-10-2025,delhi,north west delhi,110089,0,1,0,
31-10-2025,delhi,south west delhi,110023,2,0,0,
31-10-2025,delhi,south west delhi,110064,4,1,0,
31-10-2025,delhi,south west delhi,110066,1,0,0,
31-10-2025,gujarat,dohad,389140,0,1,0,
31-10-2025,gujarat,dohad,389146,1,0,0,
31-10-2025,gujarat,dohad,389170,2,0,0,
31-10-2025,gujarat,dohad,389172,1,0,0,
31-10-2025,haryana,gurgaon,122001,27,5,1,
31-10-2025,haryana,gurgaon,122413,2,0,0,
31-10-2025,haryana,gurgaon,122505,0,1,0,
31-10-2025,haryana,mewat,122104,19,1,0,
31-10-2025,haryana,mewat,122107,12,2,0,
31-10-2025,jammu and kashmir,kargil,194301,1,1,0,
31-10-2025,jammu and kashmir,leh,194101,2,0,0,
31-10-2025,jammu and kashmir,leh,194104,2,0,0,
31-10-2025,jammu and kashmir,leh,194401,1,1,0,
31-10-2025,jharkhand,pashchimi singhbhum,833215,1,0,0,
31-10-2025,jharkhand,purbi singhbhum,831007,1,0,0,
31-10-2025,jharkhand,purbi singhbhum,831012,1,0,0,
31-10-2025,karnataka,bangalore,560004,2,1,0,
31-10-2025,karnataka,bangalore,560010,2,0,0,
31-10-2025,karnataka,bangalore,560021,3,0,0,
31-10-2025,karnataka,bangalore,560040,2,0,0,
31-10-2025,karnataka,bangalore,560050,4,0,0,
31-10-2025,karnataka,bangalore,560057,1,0,0,
31-10-2025,karnataka,bangalore,560068,2,1,0,
31-10-2025,karnataka,bangalore,560076,1,1,0,
31-10-2025,karnataka,bangalore,560082,1,0,0,
31-10-2025,karnataka,bangalore,560084,4,0,0,
31-10-2025,karnataka,bangalore,560085,2,0,0,
31-10-2025,karnataka,bangalore,560096,3,0,0,
31-10-2025,karnataka,bangalore,560100,2,1,0,
31-10-2025,karnataka,bangalore,562110,1,0,0,
31-10-2025,karnataka,belgaum,590001,2,1,0,
31-10-2025,karnataka,belgaum,590005,2,1,0,
31-10-2025,karnataka,belgaum,591103,1,0,0,
31-10-2025,karnataka,belgaum,591117,1,0,0,
31-10-2025,karnataka,belgaum,591118,1,0,0,
31-10-2025,karnataka,belgaum,591123,5,0,0,
31-10-2025,karnataka,belgaum,591127,1,1,0,
31-10-2025,karnataka,belgaum,591143,1,0,0,
31-10-2025,karnataka,belgaum,591153,1,0,0,
31-10-2025,karnataka,belgaum,591211,1,0,0,
31-10-2025,karnataka,belgaum,591222,4,0,0,
31-10-2025,karnataka,belgaum,591226,3,0,0,
31-10-2025,karnataka,belgaum,591230,2,0,0,
31-10-2025,karnataka,belgaum,591233,4,0,0,
31-10-2025,karnataka,belgaum,591242,1,0,0,
31-10-2025,karnataka,belgaum,591248,0,1,0,
31-10-2025,karnataka,belgaum,591287,0,1,0,
31-10-2025,karnataka,belgaum,591307,5,0,0,
31-10-2025,karnataka,bellary,583101,13,1,0,
31-10-2025,karnataka,bellary,583103,9,1,0,
31-10-2025,karnataka,bellary,583114,2,0,0,
31-10-2025,karnataka,bellary,583123,1,0,0,
31-10-2025,karnataka,bellary,583129,3,0,0,
31-10-2025,karnataka,bellary,583135,1,1,0,
31-10-2025,karnataka,bellary,583239,2,0,0,
31-10-2025,karnataka,bengaluru,560008,2,0,2,
31-10-2025,karnataka,bengaluru,560011,3,0,1,
31-10-2025,karnataka,bengaluru,560023,4,0,0,
31-10-2025,karnataka,bengaluru,560027,1,1,0,
31-10-2025,karnataka,bengaluru,560035,3,4,2,
31-10-2025,karnataka,bengaluru,560040,1,1,0,
31-10-2025,karnataka,bengaluru,560043,5,1,3,
31-10-2025,karnataka,bengaluru,560055,0,2,1,
31-10-2025,karnataka,bengaluru,560099,5,1,0,
31-10-2025,karnataka,bengaluru,560108,1,0,0,
31-10-2025,karnataka,bengaluru,560110,1,0,0,
31-10-2025,karnataka,bengaluru,562107,4,3,0,
31-10-2025,karnataka,bengaluru,562123,2,0,0,
31-10-2025,karnataka,bengaluru,562149,4,0,0,
31-10-2025,karnataka,bijapur,586111,1,0,0,
31-10-2025,karnataka,bijapur,586112,3,0,0,
31-10-2025,karnataka,bijapur,586115,3,0,0,
31-10-2025,karnataka,bijapur,586124,1,0,0,
31-10-2025,karnataka,bijapur,586204,1,0,0,
31-10-2025,karnataka,bijapur,586207,0,1,0,
31-10-2025,karnataka,bijapur,586208,0,1,0,
31-10-2025,karnataka,bijapur,586214,5,5,0,
31-10-2025,karnataka,bijapur,586245,1,1,0,
31-10-2025,karnataka,gulbarga,585102,5,0,0,
31-10-2025,karnataka,gulbarga,585306,1,1,0,
31-10-2025,karnataka,gulbarga,585316,3,0,0,
31-10-2025,karnataka,gulbarga,585321,1,0,0,
31-10-2025,karnataka,mysore,570015,1,0,0,
31-10-2025,karnataka,mysore,570021,1,0,0,
31-10-2025,karnataka,mysore,571102,1,0,0,
31-10-2025,karnataka,mysore,571103,3,1,0,
31-10-2025,karnataka,mysore,571104,2,1,0,
31-10-2025,karnataka,mysore,571105,8,1,0,
31-10-2025,karnataka,mysore,571108,1,0,0,
31-10-2025,karnataka,mysore,571110,2,0,0,
31-10-2025,karnataka,mysore,571118,5,0,0,
31-10-2025,karnataka,mysore,571119,1,0,0,
31-10-2025,karnataka,mysore,571125,2,1,0,
31-10-2025,karnataka,mysore,571129,1,0,0,
31-10-2025,karnataka,mysore,571130,2,0,0,
31-10-2025,karnataka,mysore,571302,1,1,0,
31-10-2025,karnataka,mysore,571311,2,1,0,
31-10-2025,karnataka,mysore,571312,3,0,0,
31-10-2025,karnataka,mysore,571604,6,0,0,
31-10-2025,karnataka,ramanagar,562109,5,0,0,
31-10-2025,karnataka,ramanagar,562112,5,2,0,
31-10-2025,karnataka,ramanagar,562117,13,3,0,
31-10-2025,karnataka,ramanagar,562127,6,0,0,
31-10-2025,karnataka,ramanagar,562131,3,1,0,
31-10-2025,karnataka,ramanagar,562160,8,0,0,
31-10-2025,madhya pradesh,east nimar,450771,2,1,0,
31-10-2025,madhya pradesh,hoshangabad,461990,12,6,0,
31-10-2025,maharashtra,ahmadnagar,413705,5,1,0,
31-10-2025,maharashtra,ahmadnagar,413708,1,1,0,
31-10-2025,maharashtra,ahmadnagar,413709,2,0,0,
31-10-2025,maharashtra,ahmadnagar,413714,4,0,0,
31-10-2025,maharashtra,ahmadnagar,414002,2,1,0,
31-10-2025,maharashtra,ahmadnagar,414105,0,1,0,
31-10-2025,maharashtra,ahmadnagar,414306,1,0,0,
31-10-2025,maharashtra,ahmadnagar,414403,1,0,0,
31-10-2025,maharashtra,ahmadnagar,414505,1,1,0,
31-10-2025,maharashtra,ahmadnagar,414605,8,0,0,
31-10-2025,maharashtra,ahmadnagar,422601,10,0,0,
31-10-2025,maharashtra,ahmadnagar,422611,4,0,0,
31-10-2025,maharashtra,ahmed nagar,413201,1,0,0,
31-10-2025,maharashtra,aurangabad,431002,2,0,0,
31-10-2025,maharashtra,aurangabad,431006,0,1,0,
31-10-2025,maharashtra,aurangabad,431008,1,0,0,
31-10-2025,maharashtra,aurangabad,431104,4,0,0,
31-10-2025,maharashtra,aurangabad,431105,2,1,0,
31-10-2025,maharashtra,aurangabad,431109,3,2,0,
31-10-2025,maharashtra,aurangabad,431110,2,1,0,
31-10-2025,maharashtra,aurangabad,431111,9,0,0,
31-10-2025,maharashtra,aurangabad,431134,5,0,0,
31-10-2025,maharashtra,aurangabad,431136,7,0,0,
31-10-2025,maharashtra,aurangabad,431147,2,0,0,
31-10-2025,maharashtra,bid,414203,0,2,0,
31-10-2025,maharashtra,bid,431122,0,1,0,
31-10-2025,maharashtra,bid,431131,2,2,0,
31-10-2025,maharashtra,osmanabad,413502,4,2,0,
31-10-2025,maharashtra,osmanabad,413604,0,1,0,
31-10-2025,maharashtra,osmanabad,413605,3,0,0,
31-10-2025,maharashtra,osmanabad,413606,2,1,0,
31-10-2025,maharashtra,osmanabad,413608,1,0,0,
31-10-2025,manipur,imphal east,795003,1,1,0,
31-10-2025,manipur,imphal west,795002,0,2,0,
31-10-2025,manipur,imphal west,795009,1,0,0,
31-10-2025,manipur,imphal west,795113,3,3,0,
31-10-2025,manipur,imphal west,795140,1,1,0,
31-10-2025,meghalaya,east jaintia hills,793200,3,5,4,
31-10-2025,meghalaya,east khasi hills,793002,2,0,0,
31-10-2025,meghalaya,east khasi hills,793006,0,2,0,
31-10-2025,meghalaya,east khasi hills,793009,0,2,0,
31-10-2025,meghalaya,east khasi hills,793010,2,1,0,
31-10-2025,meghalaya,east khasi hills,793121,3,12,0,
31-10-2025,meghalaya,south garo hills,794005,2,8,0,
31-10-2025,meghalaya,south garo hills,794107,0,2,0,
31-10-2025,meghalaya,west garo hills,794101,0,1,0,
31-10-2025,odisha,baleshwar,756024,2,0,0,
31-10-2025,odisha,baleshwar,756026,2,0,0,
31-10-2025,odisha,baleshwar,756034,1,0,0,
31-10-2025,odisha,baleshwar,756047,2,0,0,
31-10-2025,odisha,baleswar,756019,1,1,0,
31-10-2025,odisha,baleswar,756022,0,1,0,
31-10-2025,odisha,baleswar,756023,3,2,0,
31-10-2025,odisha,baleswar,756027,2,1,0,
31-10-2025,odisha,baleswar,756033,1,1,0,
31-10-2025,odisha,baleswar,756034,1,0,0,
31-10-2025,odisha,baleswar,756035,3,2,0,
31-10-2025,odisha,baleswar,756041,1,0,0,
31-10-2025,odisha,baleswar,756043,1,0,0,
31-10-2025,odisha,baleswar,756049,1,0,0,
31-10-2025,odisha,baleswar,756134,1,0,0,
31-10-2025,puducherry,pondicherry,605012,1,0,0,
31-10-2025,punjab,nawanshahr,144503,1,0,0,
31-10-2025,punjab,nawanshahr,144514,1,0,0,
31-10-2025,sikkim,east,737102,2,0,0,
31-10-2025,sikkim,south sikkim,737132,0,1,0,
31-10-2025,sikkim,west,737111,0,1,0,
31-10-2025,telangana,k.v. rangareddy,500005,4,1,0,
31-10-2025,telangana,k.v. rangareddy,500018,1,1,0,
31-10-2025,telangana,k.v. rangareddy,500030,2,1,0,
31-10-2025,telangana,k.v. rangareddy,500032,2,0,2,
31-10-2025,telangana,k.v. rangareddy,500043,1,0,0,
31-10-2025,telangana,k.v. rangareddy,500048,10,3,0,
31-10-2025,telangana,k.v. rangareddy,500068,3,1,0,
31-10-2025,telangana,k.v. rangareddy,500078,1,0,0,
31-10-2025,telangana,k.v. rangareddy,500087,1,1,0,
31-10-2025,telangana,k.v. rangareddy,500098,1,0,0,
31-10-2025,telangana,k.v. rangareddy,500107,0,1,0,
31-10-2025,telangana,k.v. rangareddy,501142,4,0,0,
31-10-2025,telangana,k.v. rangareddy,501143,1,1,0,
31-10-2025,telangana,k.v. rangareddy,501203,3,1,0,
31-10-2025,telangana,k.v. rangareddy,501510,3,0,0,
31-10-2025,telangana,k.v. rangareddy,509228,1,0,0,
31-10-2025,telangana,k.v. rangareddy,509340,3,1,0,
31-10-2025,uttar pradesh,allahabad,211013,6,6,0,
31-10-2025,uttar pradesh,allahabad,212106,6,1,0,
31-10-2025,uttar pradesh,allahabad,212302,1,1,0,
31-10-2025,uttar pradesh,allahabad,212305,2,5,0,
31-10-2025,uttar pradesh,allahabad,212503,1,2,0,
31-10-2025,uttar pradesh,jyotiba phule nagar,244236,1,0,0,
31-10-2025,west bengal,barddhaman,713101,1,0,0,
31-10-2025,west bengal,barddhaman,713125,3,0,0,
31-10-2025,west bengal,barddhaman,713147,1,0,0,
31-10-2025,west bengal,barddhaman,713154,1,1,0,
31-10-2025,west bengal,barddhaman,713302,2,0,0,
31-10-2025,west bengal,barddhaman,713334,1,0,0,
31-10-2025,west bengal,barddhaman,713344,0,1,0,
31-10-2025,west bengal,barddhaman,713346,1,1,0,
31-10-2025,west bengal,barddhaman,713369,1,0,0,
31-10-2025,west bengal,barddhaman,713403,1,0,0,
31-10-2025,west bengal,barddhaman,713405,8,1,0,
31-10-2025,west bengal,barddhaman,713422,9,2,0,
31-10-2025,west bengal,barddhaman,713424,6,0,0,
31-10-2025,west bengal,barddhaman,713514,2,0,0,
31-10-2025,west bengal,barddhaman,713515,1,0,0,
31-10-2025,west bengal,bardhaman,713502,0,1,0,
31-10-2025,west bengal,bardhaman,713514,0,1,0,
31-10-2025,west bengal,east midnapore,721401,1,0,0,
31-10-2025,west bengal,east midnapore,721425,1,0,0,
31-10-2025,west bengal,east midnapore,721429,1,1,1,
31-10-2025,west bengal,east midnapore,721431,0,1,0,
31-10-2025,west bengal,east midnapore,721446,3,0,0,
31-10-2025,west bengal,east midnapore,721601,6,0,0,
31-10-2025,west bengal,east midnapore,721655,2,0,0,
31-10-2025,west bengal,west midnapore,721133,2,2,0,
31-10-2025,west bengal,west midnapore,721149,0,1,0,
31-10-2025,west bengal,west midnapore,721201,3,1,0,
31-10-2025,west bengal,west midnapore,721457,1,0,0,
31-10-2025,west bengal,west midnapore,721506,3,0,0,
31-10-2025,west bengal,west midnapore,721517,0,1,0,
31-10-2025,andhra pradesh,adilabad,504001,1,0,0,
31-10-2025,andhra pradesh,adilabad,504307,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516002,5,0,0,
31-10-2025,andhra pradesh,cuddapah,516107,3,0,0,
31-10-2025,andhra pradesh,cuddapah,516152,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516268,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516293,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516312,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516349,2,0,0,
31-10-2025,andhra pradesh,cuddapah,516359,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516390,5,0,0,
31-10-2025,andhra pradesh,cuddapah,516433,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516434,3,0,0,
31-10-2025,andhra pradesh,cuddapah,516464,1,0,0,
31-10-2025,andhra pradesh,cuddapah,516474,1,0,0,
31-10-2025,andhra pradesh,hyderabad,500002,4,0,0,
31-10-2025,andhra pradesh,hyderabad,500027,1,0,0,
31-10-2025,andhra pradesh,hyderabad,500044,1,1,0,
31-10-2025,andhra pradesh,hyderabad,500049,0,1,0,
31-10-2025,andhra pradesh,hyderabad,500053,5,4,0,
31-10-2025,andhra pradesh,hyderabad,500072,2,0,0,
31-10-2025,andhra pradesh,karimnagar,505122,0,1,0,
31-10-2025,andhra pradesh,khammam,507001,0,1,0,
31-10-2025,andhra pradesh,khammam,507210,1,0,0,
31-10-2025,andhra pradesh,mahabub nagar,509301,0,2,0,
31-10-2025,andhra pradesh,mahabub nagar,509353,0,1,0,
31-10-2025,andhra pradesh,mahbubnagar,509129,1,1,0,
31-10-2025,andhra pradesh,mahbubnagar,509205,1,0,0,
31-10-2025,andhra pradesh,mahbubnagar,509210,2,0,0,
31-10-2025,andhra pradesh,mahbubnagar,509381,1,0,0,
31-10-2025,andhra pradesh,n. t. r,521183,1,0,0,
31-10-2025,andhra pradesh,nizamabad,503175,1,0,0,
31-10-2025,andhra pradesh,nizamabad,503202,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500005,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500048,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500089,1,0,0,
31-10-2025,andhra pradesh,rangareddi,500090,0,1,0,
31-10-2025,andhra pradesh,rangareddi,501505,2,0,0,
31-10-2025,andhra pradesh,rangareddi,509325,1,0,0,
31-10-2025,andhra pradesh,warangal,506003,1,0,0,
31-10-2025,andhra pradesh,warangal,506301,1,0,0,
31-10-2025,assam,karimganj,788701,2,3,0,
31-10-2025,assam,karimganj,788733,1,0,0,
31-10-2025,assam,karimganj,788736,1,1,0,
31-10-2025,bihar,east champaran,845303,3,10,2,
31-10-2025,bihar,east champaran,845411,3,2,0,
31-10-2025,bihar,east champaran,845412,5,0,0,
31-10-2025,bihar,east champaran,845417,0,2,0,
31-10-2025,bihar,east champaran,845428,1,1,0,
31-10-2025,bihar,east champaran,845432,5,3,0,
31-10-2025,bihar,east champaran,845458,2,2,0,
31-10-2025,bihar,east champaran,855456,1,0,0,
31-10-2025,bihar,west champaran,845102,0,1,0,
31-10-2025,bihar,west champaran,845105,3,5,0,
31-10-2025,bihar,west champaran,845306,3,6,1,
31-10-2025,bihar,west champaran,845307,8,10,1,
31-10-2025,bihar,west champaran,845404,4,12,0,
31-10-2025,bihar,west champaran,845438,20,15,1,
31-10-2025,bihar,west champaran,845449,8,15,2,
31-10-2025,bihar,west champaran,845455,3,10,2,
31-10-2025,chhattisgarh,baloda bazar,493229,11,0,0,
31-10-2025,haryana,gurgaon,122004,3,0,0,
31-10-2025,haryana,gurgaon,122051,2,1,0,
31-10-2025,haryana,mewat,122508,47,2,0,
31-10-2025,jammu and kashmir,leh,194201,1,0,0,
31-10-2025,jammu and kashmir,punch,185101,5,2,0,
31-10-2025,jharkhand,pashchimi singhbhum,833201,3,4,0,
31-10-2025,jharkhand,purbi singhbhum,831001,3,0,0,
31-10-2025,jharkhand,purbi singhbhum,831005,2,1,0,
31-10-2025,jharkhand,purbi singhbhum,831008,1,1,0,
31-10-2025,jharkhand,purbi singhbhum,831009,1,0,0,
31-10-2025,jharkhand,purbi singhbhum,832110,3,0,0,
31-10-2025,karnataka,bangalore,560008,3,0,0,
31-10-2025,karnataka,bangalore,560011,5,0,0,
31-10-2025,karnataka,bangalore,560017,1,1,0,
31-10-2025,karnataka,bangalore,560019,1,0,0,
31-10-2025,karnataka,bangalore,560023,4,0,0,
31-10-2025,karnataka,bangalore,560037,2,0,0,
31-10-2025,karnataka,bangalore,560073,2,0,0,
31-10-2025,karnataka,bangalore,560078,4,1,0,
31-10-2025,karnataka,bangalore,560092,1,0,0,
31-10-2025,karnataka,bangalore,560099,1,2,0,
31-10-2025,karnataka,bangalore,561203,1,0,0,
31-10-2025,karnataka,belgaum,590014,1,0,0,
31-10-2025,karnataka,belgaum,591102,6,0,0,
31-10-2025,karnataka,belgaum,591130,1,0,0,
31-10-2025,karnataka,belgaum,591217,1,1,0,
31-10-2025,karnataka,belgaum,591237,4,0,0,
31-10-2025,karnataka,belgaum,591238,0,1,0,
31-10-2025,karnataka,belgaum,591302,1,0,0,
31-10-2025,karnataka,belgaum,591317,6,1,0,
31-10-2025,karnataka,belgaum,591340,1,0,0,
31-10-2025,karnataka,bellary,583115,7,0,0,
31-10-2025,karnataka,bellary,583119,1,1,0,
31-10-2025,karnataka,bellary,583134,3,0,0,
31-10-2025,karnataka,bellary,583217,2,0,0,
31-10-2025,karnataka,bellary,583223,5,0,0,
31-10-2025,karnataka,bengaluru,560001,4,1,0,
31-10-2025,karnataka,bengaluru,560015,1,0,0,
31-10-2025,karnataka,bengaluru,560021,3,1,0,
31-10-2025,karnataka,bengaluru,560029,6,2,0,
31-10-2025,karnataka,bengaluru,560033,1,2,0,
31-10-2025,karnataka,bengaluru,560034,1,0,0,
31-10-2025,karnataka,bengaluru,560036,10,1,2,
31-10-2025,karnataka,bengaluru,560037,4,3,3,
31-10-2025,karnataka,bengaluru,560041,1,0,0,
31-10-2025,karnataka,bengaluru,560049,1,3,2,
31-10-2025,karnataka,bengaluru,560053,1,0,0,
31-10-2025,karnataka,bengaluru,560054,2,0,0,
31-10-2025,karnataka,bengaluru,560075,0,0,1,
31-10-2025,karnataka,bengaluru,560076,3,3,1,
31-10-2025,karnataka,bengaluru,560078,13,3,1,
31-10-2025,karnataka,bengaluru,560085,2,1,0,
31-10-2025,karnataka,bengaluru,560086,2,1,0,
31-10-2025,karnataka,bengaluru,560091,8,2,0,
31-10-2025,karnataka,bengaluru,560092,1,0,1,
31-10-2025,karnataka,bengaluru,560109,1,0,0,
31-10-2025,karnataka,bengaluru,562157,2,0,0,
31-10-2025,karnataka,bijapur,586102,1,0,0,
31-10-2025,karnataka,bijapur,586103,1,1,0,
31-10-2025,karnataka,bijapur,586113,5,2,0,
31-10-2025,karnataka,bijapur,586116,2,0,0,
31-10-2025,karnataka,bijapur,586125,5,1,0,
31-10-2025,karnataka,bijapur,586128,13,0,0,
31-10-2025,karnataka,bijapur,586130,1,1,0,
31-10-2025,karnataka,bijapur,586203,2,1,0,
31-10-2025,karnataka,bijapur,586209,5,0,0,
31-10-2025,karnataka,bijapur,586210,2,0,0,
31-10-2025,karnataka,bijapur,586211,3,2,0,
31-10-2025,karnataka,bijapur,586212,1,0,0,
31-10-2025,karnataka,gulbarga,585104,13,4,0,
31-10-2025,karnataka,gulbarga,585214,2,0,0,
31-10-2025,karnataka,gulbarga,585236,0,1,0,
31-10-2025,karnataka,gulbarga,585301,5,3,0,
31-10-2025,karnataka,gulbarga,585303,4,0,0,
31-10-2025,karnataka,gulbarga,585307,2,0,0,
31-10-2025,karnataka,gulbarga,585313,3,0,0,
31-10-2025,karnataka,gulbarga,585314,3,0,0,
31-10-2025,karnataka,gulbarga,585320,1,0,0,
31-10-2025,karnataka,gulbarga,585322,2,0,0,
31-10-2025,karnataka,gulbarga,585324,10,2,0,
31-10-2025,karnataka,mysore,570003,3,0,0,
31-10-2025,karnataka,mysore,570023,1,0,0,
31-10-2025,karnataka,mysore,571124,8,0,0,
31-10-2025,karnataka,mysore,571314,0,2,0,
31-10-2025,karnataka,mysore,571601,3,0,0,
31-10-2025,karnataka,mysore,571608,2,1,0,
31-10-2025,karnataka,mysore,571617,3,0,0,
31-10-2025,karnataka,ramanagar,562108,1,0,0,
31-10-2025,karnataka,ramanagar,562119,4,0,0,
31-10-2025,karnataka,ramanagar,562121,3,1,0,
31-10-2025,karnataka,ramanagar,562159,13,0,0,
31-10-2025,karnataka,ramanagar,571511,1,0,0,
31-10-2025,madhya pradesh,east nimar,450110,2,0,0,
31-10-2025,madhya pradesh,east nimar,450881,2,3,0,
31-10-2025,madhya pradesh,hoshangabad,461111,20,1,0,
31-10-2025,madhya pradesh,hoshangabad,461115,5,0,0,
31-10-2025,madhya pradesh,hoshangabad,461221,8,1,0,
31-10-2025,madhya pradesh,hoshangabad,461661,0,1,0,
31-10-2025,madhya pradesh,hoshangabad,461881,3,1,0,
31-10-2025,maharashtra,ahmadnagar,413703,2,1,0,
31-10-2025,maharashtra,ahmadnagar,413706,1,0,0,
31-10-2025,maharashtra,ahmadnagar,413736,0,1,0,
31-10-2025,maharashtra,ahmadnagar,414001,10,0,0,
31-10-2025,maharashtra,ahmadnagar,414301,3,0,0,
31-10-2025,maharashtra,ahmadnagar,414402,4,0,0,
31-10-2025,maharashtra,ahmadnagar,414503,3,0,0,
31-10-2025,maharashtra,ahmadnagar,414603,5,1,0,
31-10-2025,maharashtra,ahmadnagar,422604,2,0,0,
31-10-2025,maharashtra,ahmadnagar,422620,1,0,1,
31-10-2025,maharashtra,ahmadnagar,423107,1,0,0,
31-10-2025,maharashtra,ahmadnagar,423604,1,0,0,
31-10-2025,maharashtra,ahmed nagar,422605,1,0,0,
31-10-2025,maharashtra,aurangabad,423702,2,0,0,
31-10-2025,maharashtra,aurangabad,431101,4,0,0,
31-10-2025,maharashtra,aurangabad,431103,9,3,0,
31-10-2025,maharashtra,aurangabad,431112,6,3,0,
31-10-2025,maharashtra,aurangabad,431113,2,1,0,
31-10-2025,maharashtra,aurangabad,431115,3,0,0,
31-10-2025,maharashtra,aurangabad,431117,1,0,0,
31-10-2025,maharashtra,aurangabad,431132,2,0,0,
31-10-2025,maharashtra,osmanabad,413506,2,0,0,
31-10-2025,maharashtra,osmanabad,413528,0,1,0,
31-10-2025,maharashtra,osmanabad,413603,2,0,0,
31-10-2025,telangana,k.v. rangareddy,500019,2,0,0,
31-10-2025,telangana,k.v. rangareddy,500046,0,1,0,
31-10-2025,telangana,k.v. rangareddy,500050,3,1,0,
31-10-2025,telangana,k.v. rangareddy,500052,12,1,0,
31-10-2025,telangana,k.v. rangareddy,500055,1,0,0,
31-10-2025,telangana,k.v. rangareddy,500070,8,2,0,
31-10-2025,telangana,k.v. rangareddy,501144,0,1,0,
31-10-2025,telangana,k.v. rangareddy,509339,2,0,0,
31-10-2025,telangana,k.v. rangareddy,509358,1,2,0,
31-10-2025,uttar pradesh,allahabad,211003,4,4,0,
31-10-2025,uttar pradesh,allahabad,211006,1,2,0,
31-10-2025,uttar pradesh,allahabad,211011,5,2,0,
31-10-2025,uttar pradesh,allahabad,212109,1,2,0,
31-10-2025,uttar pradesh,allahabad,212208,3,3,0,
31-10-2025,uttar pradesh,allahabad,212301,1,5,0,
31-10-2025,uttar pradesh,allahabad,221507,0,6,2,
31-10-2025,uttar pradesh,allahabad,221508,1,4,0,
31-10-2025,uttar pradesh,allahabad,229412,2,2,0,
31-10-2025,west bengal,barddhaman,713103,1,0,0,
31-10-2025,west bengal,barddhaman,713122,5,0,0,
31-10-2025,west bengal,barddhaman,713123,1,0,0,
31-10-2025,west bengal,barddhaman,713150,2,0,0,
31-10-2025,west bengal,barddhaman,713203,0,1,0,
31-10-2025,west bengal,barddhaman,713323,1,0,0,
31-10-2025,west bengal,barddhaman,713325,2,1,0,
31-10-2025,west bengal,barddhaman,713330,1,0,0,
31-10-2025,west bengal,barddhaman,713357,2,1,0,
31-10-2025,west bengal,barddhaman,713362,1,1,0,
31-10-2025,west bengal,barddhaman,713401,1,0,0,
31-10-2025,west bengal,barddhaman,713408,2,0,0,
31-10-2025,west bengal,barddhaman,713428,1,0,0,
31-10-2025,west bengal,barddhaman,713502,3,1,0,
31-10-2025,west bengal,bardhaman,713301,0,1,0,
31-10-2025,west bengal,bardhaman,713324,1,0,0,
31-10-2025,west bengal,bardhaman,713407,0,1,0,
31-10-2025,west bengal,bardhaman,713519,2,0,0,
31-10-2025,west bengal,east midnapore,721443,1,0,0,
31-10-2025,west bengal,east midnapore,721461,1,0,0,
31-10-2025,west bengal,east midnapore,721628,1,0,0,
31-10-2025,west bengal,east midnapore,721631,1,0,0,
31-10-2025,west bengal,east midnapore,721650,1,0,0,
31-10-2025,west bengal,haora,711104,2,0,0,
31-10-2025,west bengal,haora,711108,1,0,0,
31-10-2025,west bengal,haora,711113,0,1,0,
31-10-2025,west bengal,haora,711408,2,0,0,
31-10-2025,west bengal,hugli,712149,0,1,0,
31-10-2025,west bengal,hugli,712311,1,0,0,
31-10-2025,west bengal,north dinajpur,733144,0,1,0,
31-10-2025,west bengal,south dinajpur,733126,1,0,0,
31-10-2025,west bengal,west midnapore,721101,2,3,0,
31-10-2025,west bengal,west midnapore,721124,1,0,0,
31-10-2025,west bengal,west midnapore,721135,0,1,0,
