date,state,district,pincode,age_0_5,age_5_17,age_18_greater
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502335,3,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524124,3,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524142,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524152,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524201,10,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524303,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524313,0,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524322,4,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524345,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524409,2,0,0
17-10-2025,haryana,yamunanagar,133103,2,0,0
17-10-2025,haryana,yamunanagar,135001,34,1,0
17-10-2025,haryana,yamunanagar,135003,8,0,0
17-10-2025,haryana,yamunanagar,135021,4,0,0
17-10-2025,haryana,yamunanagar,135102,4,0,0
17-10-2025,jharkhand,saraikela kharsawan,831012,1,1,0
17-10-2025,jharkhand,saraikela kharsawan,832401,9,5,0
17-10-2025,jharkhand,saraikela kharsawan,832403,2,0,0
17-10-2025,jharkhand,saraikela kharsawan,833216,2,2,0
17-10-2025,madhya pradesh,khandwa (east nimar),450110,3,3,0
17-10-2025,madhya pradesh,khandwa (east nimar),450114,0,2,0
17-10-2025,madhya pradesh,khandwa (east nimar),450881,1,2,0
17-10-2025,madhya pradesh,khandwa (east nimar),451115,0,1,0
17-10-2025,madhya pradesh,khargone (west nimar),451115,8,2,0
17-10-2025,maharashtra,chhatrapati sambhajinagar,431102,1,0,0
17-10-2025,maharashtra,mumbai,400002,3,0,0
17-10-2025,maharashtra,mumbai,400005,2,0,0
17-10-2025,maharashtra,mumbai,400007,1,0,0
17-10-2025,maharashtra,mumbai,400008,7,2,0
17-10-2025,maharashtra,mumbai,400013,3,0,0
17-10-2025,maharashtra,mumbai,400014,2,0,0
17-10-2025,maharashtra,mumbai,400018,2,0,0
17-10-2025,maharashtra,mumbai,400030,1,0,0
17-10-2025,maharashtra,mumbai,400078,2,0,0
17-10-2025,telangana,kumuram bheem asifabad,504313,4,0,0
17-10-2025,telangana,medchal malkajgiri,500056,3,1,0
17-10-2025,telangana,medchal malkajgiri,500083,10,2,0
17-10-2025,telangana,medchal malkajgiri,500087,4,3,0
17-10-2025,telangana,medchal malkajgiri,500090,10,4,0
17-10-2025,telangana,medchal malkajgiri,500098,3,1,0
17-10-2025,telangana,medchal malkajgiri,500083,3,0,0
17-10-2025,telangana,warangal,506369,1,0,0
17-10-2025,telangana,warangal,506003,2,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508112,3,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508115,0,1,0
17-10-2025,telangana,yadadri bhuvanagiri,508284,1,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508286,1,2,0
17-10-2025,tripura,dhalai,799285,1,0,0
17-10-2025,tripura,dhalai,799287,1,1,0
17-10-2025,tripura,dhalai,799289,3,0,0
17-10-2025,tripura,gomati,799104,0,1,0
17-10-2025,tripura,north tripura,799280,0,1,0
17-10-2025,tripura,sepahijala,799103,1,0,0
17-10-2025,tripura,sepahijala,799131,10,4,0
17-10-2025,tripura,south tripura,799114,1,0,0
17-10-2025,tripura,south tripura,799125,0,2,0
17-10-2025,tripura,south tripura,799141,7,5,0
17-10-2025,tripura,unakoti,799263,0,1,0
17-10-2025,tripura,unakoti,799279,2,0,0
17-10-2025,tripura,unakoti,799288,1,1,0
17-10-2025,tripura,west tripura,799002,5,0,0
17-10-2025,tripura,west tripura,799003,7,3,0
17-10-2025,tripura,west tripura,799201,3,1,0
17-10-2025,tripura,west tripura,799207,1,0,0
17-10-2025,uttar pradesh,bara banki,225001,6,1,0
17-10-2025,uttar pradesh,sant kabir nagar,221402,7,3,0
17-10-2025,maharashtra,raigad,402104,2,0,0
17-10-2025,maharashtra,raigad,402108,3,0,0
17-10-2025,maharashtra,raigad,402110,0,1,0
17-10-2025,maharashtra,raigad,402201,1,0,0
17-10-2025,maharashtra,raigad,402308,2,0,0
17-10-2025,maharashtra,raigad,410101,2,0,0
17-10-2025,maharashtra,raigad,410218,1,1,0
17-10-2025,maharashtra,raigad,410221,6,0,0
17-10-2025,manipur,churachandpur,795139,0,1,0
17-10-2025,manipur,jiribam,795116,0,4,0
17-10-2025,manipur,senapati,795107,0,2,0
17-10-2025,manipur,senapati,795112,2,2,0
17-10-2025,manipur,senapati,795129,2,0,0
17-10-2025,manipur,tamenglong,795125,3,1,0
17-10-2025,manipur,tamenglong,795147,1,3,0
17-10-2025,manipur,thoubal,795130,1,3,0
17-10-2025,meghalaya,ri bhoi,793103,1,2,0
17-10-2025,meghalaya,ri bhoi,793105,3,1,0
17-10-2025,nagaland,chumoukedima,797115,0,1,0
17-10-2025,nagaland,dimapur,797116,1,1,0
17-10-2025,nagaland,kohima,797005,1,0,0
17-10-2025,nagaland,mokokchung,798604,0,2,0
17-10-2025,nagaland,mokokchung,798613,1,0,0
17-10-2025,nagaland,mon,798603,5,8,0
17-10-2025,nagaland,mon,798621,1,0,0
17-10-2025,nagaland,tuensang,798612,2,2,0
17-10-2025,punjab,sri muktsar sahib,152025,1,0,0
17-10-2025,punjab,s.a.s nagar,140103,1,0,0
17-10-2025,punjab,s.a.s nagar,140413,1,0,0
17-10-2025,punjab,s.a.s nagar,140507,3,0,0
17-10-2025,punjab,s.a.s nagar,140601,1,0,0
17-10-2025,punjab,s.a.s nagar,160071,0,1,0
17-10-2025,west bengal,cooch behar,735301,4,3,0
17-10-2025,west bengal,cooch behar,736132,3,0,0
17-10-2025,west bengal,cooch behar,736133,3,0,0
17-10-2025,west bengal,cooch behar,736145,3,1,0
17-10-2025,west bengal,cooch behar,736157,1,1,0
17-10-2025,west bengal,cooch behar,736159,4,6,0
17-10-2025,west bengal,cooch behar,736171,1,1,0
17-10-2025,west bengal,cooch behar,736172,5,1,0
17-10-2025,west bengal,cooch behar,736181,1,1,0
17-10-2025,west bengal,north 24 parganas,700110,1,1,0
17-10-2025,west bengal,north 24 parganas,700121,1,0,0
17-10-2025,west bengal,north 24 parganas,700125,1,0,0
17-10-2025,west bengal,north 24 parganas,700126,1,0,0
17-10-2025,west bengal,north 24 parganas,743127,1,0,0
17-10-2025,west bengal,north 24 parganas,743134,0,1,0
17-10-2025,west bengal,north 24 parganas,743235,2,0,0
17-10-2025,west bengal,north 24 parganas,743263,1,0,0
17-10-2025,west bengal,north 24 parganas,743426,1,0,0
17-10-2025,west bengal,north 24 parganas,743456,1,0,0
17-10-2025,west bengal,south 24 parganas,700070,1,0,0
17-10-2025,west bengal,south 24 parganas,743318,5,3,0
17-10-2025,west bengal,south 24 parganas,743330,4,2,0
17-10-2025,west bengal,south 24 parganas,743357,7,0,0
17-10-2025,west bengal,south 24 parganas,743371,3,1,0
17-10-2025,madhya pradesh,khandwa (east nimar),450051,1,1,0
17-10-2025,madhya pradesh,khandwa (east nimar),450337,1,0,0
17-10-2025,madhya pradesh,khargone (west nimar),451113,9,5,0
17-10-2025,madhya pradesh,khargone (west nimar),451441,13,5,0
17-10-2025,maharashtra,mumbai,400004,3,1,0
17-10-2025,maharashtra,mumbai,400017,7,3,0
17-10-2025,maharashtra,mumbai,400019,1,0,0
17-10-2025,maharashtra,mumbai,400026,1,0,0
17-10-2025,maharashtra,mumbai,400033,3,0,0
17-10-2025,maharashtra,raigad,400702,2,0,0
17-10-2025,maharashtra,raigad,410208,5,2,0
17-10-2025,manipur,bishnupur,795126,2,1,0
17-10-2025,manipur,bishnupur,795134,2,4,0
17-10-2025,manipur,chandel,795102,1,2,0
17-10-2025,manipur,churachandpur,795128,16,20,0
17-10-2025,manipur,kakching,795103,0,3,0
17-10-2025,manipur,senapati,795007,2,0,0
17-10-2025,manipur,senapati,795122,1,2,0
17-10-2025,manipur,senapati,795136,1,0,0
17-10-2025,manipur,tamenglong,795126,0,1,0
17-10-2025,manipur,tamenglong,795159,1,1,0
17-10-2025,manipur,thoubal,795101,1,1,0
17-10-2025,meghalaya,ri bhoi,793122,0,1,0
17-10-2025,nagaland,chumoukedima,797103,1,0,0
17-10-2025,nagaland,dimapur,797103,2,1,0
17-10-2025,nagaland,kohima,797003,5,2,0
17-10-2025,punjab,s.a.s nagar,140308,1,0,0
17-10-2025,punjab,s.a.s nagar,140604,1,0,0
17-10-2025,punjab,s.a.s nagar,160062,2,0,0
17-10-2025,punjab,s.a.s nagar,140602,1,0,0
17-10-2025,chhattisgarh,janjgir-champa,495688,1,0,0
17-10-2025,chhattisgarh,uttar bastar kanker,494333,2,0,0
17-10-2025,chhattisgarh,uttar bastar kanker,494335,1,1,0
17-10-2025,delhi,central,110012,5,0,0
17-10-2025,delhi,east,110031,12,3,0
17-10-2025,delhi,east,110053,2,2,0
17-10-2025,delhi,north,110007,4,1,0
17-10-2025,delhi,south,110048,3,0,1
17-10-2025,delhi,south,110074,10,3,0
17-10-2025,delhi,west,110026,3,1,0
17-10-2025,delhi,west,110027,8,1,0
17-10-2025,delhi,west,110043,2,1,0
17-10-2025,delhi,west,110063,5,0,0
17-10-2025,gujarat,panch mahals,389210,11,0,0
17-10-2025,gujarat,panch mahals,389260,0,2,0
17-10-2025,gujarat,sabar kantha,383001,0,1,0
17-10-2025,gujarat,sabar kantha,383205,2,0,0
17-10-2025,gujarat,sabar kantha,383210,1,0,0
17-10-2025,gujarat,sabar kantha,383225,1,0,0
17-10-2025,gujarat,sabar kantha,383235,5,0,0
17-10-2025,gujarat,sabar kantha,383275,2,0,0
17-10-2025,gujarat,sabar kantha,383305,0,0,2
17-10-2025,gujarat,sabar kantha,383316,2,0,0
17-10-2025,gujarat,surendranagar,363030,3,0,0
17-10-2025,gujarat,surendranagar,363310,4,1,2
17-10-2025,gujarat,surendranagar,363330,2,2,0
17-10-2025,gujarat,surendranagar,363510,1,1,0
17-10-2025,gujarat,surendranagar,363520,6,3,0
17-10-2025,gujarat,surendranagar,382755,1,2,0
17-10-2025,gujarat,surendranagar,382765,2,0,0
17-10-2025,gujarat,dangs,394730,3,0,0
17-10-2025,haryana,yamunanagar,133204,7,0,0
17-10-2025,haryana,yamunanagar,135106,2,0,0
17-10-2025,haryana,yamunanagar,135133,7,0,0
17-10-2025,jharkhand,saraikela kharsawan,833101,3,2,0
17-10-2025,jharkhand,saraikela kharsawan,833219,2,3,0
17-10-2025,jharkhand,saraikela kharsawan,832401,1,0,0
17-10-2025,jharkhand,saraikela kharsawan,832403,1,0,0
17-10-2025,telangana,kumuram bheem asifabad,504293,3,3,0
17-10-2025,telangana,kumuram bheem asifabad,504296,3,0,0
17-10-2025,telangana,medchal malkajgiri,500040,2,0,0
17-10-2025,telangana,medchal malkajgiri,500055,16,2,0
17-10-2025,telangana,medchal malkajgiri,500062,4,0,0
17-10-2025,telangana,medchal malkajgiri,500068,4,1,0
17-10-2025,telangana,medchal malkajgiri,500092,5,0,0
17-10-2025,telangana,medchal malkajgiri,500100,0,1,0
17-10-2025,telangana,warangal,506005,1,0,0
17-10-2025,telangana,warangal,506006,1,0,0
17-10-2025,telangana,warangal,506331,1,0,0
17-10-2025,telangana,warangal,506332,1,0,0
17-10-2025,telangana,warangal,506001,1,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508252,6,1,0
17-10-2025,telangana,yadadri bhuvanagiri,508253,2,0,0
17-10-2025,tripura,dhalai,799278,2,1,0
17-10-2025,tripura,dhalai,799284,1,3,0
17-10-2025,tripura,dhalai,799286,4,1,0
17-10-2025,tripura,gomati,799114,2,1,0
17-10-2025,tripura,gomati,799116,1,2,0
17-10-2025,tripura,north tripura,799254,2,0,0
17-10-2025,tripura,north tripura,799263,0,1,0
17-10-2025,tripura,sepahijala,799102,10,6,0
17-10-2025,tripura,sepahijala,799115,6,1,0
17-10-2025,tripura,south tripura,799144,0,1,0
17-10-2025,tripura,unakoti,799281,2,0,0
17-10-2025,tripura,west tripura,799005,0,1,0
17-10-2025,tripura,west tripura,799008,3,1,0
17-10-2025,tripura,west tripura,799009,1,0,1
17-10-2025,tripura,west tripura,799210,1,1,0
17-10-2025,uttar pradesh,bara banki,225301,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502110,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502117,0,1,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502278,5,2,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502286,0,1,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502314,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502319,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502334,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524002,6,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524004,5,4,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524126,3,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524127,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524137,6,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524222,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524223,3,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524228,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524305,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524314,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524343,1,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524366,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524401,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524411,3,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524413,1,1,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516193,1,0,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516329,1,0,0
17-10-2025,assam,cachar,788819,6,0,0
17-10-2025,uttar pradesh,sant kabir nagar,221301,4,7,0
17-10-2025,uttar pradesh,sant kabir nagar,221303,5,7,0
17-10-2025,uttar pradesh,sant kabir nagar,221314,1,6,0
17-10-2025,uttar pradesh,sant kabir nagar,221401,7,11,0
17-10-2025,west bengal,cooch behar,735304,3,3,0
17-10-2025,west bengal,cooch behar,736135,6,2,0
17-10-2025,west bengal,cooch behar,736160,2,1,0
17-10-2025,west bengal,north 24 parganas,700132,1,0,0
17-10-2025,west bengal,north 24 parganas,743130,2,0,0
17-10-2025,west bengal,north 24 parganas,743221,2,0,0
17-10-2025,west bengal,south 24 parganas,700061,3,0,0
17-10-2025,west bengal,south 24 parganas,700104,6,2,0
17-10-2025,west bengal,south 24 parganas,743329,5,2,0
17-10-2025,west bengal,south 24 parganas,743336,3,1,0
17-10-2025,west bengal,south 24 parganas,743338,9,1,0
17-10-2025,west bengal,south 24 parganas,743347,12,1,0
17-10-2025,west bengal,south 24 parganas,743354,1,0,0
17-10-2025,west bengal,south 24 parganas,743383,4,1,0
17-10-2025,west bengal,south 24 parganas,743398,1,0,0
17-10-2025,west bengal,south 24 parganas,743503,10,5,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516001,5,0,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516003,2,0,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516152,1,0,0
17-10-2025,andhra pradesh,y.s.r. kadapa,516433,1,0,0
17-10-2025,assam,cachar,788820,1,0,0
17-10-2025,chhattisgarh,balrampur-ramanujganj,497225,46,10,0
17-10-2025,chhattisgarh,uttar bastar kanker,494776,5,0,0
17-10-2025,chhattisgarh,uttar bastar kanker,494777,2,0,0
17-10-2025,delhi,central,110005,8,1,0
17-10-2025,delhi,central,110060,0,1,0
17-10-2025,delhi,east,110092,24,7,1
17-10-2025,delhi,east,110096,20,8,0
17-10-2025,delhi,north,110084,17,13,0
17-10-2025,delhi,south,110062,66,12,0
17-10-2025,delhi,west,110018,14,3,0
17-10-2025,delhi,west,110058,3,1,0
17-10-2025,delhi,west,110059,55,12,0
17-10-2025,gujarat,panch mahals,389110,3,5,0
17-10-2025,gujarat,panch mahals,389330,1,0,0
17-10-2025,gujarat,panch mahals,389340,3,1,0
17-10-2025,gujarat,panch mahals,389341,8,2,0
17-10-2025,gujarat,panch mahals,389350,2,0,0
17-10-2025,gujarat,panch mahals,389365,4,1,0
17-10-2025,gujarat,panch mahals,389380,2,0,0
17-10-2025,gujarat,sabar kantha,383010,1,0,0
17-10-2025,gujarat,sabar kantha,383120,1,0,1
17-10-2025,gujarat,sabar kantha,383255,0,1,0
17-10-2025,gujarat,sabar kantha,383310,1,1,0
17-10-2025,gujarat,sabar kantha,383345,1,1,0
17-10-2025,gujarat,sabar kantha,383434,0,0,1
17-10-2025,gujarat,sabar kantha,383450,2,0,0
17-10-2025,gujarat,surendranagar,363110,1,0,0
17-10-2025,gujarat,surendranagar,363320,1,0,0
17-10-2025,gujarat,surendranagar,382750,2,0,0
17-10-2025,haryana,yamunanagar,135101,6,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502001,3,2,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502281,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502300,1,0,0
17-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502336,1,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524005,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524121,6,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524123,1,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524134,0,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524203,0,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524302,0,1,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524308,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524309,2,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524406,3,0,0
17-10-2025,andhra pradesh,sri potti sriramulu nellore,524415,1,0,0
17-10-2025,jharkhand,saraikela kharsawan,831002,3,6,0
17-10-2025,jharkhand,saraikela kharsawan,832108,8,4,0
17-10-2025,jharkhand,saraikela kharsawan,832109,4,0,0
17-10-2025,jharkhand,saraikela kharsawan,833220,5,3,0
17-10-2025,jharkhand,saraikela kharsawan,831013,1,0,0
17-10-2025,jharkhand,saraikela kharsawan,832108,3,0,0
17-10-2025,jharkhand,saraikela kharsawan,832404,2,2,0
17-10-2025,jharkhand,saraikela kharsawan,833101,0,1,0
17-10-2025,madhya pradesh,khandwa (east nimar),450112,0,3,0
17-10-2025,madhya pradesh,khandwa (east nimar),450554,1,0,0
17-10-2025,madhya pradesh,khandwa (east nimar),450661,6,2,0
17-10-2025,madhya pradesh,khandwa (east nimar),450771,0,1,0
17-10-2025,madhya pradesh,khandwa (east nimar),450991,3,1,0
17-10-2025,madhya pradesh,khargone (west nimar),451221,4,2,0
17-10-2025,madhya pradesh,khargone (west nimar),451228,13,2,0
17-10-2025,madhya pradesh,khargone (west nimar),451331,7,5,0
17-10-2025,madhya pradesh,khargone (west nimar),451332,7,6,4
17-10-2025,madhya pradesh,khargone (west nimar),451440,2,0,0
17-10-2025,madhya pradesh,khargone (west nimar),451442,5,2,0
17-10-2025,maharashtra,mumbai,400006,2,0,0
17-10-2025,maharashtra,mumbai,400010,3,1,1
17-10-2025,maharashtra,mumbai,400011,1,0,1
17-10-2025,maharashtra,mumbai,400022,2,0,0
17-10-2025,maharashtra,mumbai,400027,1,0,0
17-10-2025,maharashtra,mumbai,400031,1,0,0
17-10-2025,maharashtra,raigad,402106,6,0,0
17-10-2025,maharashtra,raigad,402111,1,0,0
17-10-2025,maharashtra,raigad,402113,3,0,0
17-10-2025,maharashtra,raigad,402203,6,0,0
17-10-2025,maharashtra,raigad,402309,2,0,0
17-10-2025,maharashtra,raigad,402401,3,1,0
17-10-2025,maharashtra,raigad,402403,1,0,0
17-10-2025,telangana,kumuram bheem asifabad,504292,5,1,0
17-10-2025,telangana,medchal malkajgiri,500043,1,0,0
17-10-2025,telangana,medchal malkajgiri,500049,2,1,0
17-10-2025,telangana,medchal malkajgiri,500051,3,0,0
17-10-2025,telangana,medchal malkajgiri,500067,1,0,0
17-10-2025,telangana,medchal malkajgiri,500072,10,2,0
17-10-2025,telangana,medchal malkajgiri,501301,1,0,0
17-10-2025,telangana,medchal malkajgiri,500056,1,0,0
17-10-2025,telangana,medchal malkajgiri,500072,2,2,0
17-10-2025,telangana,medchal malkajgiri,501401,1,0,0
17-10-2025,telangana,warangal,506365,1,1,0
17-10-2025,telangana,warangal,506002,8,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508105,2,0,0
17-10-2025,telangana,yadadri bhuvanagiri,508223,1,0,0
17-10-2025,tripura,gomati,799101,2,0,0
17-10-2025,tripura,north tripura,799262,1,3,0
17-10-2025,tripura,north tripura,799277,0,1,0
17-10-2025,tripura,north tripura,799290,1,0,0
17-10-2025,tripura,south tripura,799104,2,4,0
17-10-2025,tripura,south tripura,799142,1,0,0
17-10-2025,tripura,south tripura,799150,1,0,0
17-10-2025,tripura,unakoti,799280,2,0,0
17-10-2025,tripura,west tripura,799001,3,0,0
17-10-2025,tripura,west tripura,799045,4,3,1
17-10-2025,tripura,west tripura,799130,1,1,0
17-10-2025,tripura,west tripura,799202,1,0,0
17-10-2025,uttar pradesh,sant kabir nagar,221309,1,7,0
17-10-2025,uttar pradesh,sant kabir nagar,221404,8,6,0
17-10-2025,uttar pradesh,sant kabir nagar,221406,3,5,0
17-10-2025,uttar pradesh,bhadohi,221304,1,2,0
17-10-2025,west bengal,cooch behar,735211,1,0,0
17-10-2025,west bengal,cooch behar,736101,0,1,0
17-10-2025,west bengal,cooch behar,736170,1,0,0
17-10-2025,west bengal,north 24 parganas,700131,0,1,0
17-10-2025,west bengal,north 24 parganas,700156,1,0,0
17-10-2025,west bengal,north 24 parganas,743194,1,0,0
17-10-2025,west bengal,north 24 parganas,743502,1,0,0
17-10-2025,west bengal,south 24 parganas,700084,1,1,0
17-10-2025,west bengal,south 24 parganas,700150,3,0,0
18-10-2025,madhya pradesh,khandwa (east nimar),450110,1,0,0
18-10-2025,madhya pradesh,khargone (west nimar),451225,2,0,0
18-10-2025,madhya pradesh,khargone (west nimar),451660,1,0,0
18-10-2025,maharashtra,mumbai,400008,1,0,0
18-10-2025,maharashtra,mumbai,400030,1,0,0
18-10-2025,maharashtra,mumbai,400034,0,1,0
18-10-2025,maharashtra,mumbai,400078,1,0,0
18-10-2025,maharashtra,raigad,400702,1,0,0
18-10-2025,maharashtra,raigad,402105,4,0,0
18-10-2025,maharashtra,raigad,402106,3,0,0
18-10-2025,maharashtra,raigad,402207,1,0,0
18-10-2025,maharashtra,raigad,402301,3,0,0
18-10-2025,maharashtra,raigad,402401,2,0,0
18-10-2025,maharashtra,raigad,410101,3,0,0
18-10-2025,maharashtra,raigad,410206,13,0,0
18-10-2025,maharashtra,raigad,410218,2,1,0
18-10-2025,manipur,senapati,795015,2,0,0
18-10-2025,manipur,senapati,795107,0,2,0
18-10-2025,manipur,senapati,795129,1,0,0
18-10-2025,manipur,senapati,795136,1,0,0
18-10-2025,manipur,senapati,795145,0,1,0
18-10-2025,manipur,tamenglong,795141,0,5,3
18-10-2025,manipur,tamenglong,795147,2,1,1
18-10-2025,manipur,thoubal,795101,0,1,0
18-10-2025,manipur,thoubal,795138,4,4,0
18-10-2025,meghalaya,ri bhoi,793101,1,0,0
18-10-2025,meghalaya,ri bhoi,793103,0,3,0
18-10-2025,nagaland,chumoukedima,797103,0,1,0
18-10-2025,nagaland,dimapur,797106,2,2,0
18-10-2025,nagaland,mokokchung,798601,0,2,1
18-10-2025,nagaland,mon,798602,0,5,1
18-10-2025,nagaland,mon,798621,0,1,1
18-10-2025,nagaland,phek,797104,0,1,1
18-10-2025,nagaland,tseminyu,797109,0,1,1
18-10-2025,nagaland,tuensang,798601,1,1,0
18-10-2025,nagaland,tuensang,798612,3,2,0
18-10-2025,nagaland,zunheboto,798601,1,2,0
18-10-2025,nagaland,zunheboto,798620,2,8,1
18-10-2025,punjab,sri muktsar sahib,152101,1,0,0
18-10-2025,punjab,s.a.s nagar,140301,2,0,0
18-10-2025,punjab,s.a.s nagar,140301,7,3,0
18-10-2025,punjab,s.a.s nagar,140307,1,0,0
18-10-2025,punjab,s.a.s nagar,140603,3,2,0
18-10-2025,punjab,s.a.s nagar,140901,0,1,0
18-10-2025,punjab,s.a.s nagar,147506,1,0,0
18-10-2025,punjab,s.a.s nagar,160055,2,0,0
18-10-2025,assam,cachar,788819,3,1,0
18-10-2025,chhattisgarh,balrampur-ramanujganj,497118,6,2,0
18-10-2025,chhattisgarh,balrampur-ramanujganj,497119,0,1,0
18-10-2025,chhattisgarh,balrampur-ramanujganj,497223,5,1,0
18-10-2025,chhattisgarh,uttar bastar kanker,494333,1,0,0
18-10-2025,delhi,east,110053,3,2,0
18-10-2025,delhi,east,110092,14,3,0
18-10-2025,delhi,south,110014,2,0,1
18-10-2025,gujarat,panch mahals,389320,1,0,0
18-10-2025,gujarat,sabar kantha,383110,2,0,0
18-10-2025,gujarat,sabar kantha,383310,1,0,0
18-10-2025,gujarat,surendranagar,363430,1,0,0
18-10-2025,haryana,yamunanagar,135021,2,0,0
18-10-2025,jharkhand,saraikela kharsawan,831013,3,2,0
18-10-2025,jharkhand,saraikela kharsawan,832108,3,1,0
18-10-2025,jharkhand,saraikela kharsawan,833101,4,1,0
18-10-2025,jharkhand,saraikela kharsawan,832404,0,1,0
18-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502255,1,1,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524124,0,2,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524126,4,0,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524222,1,0,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524224,1,0,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524226,1,0,0
18-10-2025,andhra pradesh,sri potti sriramulu nellore,524306,0,2,0
18-10-2025,telangana,medchal malkajgiri,500083,3,0,0
18-10-2025,telangana,medchal malkajgiri,500087,3,1,0
18-10-2025,telangana,warangal,506313,3,0,0
18-10-2025,telangana,warangal,506002,4,0,0
18-10-2025,telangana,warangal,506004,1,0,0
18-10-2025,telangana,warangal,506144,1,0,0
18-10-2025,telangana,warangal,506370,1,0,0
18-10-2025,telangana,yadadri bhuvanagiri,508116,4,1,0
18-10-2025,tripura,gomati,799101,1,0,0
18-10-2025,tripura,sepahijala,799130,1,0,0
18-10-2025,tripura,south tripura,799156,0,2,0
18-10-2025,tripura,unakoti,799281,5,0,2
18-10-2025,tripura,west tripura,799002,1,0,0
18-10-2025,tripura,west tripura,799003,4,1,0
18-10-2025,tripura,west tripura,799014,2,0,0
18-10-2025,uttar pradesh,bara banki,227301,0,1,0
18-10-2025,uttar pradesh,sant kabir nagar,221304,4,5,0
18-10-2025,uttar pradesh,sant kabir nagar,221406,1,2,0
18-10-2025,west bengal,cooch behar,735303,2,1,0
18-10-2025,west bengal,cooch behar,736131,1,0,0
18-10-2025,west bengal,north 24 parganas,700121,3,1,0
18-10-2025,west bengal,north 24 parganas,743145,1,0,0
18-10-2025,west bengal,north 24 parganas,743222,1,0,0
18-10-2025,west bengal,south 24 parganas,700145,0,1,0
18-10-2025,west bengal,south 24 parganas,743357,3,0,0
18-10-2025,assam,cachar,788830,0,1,0
