date,state,district,pincode,bio_age_5_17,bio_age_17_
21-10-2025,jharkhand,saraikela kharsawan,832404,2,1
21-10-2025,jharkhand,saraikela kharsawan,833220,0,1
21-10-2025,madhya pradesh,khandwa (east nimar),450337,0,1
21-10-2025,madhya pradesh,khandwa (east nimar),450771,2,0
21-10-2025,madhya pradesh,khargone (west nimar),451221,1,1
21-10-2025,madhya pradesh,khargone (west nimar),451331,4,2
21-10-2025,madhya pradesh,khargone (west nimar),451441,3,5
21-10-2025,maharashtra,mumbai,400003,1,0
21-10-2025,maharashtra,mumbai,400034,1,0
21-10-2025,maharashtra,raigad,402302,0,1
21-10-2025,maharashtra,raigad,410202,0,1
21-10-2025,maharashtra,raigad,410206,9,14
21-10-2025,maharashtra,raigad,410209,0,1
21-10-2025,maharashtra,raigad,410210,4,1
21-10-2025,maharashtra,raigad,410222,2,2
21-10-2025,maharashtra,raigad,410206,0,3
21-10-2025,manipur,bishnupur,795134,29,10
21-10-2025,manipur,churachandpur,795117,1,0
21-10-2025,manipur,churachandpur,795124,1,0
21-10-2025,manipur,churachandpur,795143,1,1
21-10-2025,manipur,jiribam,795116,1,3
21-10-2025,manipur,kakching,795101,1,0
21-10-2025,manipur,senapati,795008,1,0
21-10-2025,manipur,senapati,795015,2,1
21-10-2025,manipur,senapati,795104,0,6
21-10-2025,manipur,senapati,795112,2,0
21-10-2025,manipur,tamenglong,795115,2,6
21-10-2025,manipur,tamenglong,795159,1,0
21-10-2025,manipur,thoubal,795132,4,0
21-10-2025,manipur,thoubal,795148,11,5
21-10-2025,nagaland,kohima,797003,1,0
21-10-2025,nagaland,mon,798602,2,0
21-10-2025,nagaland,mon,798622,1,1
21-10-2025,nagaland,phek,797114,2,1
21-10-2025,nagaland,zunheboto,798620,2,5
21-10-2025,punjab,sri muktsar sahib,152101,0,1
21-10-2025,punjab,s.a.s nagar,140413,0,2
21-10-2025,punjab,s.a.s nagar,140103,1,0
21-10-2025,punjab,s.a.s nagar,140301,3,1
21-10-2025,punjab,s.a.s nagar,140308,1,1
21-10-2025,punjab,s.a.s nagar,160062,2,0
21-10-2025,telangana,kumuram bheem asifabad,504293,1,1
21-10-2025,telangana,kumuram bheem asifabad,504295,0,1
21-10-2025,telangana,kumuram bheem asifabad,504296,1,0
21-10-2025,telangana,kumuram bheem asifabad,504299,3,1
21-10-2025,telangana,medchal malkajgiri,500062,3,0
21-10-2025,telangana,medchal malkajgiri,500087,0,2
21-10-2025,telangana,warangal,506313,1,0
21-10-2025,telangana,yadadri bhuvanagiri,508115,1,0
21-10-2025,telangana,yadadri bhuvanagiri,508116,1,0
21-10-2025,telangana,yadadri bhuvanagiri,508277,1,0
21-10-2025,telangana,yadadri bhuvanagiri,508285,1,1
21-10-2025,tripura,dhalai,799289,0,1
21-10-2025,tripura,sepahijala,799103,0,1
21-10-2025,tripura,south tripura,799157,0,1
21-10-2025,tripura,west tripura,799009,0,1
21-10-2025,tripura,west tripura,799103,1,1
21-10-2025,tripura,west tripura,799115,0,1
21-10-2025,west bengal,cooch behar,736135,0,3
21-10-2025,west bengal,cooch behar,736170,0,1
21-10-2025,west bengal,north 24 parganas,743425,0,1
21-10-2025,west bengal,south 24 parganas,743318,1,0
21-10-2025,west bengal,south 24 parganas,743329,0,6
21-10-2025,west bengal,south 24 parganas,743357,1,5
21-10-2025,west bengal,south 24 parganas,743390,0,1
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502032,0,2
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502278,0,1
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502301,0,1
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502311,0,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524004,6,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524224,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524228,1,2
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524236,1,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524312,0,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524346,1,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524402,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524408,0,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524412,2,1
21-10-2025,telangana,warangal,506009,0,1
21-10-2025,tripura,south tripura,799145,1,0
21-10-2025,tripura,west tripura,799004,0,1
21-10-2025,uttar pradesh,sant kabir nagar,221304,0,1
21-10-2025,uttar pradesh,sant kabir nagar,221401,1,1
21-10-2025,west bengal,cooch behar,736168,1,0
21-10-2025,west bengal,south 24 parganas,700008,0,1
21-10-2025,west bengal,south 24 parganas,743373,0,5
21-10-2025,west bengal,south 24 parganas,743374,0,2
21-10-2025,andhra pradesh,y.s.r. kadapa,516390,1,0
21-10-2025,chhattisgarh,uttar bastar kanker,494336,1,1
21-10-2025,delhi,east,110032,0,2
21-10-2025,delhi,east,110051,2,1
21-10-2025,delhi,east,110095,3,1
21-10-2025,delhi,north,110084,3,4
21-10-2025,delhi,south,110014,2,2
21-10-2025,delhi,south,110065,1,0
21-10-2025,delhi,south,110068,0,2
21-10-2025,gujarat,panch mahals,389001,2,1
21-10-2025,gujarat,sabar kantha,383434,0,1
21-10-2025,gujarat,surendranagar,363001,0,1
21-10-2025,gujarat,surendranagar,363040,2,1
21-10-2025,gujarat,dangs,394715,0,1
21-10-2025,jharkhand,saraikela kharsawan,833216,2,0
21-10-2025,jharkhand,saraikela kharsawan,832404,1,0
21-10-2025,madhya pradesh,khargone (west nimar),451220,1,4
21-10-2025,maharashtra,mumbai,400012,0,1
21-10-2025,maharashtra,mumbai,400015,0,2
21-10-2025,maharashtra,raigad,400702,1,2
21-10-2025,maharashtra,raigad,402106,0,1
21-10-2025,maharashtra,raigad,402109,5,23
21-10-2025,maharashtra,raigad,402110,0,4
21-10-2025,maharashtra,raigad,402201,3,1
21-10-2025,maharashtra,raigad,402209,1,3
21-10-2025,maharashtra,raigad,402305,1,2
21-10-2025,maharashtra,raigad,402306,1,0
21-10-2025,maharashtra,raigad,402404,1,3
21-10-2025,maharashtra,raigad,415213,1,0
21-10-2025,manipur,churachandpur,795128,18,2
21-10-2025,manipur,churachandpur,795133,1,0
21-10-2025,manipur,jiribam,795115,1,0
21-10-2025,manipur,senapati,795106,2,1
21-10-2025,manipur,thoubal,795101,5,1
21-10-2025,manipur,thoubal,795103,18,15
21-10-2025,manipur,thoubal,795130,11,2
21-10-2025,nagaland,dimapur,797112,0,8
21-10-2025,nagaland,dimapur,797116,0,1
21-10-2025,nagaland,kohima,797001,0,1
21-10-2025,nagaland,meluri,797114,0,1
21-10-2025,nagaland,mon,798603,4,9
21-10-2025,nagaland,peren,797101,1,1
21-10-2025,nagaland,tuensang,798601,0,1
21-10-2025,punjab,sri muktsar sahib,152026,0,1
21-10-2025,punjab,s.a.s nagar,140301,0,2
21-10-2025,punjab,s.a.s nagar,160055,0,1
21-10-2025,punjab,s.a.s nagar,140603,0,1
21-10-2025,punjab,s.a.s nagar,160055,1,0
21-10-2025,punjab,s.a.s nagar,160103,0,2
21-10-2025,telangana,medchal malkajgiri,500049,0,1
21-10-2025,telangana,medchal malkajgiri,500067,1,0
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502114,1,0
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502276,0,1
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502300,0,1
21-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502319,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524101,0,2
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524137,2,2
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524223,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524305,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524308,2,3
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524317,1,0
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524341,0,1
21-10-2025,andhra pradesh,sri potti sriramulu nellore,524405,0,1
22-10-2025,chhattisgarh,balrampur-ramanujganj,497119,2,0
22-10-2025,delhi,east,110095,0,1
22-10-2025,madhya pradesh,khargone (west nimar),451221,0,1
22-10-2025,manipur,senapati,795104,0,1
22-10-2025,manipur,thoubal,795149,1,0
22-10-2025,nagaland,mokokchung,798618,0,1
22-10-2025,tripura,north tripura,799261,0,1
22-10-2025,chhattisgarh,balrampur-ramanujganj,497224,0,1
22-10-2025,delhi,north,110006,0,1
22-10-2025,delhi,north,110007,1,0
22-10-2025,maharashtra,raigad,402303,2,3
22-10-2025,maharashtra,raigad,410101,1,0
22-10-2025,nagaland,phek,797104,0,1
22-10-2025,tripura,west tripura,799211,0,1
22-10-2025,andhra pradesh,sri potti sriramulu nellore,524313,0,1
22-10-2025,andhra pradesh,sri potti sriramulu nellore,524314,0,1
22-10-2025,chhattisgarh,dakshin bastar dantewada,494553,0,1
22-10-2025,delhi,east,110092,0,1
22-10-2025,delhi,south,110047,0,1
22-10-2025,madhya pradesh,khargone (west nimar),451335,0,1
22-10-2025,manipur,bishnupur,795126,1,1
22-10-2025,manipur,tamenglong,795159,1,0
22-10-2025,meghalaya,ri bhoi,781131,1,0
22-10-2025,tripura,dhalai,799278,0,1
22-10-2025,delhi,east,110091,1,0
22-10-2025,delhi,west,110063,0,1
22-10-2025,manipur,thoubal,795103,1,0
22-10-2025,manipur,thoubal,795138,1,0
22-10-2025,manipur,thoubal,795148,1,0
22-10-2025,manipur,ukhrul,795145,0,1
22-10-2025,nagaland,dimapur,797115,1,0
22-10-2025,nagaland,mon,798603,2,1
22-10-2025,delhi,south,110080,0,1
22-10-2025,maharashtra,raigad,410201,1,2
22-10-2025,manipur,bishnupur,795133,1,0
22-10-2025,manipur,bishnupur,795134,3,0
22-10-2025,manipur,tamenglong,795147,0,1
22-10-2025,manipur,ukhrul,795142,0,1
22-10-2025,nagaland,kiphire,798611,1,1
22-10-2025,punjab,s.a.s nagar,140507,0,1
22-10-2025,tripura,dhalai,799285,0,1
22-10-2025,tripura,west tripura,799102,0,1
23-10-2025,jharkhand,saraikela kharsawan,832401,1,0
23-10-2025,madhya pradesh,khandwa (east nimar),450110,0,1
23-10-2025,madhya pradesh,khandwa (east nimar),451115,1,0
23-10-2025,madhya pradesh,khargone (west nimar),451224,1,0
23-10-2025,madhya pradesh,khargone (west nimar),451335,0,3
23-10-2025,maharashtra,mumbai,400008,1,0
23-10-2025,maharashtra,raigad,402106,1,2
23-10-2025,maharashtra,raigad,402202,1,0
23-10-2025,manipur,bishnupur,795134,3,3
23-10-2025,manipur,chandel,795101,1,0
23-10-2025,manipur,senapati,795104,1,0
23-10-2025,manipur,thoubal,795103,3,0
23-10-2025,manipur,thoubal,795148,1,0
23-10-2025,meghalaya,ri bhoi,781131,1,0
23-10-2025,nagaland,dimapur,797106,1,0
23-10-2025,nagaland,kiphire,798611,1,1
23-10-2025,punjab,sri muktsar sahib,152026,1,2
23-10-2025,punjab,s.a.s nagar,140301,1,1
23-10-2025,punjab,s.a.s nagar,140306,1,0
23-10-2025,punjab,s.a.s nagar,140308,1,0
23-10-2025,punjab,s.a.s nagar,140413,0,1
23-10-2025,telangana,yadadri bhuvanagiri,508116,1,0
23-10-2025,tripura,dhalai,799286,1,0
23-10-2025,tripura,south tripura,799144,1,0
23-10-2025,west bengal,south 24 parganas,700103,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524004,1,0
23-10-2025,andhra pradesh,y.s.r. kadapa,516390,0,1
23-10-2025,chhattisgarh,balrampur-ramanujganj,497225,0,1
23-10-2025,chhattisgarh,dakshin bastar dantewada,494552,0,1
23-10-2025,chhattisgarh,uttar bastar kanker,494336,0,1
23-10-2025,delhi,central,110005,0,1
23-10-2025,delhi,east,110091,1,1
23-10-2025,delhi,east,110095,0,2
23-10-2025,delhi,east,110096,1,3
23-10-2025,delhi,south,110076,1,2
23-10-2025,delhi,west,110059,7,3
23-10-2025,haryana,yamunanagar,133206,0,1
23-10-2025,haryana,yamunanagar,135102,2,0
23-10-2025,chhattisgarh,uttar bastar kanker,494337,0,1
23-10-2025,chhattisgarh,uttar bastar kanker,494669,0,1
23-10-2025,delhi,central,110012,1,0
23-10-2025,delhi,east,110031,0,1
23-10-2025,delhi,east,110092,2,1
23-10-2025,delhi,south,110062,1,3
23-10-2025,delhi,south,110074,1,1
23-10-2025,delhi,west,110018,2,1
23-10-2025,delhi,west,110063,0,1
23-10-2025,gujarat,panch mahals,389350,0,1
23-10-2025,gujarat,sabar kantha,383430,0,1
23-10-2025,haryana,yamunanagar,133103,0,1
23-10-2025,haryana,yamunanagar,133204,1,2
23-10-2025,jharkhand,saraikela kharsawan,831013,1,0
23-10-2025,jharkhand,saraikela kharsawan,833219,0,1
23-10-2025,madhya pradesh,khargone (west nimar),451441,0,2
23-10-2025,maharashtra,raigad,402104,1,0
23-10-2025,maharashtra,raigad,402111,0,1
23-10-2025,maharashtra,raigad,410205,0,1
23-10-2025,maharashtra,raigad,410206,1,3
23-10-2025,maharashtra,raigad,410222,0,1
23-10-2025,manipur,thoubal,795132,1,0
23-10-2025,manipur,thoubal,795149,4,0
23-10-2025,nagaland,mon,798603,2,8
23-10-2025,punjab,s.a.s nagar,140501,1,0
23-10-2025,punjab,s.a.s nagar,140506,1,0
23-10-2025,punjab,s.a.s nagar,160055,0,1
23-10-2025,telangana,medchal malkajgiri,500037,1,0
23-10-2025,telangana,yadadri bhuvanagiri,508285,1,0
23-10-2025,tripura,gomati,799104,1,0
23-10-2025,tripura,khowai,799201,1,0
23-10-2025,uttar pradesh,bara banki,225305,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524228,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524312,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524344,1,0
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524345,1,0
23-10-2025,uttar pradesh,sant kabir nagar,221303,1,0
23-10-2025,uttar pradesh,sant kabir nagar,221304,1,0
23-10-2025,west bengal,north 24 parganas,743711,1,0
23-10-2025,west bengal,south 24 parganas,743347,0,1
23-10-2025,chhattisgarh,balrampur-ramanujganj,497119,2,2
23-10-2025,chhattisgarh,balrampur-ramanujganj,497224,1,1
23-10-2025,chhattisgarh,dakshin bastar dantewada,494553,0,2
23-10-2025,delhi,north,110007,1,0
23-10-2025,delhi,south,110013,0,1
23-10-2025,delhi,south,110019,3,1
23-10-2025,delhi,west,110015,0,1
23-10-2025,gujarat,dangs,394710,0,1
23-10-2025,jharkhand,saraikela kharsawan,831018,0,1
23-10-2025,jharkhand,saraikela kharsawan,832109,1,0
23-10-2025,jharkhand,saraikela kharsawan,833102,1,0
23-10-2025,jharkhand,saraikela kharsawan,833216,0,1
23-10-2025,jharkhand,saraikela kharsawan,833216,0,1
23-10-2025,madhya pradesh,khargone (west nimar),451115,2,0
23-10-2025,maharashtra,mumbai,400003,1,0
23-10-2025,maharashtra,mumbai,400010,0,1
23-10-2025,maharashtra,raigad,402126,1,0
23-10-2025,maharashtra,raigad,402203,0,1
23-10-2025,manipur,bishnupur,795126,2,0
23-10-2025,manipur,bishnupur,795133,1,0
23-10-2025,manipur,thoubal,795138,3,0
23-10-2025,nagaland,mokokchung,798601,1,3
23-10-2025,nagaland,phek,797102,0,1
23-10-2025,nagaland,phek,797108,1,0
23-10-2025,nagaland,tuensang,798612,0,1
23-10-2025,nagaland,wokha,797111,0,1
23-10-2025,punjab,s.a.s nagar,140301,0,1
23-10-2025,punjab,s.a.s nagar,140109,0,1
23-10-2025,punjab,s.a.s nagar,140507,1,0
23-10-2025,tripura,dhalai,799275,1,0
23-10-2025,tripura,dhalai,799285,1,0
23-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502220,1,0
23-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502269,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524236,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524342,0,1
23-10-2025,uttar pradesh,sant kabir nagar,221401,0,1
23-10-2025,chhattisgarh,balrampur-ramanujganj,497001,0,2
23-10-2025,chhattisgarh,uttar bastar kanker,494771,1,1
23-10-2025,chhattisgarh,uttar bastar kanker,494776,2,1
23-10-2025,delhi,central,110002,2,2
23-10-2025,delhi,central,110003,1,1
23-10-2025,delhi,south,110025,0,1
23-10-2025,delhi,south,110044,2,1
23-10-2025,delhi,south,110048,1,0
23-10-2025,delhi,west,110043,0,1
23-10-2025,gujarat,surendranagar,382750,1,0
23-10-2025,haryana,yamunanagar,135003,1,0
23-10-2025,jharkhand,saraikela kharsawan,831002,1,2
23-10-2025,jharkhand,saraikela kharsawan,833220,0,1
23-10-2025,madhya pradesh,khandwa (east nimar),450771,1,0
23-10-2025,madhya pradesh,khargone (west nimar),451111,1,0
23-10-2025,maharashtra,mumbai,400028,0,1
23-10-2025,maharashtra,mumbai,400030,0,1
23-10-2025,maharashtra,raigad,410201,1,8
23-10-2025,maharashtra,raigad,410203,0,2
23-10-2025,manipur,thoubal,795130,5,0
23-10-2025,nagaland,dimapur,797112,0,3
23-10-2025,nagaland,kohima,797001,0,1
23-10-2025,nagaland,peren,797110,1,0
23-10-2025,nagaland,tuensang,798616,0,1
23-10-2025,punjab,sri muktsar sahib,152107,0,1
23-10-2025,telangana,medchal malkajgiri,500090,2,0
23-10-2025,tripura,south tripura,799143,0,1
23-10-2025,uttar pradesh,bara banki,225204,0,1
23-10-2025,uttar pradesh,sant kabir nagar,221314,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524240,0,1
23-10-2025,andhra pradesh,sri potti sriramulu nellore,524343,0,1
23-10-2025,chhattisgarh,uttar bastar kanker,494334,1,0
23-10-2025,delhi,central,110008,1,1
23-10-2025,delhi,north,110084,2,0
23-10-2025,delhi,south,110016,0,2
23-10-2025,delhi,south,110017,1,2
23-10-2025,delhi,west,110041,0,2
23-10-2025,haryana,yamunanagar,135001,5,2
23-10-2025,haryana,yamunanagar,135133,2,1
23-10-2025,jharkhand,saraikela kharsawan,831012,1,1
23-10-2025,jharkhand,saraikela kharsawan,832404,0,2
23-10-2025,madhya pradesh,khandwa (east nimar),450001,1,1
23-10-2025,madhya pradesh,khargone (west nimar),451001,0,2
23-10-2025,madhya pradesh,khargone (west nimar),451113,1,1
23-10-2025,madhya pradesh,khargone (west nimar),451331,1,2
23-10-2025,maharashtra,raigad,402105,1,0
23-10-2025,maharashtra,raigad,402107,1,3
23-10-2025,maharashtra,raigad,402108,2,0
23-10-2025,maharashtra,raigad,402201,1,0
23-10-2025,maharashtra,raigad,410207,0,2
23-10-2025,manipur,ukhrul,795142,0,1
23-10-2025,nagaland,peren,797101,0,1
23-10-2025,punjab,sri muktsar sahib,152032,0,1
23-10-2025,punjab,s.a.s nagar,140603,0,2
23-10-2025,punjab,s.a.s nagar,140604,1,0
23-10-2025,punjab,s.a.s nagar,160062,1,0
23-10-2025,telangana,medchal malkajgiri,500055,2,0
23-10-2025,tripura,gomati,799101,0,1
23-10-2025,tripura,khowai,799207,1,0
23-10-2025,tripura,west tripura,799008,1,1
23-10-2025,tripura,west tripura,799009,0,1
23-10-2025,tripura,west tripura,799115,1,0
23-10-2025,uttar pradesh,sant kabir nagar,221301,0,1
23-10-2025,west bengal,cooch behar,735304,1,0
23-10-2025,west bengal,north 24 parganas,743439,0,1
23-10-2025,west bengal,south 24 parganas,743503,0,2
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502101,0,1
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502102,8,3
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502108,1,5
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502115,2,1
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502295,0,1
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502316,4,6
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502321,1,0
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502375,2,0
24-10-2025,andhra pradesh,dr. b.r. ambedkar konaseema,502381,1,1
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524003,8,5
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524126,9,11
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524129,4,2
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524131,1,0
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524137,22,10
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524142,7,6
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524306,4,8
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524321,2,0
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524344,5,6
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524408,3,5
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524411,1,6
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524414,4,5
24-10-2025,andhra pradesh,sri potti sriramulu nellore,524415,6,4
24-10-2025,andhra pradesh,y.s.r. kadapa,516002,4,0
24-10-2025,andhra pradesh,y.s.r. kadapa,516228,0,1
24-10-2025,andhra pradesh,y.s.r. kadapa,516329,4,0
24-10-2025,andhra pradesh,y.s.r. kadapa,516390,3,0
24-10-2025,assam,cachar,788832,2,0
24-10-2025,assam,tamulpur,781366,0,1
24-10-2025,chhattisgarh,dakshin bastar dantewada,494552,11,11
24-10-2025,chhattisgarh,uttar bastar kanker,494635,2,3
24-10-2025,chhattisgarh,uttar bastar kanker,494665,7,6
24-10-2025,delhi,central,110001,1,0
24-10-2025,delhi,central,110003,12,5
24-10-2025,delhi,central,110012,5,10
24-10-2025,delhi,east,110051,11,15
24-10-2025,delhi,east,110095,26,27
24-10-2025,delhi,north,110084,26,31
24-10-2025,delhi,south,110013,1,8
24-10-2025,delhi,south,110024,8,3
24-10-2025,delhi,south,110076,13,16
24-10-2025,delhi,south,110080,6,12
24-10-2025,delhi,west,110027,9,29
24-10-2025,delhi,west,110058,4,11
24-10-2025,gujarat,panch mahals,389240,1,5
24-10-2025,gujarat,panch mahals,389330,7,4
24-10-2025,gujarat,panch mahals,389350,15,17
24-10-2025,gujarat,panch mahals,389380,4,5
24-10-2025,gujarat,sabar kantha,383210,2,2
24-10-2025,gujarat,sabar kantha,383270,4,9
24-10-2025,gujarat,sabar kantha,383276,0,2
24-10-2025,gujarat,sabar kantha,383316,0,3
24-10-2025,gujarat,sabar kantha,383325,0,7
24-10-2025,gujarat,sabar kantha,383422,3,7
24-10-2025,gujarat,sabar kantha,383430,7,4
24-10-2025,gujarat,sabar kantha,383434,2,1
24-10-2025,gujarat,sabar kantha,383440,2,1
24-10-2025,gujarat,surendranagar,363001,6,10
24-10-2025,gujarat,surendranagar,363020,2,4
24-10-2025,gujarat,surendranagar,363035,1,1
24-10-2025,gujarat,surendranagar,382130,0,1
24-10-2025,gujarat,dangs,394716,9,14
24-10-2025,gujarat,dangs,394720,3,1
24-10-2025,haryana,yamunanagar,133206,1,4
24-10-2025,jharkhand,saraikela kharsawan,831013,4,12
24-10-2025,jharkhand,saraikela kharsawan,832108,5,8
24-10-2025,jharkhand,saraikela kharsawan,833216,11,17
24-10-2025,jharkhand,saraikela kharsawan,832401,2,12
24-10-2025,jharkhand,saraikela kharsawan,832404,2,16
24-10-2025,madhya pradesh,khandwa (east nimar),450001,19,19
24-10-2025,madhya pradesh,khandwa (east nimar),450110,2,0
24-10-2025,madhya pradesh,khandwa (east nimar),450114,2,4
24-10-2025,madhya pradesh,khandwa (east nimar),450117,5,6
24-10-2025,madhya pradesh,khargone (west nimar),451115,13,10
24-10-2025,madhya pradesh,khargone (west nimar),451224,9,5
24-10-2025,madhya pradesh,khargone (west nimar),451440,12,3
24-10-2025,madhya pradesh,khargone (west nimar),451441,13,12
24-10-2025,maharashtra,chhatrapati sambhajinagar,431001,2,5
24-10-2025,maharashtra,mumbai,400001,1,0
24-10-2025,maharashtra,mumbai,400003,2,0
24-10-2025,maharashtra,mumbai,400006,0,2
24-10-2025,maharashtra,mumbai,400012,4,3
24-10-2025,maharashtra,mumbai,400027,0,1
24-10-2025,maharashtra,mumbai,400028,4,0
24-10-2025,telangana,kumuram bheem asifabad,504292,5,1
24-10-2025,telangana,kumuram bheem asifabad,504295,1,2
24-10-2025,telangana,kumuram bheem asifabad,504296,12,4
24-10-2025,telangana,medchal malkajgiri,500018,16,12
24-10-2025,telangana,medchal malkajgiri,500039,6,1
24-10-2025,telangana,medchal malkajgiri,500043,1,0
24-10-2025,telangana,medchal malkajgiri,500078,1,0
24-10-2025,telangana,medchal malkajgiri,500083,9,3
24-10-2025,telangana,medchal malkajgiri,500085,8,7
24-10-2025,telangana,medchal malkajgiri,500098,1,2
24-10-2025,telangana,medchal malkajgiri,500101,1,0
24-10-2025,telangana,medchal malkajgiri,500056,6,1
24-10-2025,telangana,medchal malkajgiri,500083,7,2
24-10-2025,telangana,medchal malkajgiri,501401,6,0
24-10-2025,telangana,warangal,505102,3,0
24-10-2025,telangana,warangal,506004,1,2
24-10-2025,telangana,warangal,506009,1,1
24-10-2025,telangana,warangal,506015,2,2
24-10-2025,telangana,yadadri bhuvanagiri,508113,2,0
24-10-2025,telangana,yadadri bhuvanagiri,508126,3,0
24-10-2025,telangana,yadadri bhuvanagiri,508285,2,1
24-10-2025,tripura,dhalai,799278,0,2
24-10-2025,tripura,dhalai,799284,19,4
24-10-2025,tripura,north tripura,799250,2,1
24-10-2025,tripura,north tripura,799254,0,2
24-10-2025,tripura,north tripura,799264,0,1
24-10-2025,tripura,north tripura,799270,2,5
24-10-2025,tripura,north tripura,799271,3,8
24-10-2025,tripura,north tripura,799279,1,1
24-10-2025,tripura,north tripura,799288,0,3
24-10-2025,tripura,sepahijala,799100,0,1
24-10-2025,tripura,south tripura,799153,1,5
24-10-2025,tripura,south tripura,799157,5,6
24-10-2025,tripura,unakoti,799277,5,3
24-10-2025,tripura,unakoti,799280,1,1
24-10-2025,tripura,west tripura,799002,4,4
24-10-2025,tripura,west tripura,799006,3,6
24-10-2025,tripura,west tripura,799008,2,7
24-10-2025,tripura,west tripura,799015,1,7
24-10-2025,tripura,west tripura,799103,4,7
24-10-2025,tripura,west tripura,799130,0,7
24-10-2025,tripura,west tripura,799132,1,0
24-10-2025,tripura,west tripura,799202,0,2
24-10-2025,tripura,west tripura,799210,5,6
24-10-2025,maharashtra,raigad,402102,0,2
24-10-2025,maharashtra,raigad,402105,7,8
24-10-2025,maharashtra,raigad,402110,8,10
24-10-2025,maharashtra,raigad,402207,0,2
24-10-2025,maharashtra,raigad,402305,2,2
24-10-2025,maharashtra,raigad,410210,8,7
24-10-2025,maharashtra,raigad,410218,4,5
24-10-2025,maharashtra,raigad,410220,0,1
24-10-2025,maharashtra,raigad,410206,0,1
24-10-2025,manipur,bishnupur,795126,45,29
24-10-2025,manipur,churachandpur,795116,13,4
24-10-2025,manipur,churachandpur,795143,9,5
24-10-2025,manipur,jiribam,795116,2,8
24-10-2025,manipur,senapati,795112,2,1
24-10-2025,manipur,senapati,795149,2,2
24-10-2025,manipur,ukhrul,795145,19,12
24-10-2025,nagaland,dimapur,797103,5,17
24-10-2025,nagaland,dimapur,797106,23,1
24-10-2025,nagaland,kohima,797105,3,2
24-10-2025,nagaland,kohima,797110,1,2
24-10-2025,nagaland,mon,798603,36,63
24-10-2025,nagaland,peren,797112,1,0
24-10-2025,nagaland,phek,797107,8,16
24-10-2025,nagaland,tuensang,798601,0,6
24-10-2025,nagaland,tuensang,798612,25,20
24-10-2025,nagaland,tuensang,798626,5,8
