,date,state,district,pincode,bio_age_5_17,bio_age_17_
37003,18-12-2025,andhra pradesh,medak,502103,0,2
37004,18-12-2025,andhra pradesh,medak,502108,0,1
37005,18-12-2025,andhra pradesh,medak,502117,0,2
37006,18-12-2025,andhra pradesh,medak,502255,1,0
37007,18-12-2025,andhra pradesh,medak,502281,1,0
37008,18-12-2025,andhra pradesh,medak,502314,1,1
37009,18-12-2025,andhra pradesh,n. t. r,520010,1,0
37010,18-12-2025,andhra pradesh,n. t. r,521230,2,1
37011,18-12-2025,andhra pradesh,nalgonda,508001,1,2
37012,18-12-2025,andhra pradesh,nalgonda,508204,0,1
37013,18-12-2025,andhra pradesh,nalgonda,508205,0,1
37014,18-12-2025,andhra pradesh,nalgonda,508207,0,1
37015,18-12-2025,andhra pradesh,nalgonda,508252,0,1
37016,18-12-2025,andhra pradesh,nalgonda,508280,1,0
37017,18-12-2025,andhra pradesh,nellore,524005,0,1
37018,18-12-2025,andhra pradesh,nellore,524101,5,1
37019,18-12-2025,andhra pradesh,nellore,524121,4,4
37020,18-12-2025,andhra pradesh,nellore,524129,0,1
37021,18-12-2025,andhra pradesh,nellore,524134,0,1
37022,18-12-2025,andhra pradesh,nellore,524152,4,0
37023,18-12-2025,andhra pradesh,nellore,524221,4,0
37024,18-12-2025,andhra pradesh,nellore,524228,15,0
37025,18-12-2025,andhra pradesh,nellore,524236,1,0
37026,18-12-2025,andhra pradesh,nellore,524239,2,0
37027,18-12-2025,andhra pradesh,nellore,524309,2,0
37028,18-12-2025,andhra pradesh,nellore,524310,2,0
37029,18-12-2025,andhra pradesh,nellore,524314,2,0
37030,18-12-2025,andhra pradesh,nellore,524316,2,1
37031,18-12-2025,andhra pradesh,nellore,524322,1,0
37032,18-12-2025,andhra pradesh,nellore,524344,2,1
37033,18-12-2025,andhra pradesh,nellore,524345,3,0
37034,18-12-2025,andhra pradesh,nellore,524402,1,3
37035,18-12-2025,andhra pradesh,nellore,524404,1,0
37036,18-12-2025,andhra pradesh,nellore,524411,0,1
37037,18-12-2025,andhra pradesh,nellore,524415,1,2
37038,18-12-2025,andhra pradesh,nizamabad,503001,0,1
37039,18-12-2025,andhra pradesh,nizamabad,503186,1,1
37040,18-12-2025,andhra pradesh,nizamabad,503213,0,1
37041,18-12-2025,andhra pradesh,rangareddi,500015,0,4
37042,18-12-2025,andhra pradesh,rangareddi,500035,1,1
37043,18-12-2025,andhra pradesh,rangareddi,500039,0,2
37044,18-12-2025,andhra pradesh,rangareddi,500046,0,1
37045,18-12-2025,andhra pradesh,rangareddi,500048,1,0
37046,18-12-2025,andhra pradesh,rangareddi,500060,1,3
37047,18-12-2025,andhra pradesh,rangareddi,500077,1,0
37048,18-12-2025,andhra pradesh,rangareddi,500083,0,1
37049,18-12-2025,andhra pradesh,rangareddi,500087,0,4
37050,18-12-2025,andhra pradesh,rangareddi,501301,1,1
37051,18-12-2025,andhra pradesh,warangal,506003,3,2
37052,18-12-2025,andhra pradesh,warangal,506009,2,1
37053,18-12-2025,andhra pradesh,warangal,506145,1,1
37054,18-12-2025,andhra pradesh,warangal,506366,0,2
37055,18-12-2025,andhra pradesh,warangal,506370,1,1
37056,18-12-2025,andhra pradesh,y. s. r,516233,1,0
37057,18-12-2025,assam,karimganj,788152,1,0
37058,18-12-2025,assam,karimganj,788156,3,0
37059,18-12-2025,assam,karimganj,788722,9,2
37060,18-12-2025,assam,karimganj,788728,3,2
37061,18-12-2025,assam,karimganj,788806,9,1
37062,18-12-2025,bihar,east champaran,845304,4,1
37063,18-12-2025,bihar,east champaran,845411,0,2
37064,18-12-2025,bihar,east champaran,845415,0,2
37065,18-12-2025,bihar,east champaran,845427,1,1
37066,18-12-2025,bihar,east champaran,845435,0,2
37067,18-12-2025,bihar,west champaran,845404,0,4
37068,18-12-2025,bihar,west champaran,845438,1,14
37069,18-12-2025,bihar,west champaran,845449,3,3
37070,18-12-2025,bihar,west champaran,845451,2,1
37071,18-12-2025,bihar,west champaran,845453,4,0
37072,18-12-2025,chandigarh,mohali,140603,0,1
37073,18-12-2025,chhattisgarh,baloda bazar,493113,1,0
37074,18-12-2025,chhattisgarh,baloda bazar,493222,0,2
37075,18-12-2025,chhattisgarh,baloda bazar,493338,1,0
37076,18-12-2025,chhattisgarh,balrampur,497001,1,1
37077,18-12-2025,chhattisgarh,balrampur,497118,4,6
37078,18-12-2025,chhattisgarh,balrampur,497220,7,2
37079,18-12-2025,chhattisgarh,kanker,494665,1,1
37080,18-12-2025,chhattisgarh,kawardha,491995,12,13
37081,18-12-2025,chhattisgarh,koriya,497339,2,0
37082,18-12-2025,delhi,east delhi,110053,2,0
37083,18-12-2025,delhi,north delhi,110084,14,12
37084,18-12-2025,delhi,north east delhi,110094,34,21
37085,18-12-2025,delhi,north west delhi,110034,5,3
37086,18-12-2025,delhi,north west delhi,110042,16,20
37087,18-12-2025,delhi,north west delhi,110081,5,4
37088,18-12-2025,delhi,north west delhi,110085,7,7
37089,18-12-2025,delhi,north west delhi,110086,21,24
37090,18-12-2025,delhi,south delhi,110003,0,2
37091,18-12-2025,delhi,south delhi,110017,4,4
37092,18-12-2025,delhi,south delhi,110024,1,0
37093,18-12-2025,delhi,south delhi,110030,6,6
37094,18-12-2025,delhi,south delhi,110048,2,0
37095,18-12-2025,delhi,south delhi,110076,0,1
37096,18-12-2025,delhi,south west delhi,110038,1,0
37097,18-12-2025,delhi,south west delhi,110043,11,11
37098,18-12-2025,delhi,south west delhi,110072,1,0
37099,18-12-2025,delhi,west delhi,110058,0,1
37100,18-12-2025,delhi,west delhi,110063,2,1
37101,18-12-2025,gujarat,ahmadabad,380051,0,1
37102,18-12-2025,gujarat,ahmadabad,382440,0,1
37103,18-12-2025,gujarat,banaskantha,385330,1,3
37104,18-12-2025,gujarat,banaskantha,385535,16,9
37105,18-12-2025,gujarat,banaskantha,385575,2,3
37106,18-12-2025,gujarat,dohad,389155,0,2
37107,18-12-2025,gujarat,panchmahals,389110,0,1
37108,18-12-2025,gujarat,panchmahals,389210,4,9
37109,18-12-2025,gujarat,panchmahals,389265,0,1
37110,18-12-2025,gujarat,panchmahals,389365,0,1
37111,18-12-2025,gujarat,sabarkantha,383220,1,0
37112,18-12-2025,gujarat,sabarkantha,383240,0,1
37113,18-12-2025,gujarat,sabarkantha,383275,1,0
37114,18-12-2025,gujarat,surendra nagar,363030,1,0
37115,18-12-2025,haryana,mewat,122107,4,2
37116,18-12-2025,haryana,mewat,122108,2,1
37117,18-12-2025,haryana,mewat,122508,5,2
37118,18-12-2025,haryana,yamuna nagar,133103,0,4
37119,18-12-2025,haryana,yamuna nagar,133204,0,2
37120,18-12-2025,haryana,yamuna nagar,135003,2,6
37121,18-12-2025,jammu and kashmir,bandipore,193502,14,3
37122,18-12-2025,jammu and kashmir,baramula,193402,4,1
37123,18-12-2025,jammu and kashmir,punch,185121,7,4
37124,18-12-2025,maharashtra,gondiya,441601,18,13
37125,18-12-2025,maharashtra,gondiya,441806,0,2
37126,18-12-2025,maharashtra,gondiya,441901,3,14
37127,18-12-2025,maharashtra,gondiya,441911,17,19
37128,18-12-2025,maharashtra,mumbai city,400004,3,0
37129,18-12-2025,maharashtra,mumbai city,400005,3,0
37130,18-12-2025,maharashtra,mumbai city,400012,1,0
37131,18-12-2025,maharashtra,mumbai city,400016,3,1
37132,18-12-2025,maharashtra,mumbai city,400022,2,1
37133,18-12-2025,maharashtra,mumbai city,400037,4,6
37134,18-12-2025,maharashtra,mumbai( sub urban ),400084,0,1
37135,18-12-2025,maharashtra,osmanabad,413502,4,5
37136,18-12-2025,maharashtra,osmanabad,413506,3,1
37137,18-12-2025,maharashtra,osmanabad,413507,15,7
37138,18-12-2025,maharashtra,osmanabad,413509,0,1
37139,18-12-2025,maharashtra,osmanabad,413526,0,2
37140,18-12-2025,maharashtra,osmanabad,413534,0,2
37141,18-12-2025,maharashtra,osmanabad,413602,11,8
37142,18-12-2025,maharashtra,osmanabad,413606,10,5
37143,18-12-2025,maharashtra,raigarh,400707,0,1
37144,18-12-2025,maharashtra,raigarh,402101,0,1
37145,18-12-2025,maharashtra,raigarh,402106,2,1
37146,18-12-2025,maharashtra,raigarh,402115,12,1
37147,18-12-2025,maharashtra,raigarh,402202,1,1
37148,18-12-2025,maharashtra,raigarh,402301,5,4
37149,18-12-2025,maharashtra,raigarh,402304,1,2
37150,18-12-2025,maharashtra,raigarh,402403,2,1
37151,18-12-2025,maharashtra,raigarh,410101,1,4
37152,18-12-2025,maharashtra,raigarh,410203,2,6
37153,18-12-2025,maharashtra,raigarh,410205,17,2
37154,18-12-2025,maharashtra,raigarh,410210,5,0
37155,18-12-2025,maharashtra,washim *,444404,0,1
37156,18-12-2025,manipur,chandel,795127,1,0
37157,18-12-2025,manipur,churachandpur,795006,2,0
37158,18-12-2025,manipur,churachandpur,795124,1,0
37159,18-12-2025,manipur,imphal east,795005,4,1
37160,18-12-2025,manipur,imphal east,795130,2,0
37161,18-12-2025,manipur,imphal west,795132,6,1
37162,18-12-2025,manipur,senapati,795007,1,1
37163,18-12-2025,manipur,senapati,795112,0,1
37164,18-12-2025,manipur,senapati,795122,1,0
37165,18-12-2025,manipur,thoubal,795132,1,0
37166,18-12-2025,manipur,thoubal,795149,2,0
37167,18-12-2025,meghalaya,east jaintia hills,793160,2,0
37168,18-12-2025,meghalaya,east khasi hills,793017,0,1
37169,18-12-2025,meghalaya,east khasi hills,793121,1,1
37170,18-12-2025,meghalaya,west garo hills,794104,1,2
37171,18-12-2025,meghalaya,west garo hills,794109,3,2
37172,18-12-2025,nagaland,dimapur,797103,0,4
37173,18-12-2025,nagaland,dimapur,797117,1,0
37174,18-12-2025,nagaland,mokokchung,798601,0,1
37175,18-12-2025,nagaland,mon,798621,0,1
37176,18-12-2025,nagaland,zunheboto,798620,1,1
37177,18-12-2025,odisha,baleshwar,756020,1,2
37178,18-12-2025,odisha,baleshwar,756035,1,3
37179,18-12-2025,odisha,baleshwar,756036,0,2
37180,18-12-2025,odisha,baleshwar,756038,1,1
37181,18-12-2025,odisha,baleshwar,756059,1,0
37182,18-12-2025,odisha,baleswar,756002,1,0
37183,18-12-2025,odisha,baleswar,756024,3,3
37184,18-12-2025,odisha,baleswar,756041,2,0
37185,18-12-2025,odisha,baleswar,756079,1,2
37186,18-12-2025,odisha,baleswar,756182,2,0
37187,18-12-2025,odisha,baudh,762016,0,1
37188,18-12-2025,odisha,jagatsinghpur,754111,0,1
37189,18-12-2025,odisha,jagatsinghpur,754137,0,2
37190,18-12-2025,odisha,jajapur,755010,0,1
37191,18-12-2025,odisha,jajapur,755023,0,1
37192,18-12-2025,odisha,jajapur,755025,1,0
37193,18-12-2025,odisha,jajapur,755046,0,1
37194,18-12-2025,odisha,kendujhar,758001,1,0
37195,18-12-2025,odisha,kendujhar,758014,1,2
37196,18-12-2025,odisha,kendujhar,758023,0,1
37197,18-12-2025,odisha,kendujhar,758027,2,1
37198,18-12-2025,odisha,kendujhar,758029,2,1
37199,18-12-2025,odisha,kendujhar,758031,5,2
37200,18-12-2025,odisha,kendujhar,758032,0,1
37201,18-12-2025,odisha,kendujhar,758046,0,1
37202,18-12-2025,odisha,kendujhar,758076,0,1
37203,18-12-2025,odisha,kendujhar,758078,1,1
37204,18-12-2025,odisha,kendujhar,758079,1,1
37205,18-12-2025,odisha,khorda,751007,1,0
37206,18-12-2025,odisha,khorda,752019,1,0
37207,18-12-2025,odisha,khorda,752031,1,3
37208,18-12-2025,odisha,khorda,752035,2,1
37209,18-12-2025,odisha,khorda,752055,7,1
37210,18-12-2025,odisha,khorda,752057,1,0
37211,18-12-2025,odisha,khorda,754004,0,1
37212,18-12-2025,odisha,nabarangapur,764077,0,2
37213,18-12-2025,odisha,sonapur,767016,1,1
37214,18-12-2025,odisha,subarnapur,767019,1,0
37215,18-12-2025,odisha,sundergarh,769002,0,2
37216,18-12-2025,odisha,sundergarh,769003,0,1
37217,18-12-2025,odisha,sundergarh,769009,1,1
37218,18-12-2025,odisha,sundergarh,769016,1,0
37219,18-12-2025,odisha,sundergarh,770001,7,0
37220,18-12-2025,odisha,sundergarh,770002,2,0
37221,18-12-2025,odisha,sundergarh,770021,0,1
37222,18-12-2025,odisha,sundergarh,770024,0,1
37223,18-12-2025,odisha,anugul,759118,1,0
37224,18-12-2025,puducherry,pondicherry,605005,1,0
37225,18-12-2025,puducherry,pondicherry,605013,1,1
37226,18-12-2025,puducherry,pondicherry,605105,0,1
37227,18-12-2025,punjab,firozpur,152023,1,2
37228,18-12-2025,punjab,firozpur,152123,1,0
37229,18-12-2025,punjab,muktsar,152031,0,2
37230,18-12-2025,punjab,nawanshahr,144526,0,2
37231,18-12-2025,punjab,shaheed bhagat singh nagar,144421,1,0
37232,18-12-2025,punjab,shaheed bhagat singh nagar,144510,0,1
37233,18-12-2025,punjab,shaheed bhagat singh nagar,144518,1,0
37234,18-12-2025,punjab,shaheed bhagat singh nagar,144522,0,3
37235,18-12-2025,punjab,shaheed bhagat singh nagar,144525,1,0
37236,18-12-2025,punjab,shaheed bhagat singh nagar,144533,0,1
37237,18-12-2025,rajasthan,chittaurgarh,312601,0,1
37238,18-12-2025,rajasthan,jalor,343022,1,0
37239,18-12-2025,rajasthan,jalor,343029,2,3
37240,18-12-2025,rajasthan,jalor,343040,2,0
37241,18-12-2025,rajasthan,jhunjhunun,333034,2,0
37242,18-12-2025,rajasthan,jhunjhunun,333042,1,1
37243,18-12-2025,rajasthan,jhunjhunun,333503,1,0
37244,18-12-2025,rajasthan,jhunjhunun,333701,0,1
37245,18-12-2025,sikkim,east,737134,0,1
37246,18-12-2025,sikkim,south sikkim,737132,1,0
37247,18-12-2025,sikkim,west sikkim,737121,1,0
37248,18-12-2025,tamil nadu,kanyakumari,629004,1,0
37249,18-12-2025,tamil nadu,kanyakumari,629151,1,0
37250,18-12-2025,jharkhand,purbi singhbhum,831001,0,1
37251,18-12-2025,jharkhand,purbi singhbhum,831002,1,1
37252,18-12-2025,jharkhand,purbi singhbhum,831003,0,1
37253,18-12-2025,jharkhand,seraikela-kharsawan,831013,1,1
37254,18-12-2025,jharkhand,seraikela-kharsawan,832403,1,2
37255,18-12-2025,jharkhand,seraikela-kharsawan,832108,0,1
37256,18-12-2025,karnataka,bagalkot,587103,2,2
37257,18-12-2025,karnataka,bagalkot,587111,0,2
37258,18-12-2025,karnataka,bagalkot,587114,1,2
37259,18-12-2025,karnataka,bagalkot,587124,1,2
37260,18-12-2025,karnataka,bagalkot,587125,1,4
37261,18-12-2025,karnataka,bagalkot,587201,6,10
37262,18-12-2025,karnataka,bagalkot,587202,3,2
37263,18-12-2025,karnataka,bagalkot,587313,5,3
37264,18-12-2025,karnataka,bagalkot *,587101,0,1
37265,18-12-2025,karnataka,bagalkot *,587116,0,2
37266,18-12-2025,karnataka,bangalore,560001,0,1
37267,18-12-2025,karnataka,bangalore,560006,0,1
37268,18-12-2025,karnataka,bangalore,560021,1,2
37269,18-12-2025,karnataka,bangalore,560029,0,1
37270,18-12-2025,karnataka,bangalore,560037,3,6
37271,18-12-2025,karnataka,bangalore,560039,0,6
37272,18-12-2025,karnataka,bangalore,560045,3,11
37273,18-12-2025,karnataka,bangalore,560047,1,3
37274,18-12-2025,karnataka,bangalore,560060,0,3
37275,18-12-2025,karnataka,bangalore,560063,0,1
37276,18-12-2025,karnataka,bangalore,560076,0,3
37277,18-12-2025,karnataka,bangalore,560078,1,2
37278,18-12-2025,karnataka,bangalore,560084,1,2
37279,18-12-2025,karnataka,bangalore,560094,0,5
37280,18-12-2025,karnataka,bangalore,560096,2,2
37281,18-12-2025,karnataka,bangalore,562125,0,2
37282,18-12-2025,karnataka,bangalore rural,561203,9,8
37283,18-12-2025,karnataka,bangalore rural,562129,2,3
37284,18-12-2025,karnataka,belgaum,590005,0,1
37285,18-12-2025,karnataka,belgaum,590008,1,1
37286,18-12-2025,karnataka,belgaum,591108,1,0
37287,18-12-2025,karnataka,belgaum,591121,0,1
37288,18-12-2025,karnataka,belgaum,591215,0,2
37289,18-12-2025,karnataka,belgaum,591216,0,1
37290,18-12-2025,karnataka,belgaum,591220,0,5
37291,18-12-2025,karnataka,belgaum,591225,1,0
37292,18-12-2025,karnataka,belgaum,591227,1,1
37293,18-12-2025,karnataka,belgaum,591235,0,1
37294,18-12-2025,karnataka,belgaum,591247,2,1
37295,18-12-2025,karnataka,belgaum,591254,0,1
37296,18-12-2025,karnataka,belgaum,591265,1,2
37297,18-12-2025,karnataka,belgaum,591315,0,1
37298,18-12-2025,karnataka,bellary,583103,2,4
37299,18-12-2025,karnataka,bellary,583115,1,1
37300,18-12-2025,karnataka,bellary,583116,0,2
37301,18-12-2025,karnataka,bellary,583117,1,0
37302,18-12-2025,karnataka,bellary,583123,1,0
37303,18-12-2025,karnataka,bellary,583126,1,0
37304,18-12-2025,karnataka,bellary,583211,0,1
37305,18-12-2025,karnataka,bellary,583212,2,0
37306,18-12-2025,karnataka,bellary,583216,0,1
37307,18-12-2025,karnataka,bellary,583224,3,2
37308,18-12-2025,karnataka,bengaluru,560002,1,0
37309,18-12-2025,karnataka,bengaluru,560004,2,2
37310,18-12-2025,karnataka,bengaluru,560011,2,0
37311,18-12-2025,karnataka,bengaluru,560025,1,0
37312,18-12-2025,karnataka,bengaluru,560036,3,3
37313,18-12-2025,karnataka,bengaluru,560037,5,4
37314,18-12-2025,karnataka,bengaluru,560039,2,2
37315,18-12-2025,karnataka,bengaluru,560067,4,0
37316,18-12-2025,karnataka,bengaluru,560068,3,5
37317,18-12-2025,karnataka,bengaluru,560075,0,1
37318,18-12-2025,karnataka,bengaluru,560087,3,2
37319,18-12-2025,karnataka,bengaluru,560093,3,0
37320,18-12-2025,karnataka,bengaluru,560102,1,0
37321,18-12-2025,karnataka,bengaluru,560105,2,1
37322,18-12-2025,karnataka,bijapur,586113,2,3
37323,18-12-2025,karnataka,bijapur,586118,1,0
37324,18-12-2025,karnataka,bijapur,586202,2,1
37325,18-12-2025,karnataka,bijapur,586208,0,1
37326,18-12-2025,karnataka,bijapur,586217,0,5
37327,18-12-2025,karnataka,chamrajanagar,571109,2,0
37328,18-12-2025,karnataka,chamrajanagar,571123,1,0
37329,18-12-2025,karnataka,chamrajanagar,571313,5,1
37330,18-12-2025,karnataka,chamrajanagar,571439,1,1
37331,18-12-2025,karnataka,chamrajanagar,571490,3,1
37332,18-12-2025,karnataka,chamrajnagar,571444,1,0
37333,18-12-2025,karnataka,chickmagalur,577126,0,1
37334,18-12-2025,karnataka,chickmagalur,577130,0,2
37335,18-12-2025,karnataka,chikkaballapur,561213,2,3
37336,18-12-2025,karnataka,chikkaballapur,562102,17,3
37337,18-12-2025,karnataka,chikkaballapur,562105,2,3
37338,18-12-2025,karnataka,davangere,577006,4,2
37339,18-12-2025,karnataka,davangere,577213,10,8
37340,18-12-2025,karnataka,davangere,577219,2,0
37341,18-12-2025,karnataka,davangere,577512,1,0
37342,18-12-2025,karnataka,davangere,577528,6,4
37343,18-12-2025,karnataka,davangere,583125,1,0
37344,18-12-2025,karnataka,gadag *,582101,0,1
37345,18-12-2025,karnataka,gadag *,582102,1,1
37346,18-12-2025,karnataka,gulbarga,585104,5,11
37347,18-12-2025,karnataka,gulbarga,585309,1,0
37348,18-12-2025,karnataka,hasan,573102,0,1
37349,18-12-2025,karnataka,hasan,573130,0,1
37350,18-12-2025,karnataka,hasan,573162,1,0
37351,18-12-2025,karnataka,hasan,573214,1,1
37352,18-12-2025,karnataka,mysore,570021,1,1
37353,18-12-2025,karnataka,mysore,571101,2,0
37354,18-12-2025,karnataka,mysore,571104,1,0
37355,18-12-2025,karnataka,mysore,571105,3,6
37356,18-12-2025,karnataka,mysore,571107,2,3
37357,18-12-2025,karnataka,mysore,571119,0,1
37358,18-12-2025,karnataka,mysore,571120,1,1
37359,18-12-2025,karnataka,mysore,571129,1,1
37360,18-12-2025,karnataka,mysore,571187,1,0
37361,18-12-2025,karnataka,mysore,571610,1,0
37362,18-12-2025,karnataka,ramanagar,561101,5,1
37363,18-12-2025,karnataka,ramanagar,562112,3,4
37364,18-12-2025,karnataka,ramanagar,571511,0,1
37365,18-12-2025,karnataka,shimoga,577202,4,2
37366,18-12-2025,karnataka,shimoga,577214,1,1
37367,18-12-2025,karnataka,shimoga,577222,1,0
37368,18-12-2025,karnataka,shimoga,577229,1,0
37369,18-12-2025,karnataka,shimoga,577232,0,1
37370,18-12-2025,karnataka,shimoga,577429,1,2
37371,18-12-2025,karnataka,shimoga,577430,0,1
37372,18-12-2025,karnataka,tumkur,572104,2,3
37373,18-12-2025,karnataka,tumkur,572113,1,1
37374,18-12-2025,karnataka,tumkur,572117,0,1
37375,18-12-2025,karnataka,tumkur,572125,0,2
37376,18-12-2025,karnataka,tumkur,572133,0,2
37377,18-12-2025,karnataka,tumkur,572135,0,2
37378,18-12-2025,karnataka,tumkur,572137,3,6
37379,18-12-2025,karnataka,tumkur,572138,0,1
37380,18-12-2025,karnataka,tumkur,572139,3,0
37381,18-12-2025,karnataka,tumkur,572141,0,1
37382,18-12-2025,karnataka,tumkur,572214,3,3
37383,18-12-2025,karnataka,tumkur,572216,0,1
37384,18-12-2025,karnataka,tumkur,572218,3,3
37385,18-12-2025,karnataka,tumkur,572222,0,2
37386,18-12-2025,karnataka,tumkur,572227,0,3
37387,18-12-2025,kerala,kasargod,671318,0,1
37388,18-12-2025,madhya pradesh,agar malwa,465445,0,2
37389,18-12-2025,madhya pradesh,ashok nagar,473446,1,2
37390,18-12-2025,madhya pradesh,east nimar,450116,1,2
37391,18-12-2025,madhya pradesh,hoshangabad,461111,0,3
37392,18-12-2025,madhya pradesh,hoshangabad,461661,2,0
37393,18-12-2025,madhya pradesh,khandwa,450001,0,2
37394,18-12-2025,madhya pradesh,khandwa,451115,1,0
37395,18-12-2025,madhya pradesh,khargone,451113,0,1
37396,18-12-2025,madhya pradesh,khargone,451220,0,2
37397,18-12-2025,madhya pradesh,khargone,451224,0,1
37398,18-12-2025,madhya pradesh,khargone,451225,1,0
37399,18-12-2025,madhya pradesh,khargone,451331,2,2
37400,18-12-2025,madhya pradesh,khargone,451332,1,1
37401,18-12-2025,madhya pradesh,khargone,451440,1,0
37402,18-12-2025,madhya pradesh,khargone,451442,1,0
37403,18-12-2025,madhya pradesh,khargone,451660,0,1
37404,18-12-2025,madhya pradesh,narsinghpur,487118,9,1
37405,18-12-2025,madhya pradesh,narsinghpur,487334,0,1
37406,18-12-2025,maharashtra,ahmadnagar,413701,2,3
37407,18-12-2025,maharashtra,ahmadnagar,413704,2,6
37408,18-12-2025,maharashtra,ahmadnagar,413713,2,3
37409,18-12-2025,maharashtra,ahmadnagar,413714,3,2
37410,18-12-2025,maharashtra,ahmadnagar,413719,1,1
37411,18-12-2025,maharashtra,ahmadnagar,413720,0,1
37412,18-12-2025,maharashtra,ahmadnagar,413723,1,0
37413,18-12-2025,maharashtra,ahmadnagar,414001,30,20
37414,18-12-2025,maharashtra,ahmadnagar,414103,4,2
37415,18-12-2025,maharashtra,ahmadnagar,414201,4,1
37416,18-12-2025,maharashtra,ahmadnagar,414301,1,2
37417,18-12-2025,maharashtra,ahmadnagar,414401,4,4
37418,18-12-2025,maharashtra,ahmadnagar,414502,6,5
37419,18-12-2025,maharashtra,ahmadnagar,414604,5,1
37420,18-12-2025,maharashtra,ahmadnagar,414606,1,1
37421,18-12-2025,maharashtra,ahmadnagar,414607,0,3
37422,18-12-2025,maharashtra,ahmadnagar,422605,10,12
37423,18-12-2025,maharashtra,ahmadnagar,423601,8,3
37424,18-12-2025,maharashtra,ahmadnagar,423602,1,1
37425,18-12-2025,maharashtra,ahmed nagar,422603,0,1
37426,18-12-2025,maharashtra,ahmed nagar,422611,0,2
37427,18-12-2025,maharashtra,aurangabad,423702,3,1
37428,18-12-2025,maharashtra,aurangabad,431005,0,3
37429,18-12-2025,maharashtra,aurangabad,431006,1,0
37430,18-12-2025,maharashtra,aurangabad,431105,3,4
37431,18-12-2025,maharashtra,aurangabad,431109,7,6
37432,18-12-2025,maharashtra,aurangabad,431132,2,1
37433,18-12-2025,maharashtra,aurangabad,431135,2,1
37434,18-12-2025,maharashtra,aurangabad,431148,1,0
37435,18-12-2025,maharashtra,bid,431123,0,1
37436,18-12-2025,maharashtra,bid,431517,0,9
37437,18-12-2025,maharashtra,bid,431520,0,1
37438,18-12-2025,maharashtra,buldana,443001,0,3
37439,18-12-2025,maharashtra,buldana,443101,1,2
37440,18-12-2025,maharashtra,buldana,443103,0,1
37441,18-12-2025,maharashtra,buldana,443404,0,5
37442,18-12-2025,maharashtra,buldana,444203,1,6
37443,18-12-2025,maharashtra,buldana,444301,2,1
37444,18-12-2025,maharashtra,chatrapati sambhaji nagar,431001,1,2
37445,18-12-2025,tamil nadu,tirupattur,635601,1,0
37446,18-12-2025,tamil nadu,tirupattur,635752,1,1
37447,18-12-2025,tamil nadu,tirupattur,635802,4,0
37448,18-12-2025,tamil nadu,tiruvallur,600037,4,3
37449,18-12-2025,tamil nadu,tiruvallur,600051,2,10
37450,18-12-2025,tamil nadu,tiruvallur,600052,7,10
37451,18-12-2025,tamil nadu,tiruvallur,600055,4,2
37452,18-12-2025,tamil nadu,tiruvallur,600068,3,1
37453,18-12-2025,tamil nadu,tiruvallur,600080,0,2
37454,18-12-2025,tamil nadu,tiruvallur,600095,6,4
37455,18-12-2025,tamil nadu,tiruvallur,600098,2,0
37456,18-12-2025,tamil nadu,tiruvallur,600120,2,1
37457,18-12-2025,tamil nadu,tiruvallur,600123,1,3
37458,18-12-2025,tamil nadu,tiruvallur,600124,1,5
37459,18-12-2025,tamil nadu,tiruvallur,601201,6,6
37460,18-12-2025,tamil nadu,tiruvallur,601204,11,2
37461,18-12-2025,tamil nadu,tiruvallur,601205,2,0
37462,18-12-2025,tamil nadu,tiruvallur,602001,5,3
37463,18-12-2025,tamil nadu,tiruvallur,602002,2,1
37464,18-12-2025,tamil nadu,tiruvallur,602026,4,3
37465,18-12-2025,tamil nadu,villupuram,604001,7,1
37466,18-12-2025,tamil nadu,villupuram,605501,2,0
37467,18-12-2025,tamil nadu,villupuram,605755,2,2
37468,18-12-2025,tamil nadu,villupuram,605759,0,1
37469,18-12-2025,tamil nadu,villupuram,606203,0,2
37470,18-12-2025,tamil nadu,villupuram,606204,1,1
37471,18-12-2025,tamil nadu,villupuram,607201,2,1
37472,18-12-2025,telangana,k.v. rangareddy,500014,1,1
37473,18-12-2025,telangana,k.v. rangareddy,500030,4,0
37474,18-12-2025,telangana,k.v. rangareddy,500043,2,2
37475,18-12-2025,telangana,k.v. rangareddy,500058,0,2
37476,18-12-2025,telangana,k.v. rangareddy,500067,3,0
37477,18-12-2025,telangana,k.v. rangareddy,500084,11,3
37478,18-12-2025,telangana,k.v. rangareddy,500087,3,4
37479,18-12-2025,telangana,k.v. rangareddy,500089,3,2
37480,18-12-2025,telangana,k.v. rangareddy,500092,5,1
37481,18-12-2025,telangana,k.v. rangareddy,500104,1,1
37482,18-12-2025,telangana,k.v. rangareddy,501101,1,7
37483,18-12-2025,telangana,k.v. rangareddy,501158,0,2
37484,18-12-2025,telangana,k.v. rangareddy,501506,4,1
37485,18-12-2025,telangana,k.v. rangareddy,501509,1,0
37486,18-12-2025,telangana,k.v. rangareddy,501511,3,0
37487,18-12-2025,telangana,k.v. rangareddy,509207,0,1
37488,18-12-2025,telangana,k.v. rangareddy,509325,4,2
37489,18-12-2025,telangana,k.v. rangareddy,509340,0,1
37490,18-12-2025,telangana,komaram bheem,504299,0,1
37491,18-12-2025,telangana,medchal-malkajgiri,500040,0,1
37492,18-12-2025,telangana,medchal-malkajgiri,500055,5,2
37493,18-12-2025,telangana,medchal-malkajgiri,500067,1,0
